id,area,city,cluster,riskLevel,riskScore,totalViolations,accidentCount,lat,lon
cl_2022,Bhopal,Bhopal,1,Medium,0.0,0,0,19.995166731618312,78.00812907222914
cl_2023,Bhopal,Bhopal,0,Low,0.0,0,0,20.009993738765317,78.0079699411007
cl_2024,Pratap Nagar,Nagpur,0,Low,0.0,0,0,21.142628048158457,79.05965028053915
cl_2025,Wadi Junction,Nagpur,0,Low,0.0,0,0,21.096620877742485,79.05603935854175
cl_2026,Banjara Hills,Hyderabad,0,Low,0.0,0,0,17.406673457774776,78.44709059742634
cl_2027,Kolkata,Kolkata,0,Low,0.0,0,0,19.99126624393413,77.99431517791066
cl_2028,Malleshwaram,Bengaluru,0,Low,0.0,0,0,13.011544366574094,77.5770491638642
cl_2029,Lucknow,Lucknow,0,Low,0.0,0,0,19.99191776439209,77.99164217988454
cl_2030,Manewada,Nagpur,0,Low,0.0,0,0,21.1372355643922,79.12491704030114
cl_2031,Hebbal Flyover,Bengaluru,0,Low,0.0,0,0,13.036509097696,77.60328042386094
cl_2032,Thane GB Road,Mumbai,2,High,0.0,0,0,19.199227340335,72.97414800829998
cl_2033,Dwarka,Delhi,0,Low,0.0,0,0,28.58589128122002,77.04886227121642
cl_2034,Bhopal,Bhopal,0,Low,0.0,0,0,20.00408730535147,77.9901590286881
cl_2035,Wakad,Pune,2,High,0.0,0,0,18.57059928403481,73.81164879623198
cl_2036,Banjara Hills,Hyderabad,0,Low,0.0,0,0,17.413861092546757,78.43550463968027
cl_2037,Kharadi,Pune,2,High,0.0,0,0,18.542672365406,73.88088578121118
cl_2038,Civil Lines,Nagpur,1,Medium,0.0,0,0,21.157625360240733,79.0953984756539
cl_2039,Lucknow,Lucknow,0,Low,0.0,0,0,19.99605665927216,77.9910518328969
cl_2040,Banjara Hills,Hyderabad,0,Low,0.0,0,0,17.416946927357813,78.43513337014805
cl_2041,Kukatpally,Hyderabad,0,Low,0.0,0,0,17.372117875775505,78.38036445575347
cl_2042,Kolkata,Kolkata,0,Low,0.0,0,0,19.999838090946977,78.00096803909263
cl_2043,Koradi Road,Nagpur,0,Low,0.0,0,0,21.17638278828917,79.07454661271547
cl_2044,Ahmedabad,Ahmedabad,1,Medium,0.0,0,0,20.009517013338527,78.00318930857465
cl_2045,Kharadi,Pune,1,Medium,0.0,0,0,18.535031507182342,73.8973109307079
cl_2046,Hitech City,Hyderabad,0,Low,0.0,0,0,17.382354464286955,78.48513106939745
cl_2047,Jaipur,Jaipur,0,Low,0.0,0,0,20.002701815007907,78.00591101171837
cl_2048,Hadapsar,Pune,2,High,0.0,0,0,18.48535210234048,73.81573149870158
cl_2049,Kolkata,Kolkata,0,Low,0.0,0,0,20.001187051466065,77.99076603563856
cl_2050,Miyapur,Hyderabad,0,Low,0.0,0,0,17.492464994399462,78.39876223070905
cl_2051,Pashan,Pune,1,Medium,0.0,0,0,18.569763533501032,73.84852257879739
cl_2052,Lucknow,Lucknow,0,Low,0.0,0,0,19.99400179023087,78.00777557079307
cl_2053,Sitabuldi,Nagpur,1,Medium,0.0,0,0,21.153002138244297,79.09328177511712
cl_2054,Jaipur,Jaipur,1,Medium,0.0,0,0,20.00660683780122,77.99629762094432
cl_2055,Connaught Place,Delhi,0,Low,0.0,0,0,28.63246367939493,77.22555220302208
cl_2056,Kolkata,Kolkata,0,Low,0.0,0,0,19.99367568746405,77.9974090277692
cl_2057,Jaipur,Jaipur,0,Low,0.0,0,0,20.000611967092023,77.99534466461655
cl_2058,Jaipur,Jaipur,0,Low,0.0,0,0,20.00675717237783,77.99432538893852
cl_2059,Kolkata,Kolkata,1,Medium,0.0,0,0,19.99096874093644,78.00957520336677
cl_2060,Kukatpally,Hyderabad,0,Low,0.0,0,0,17.381572049749963,78.38739268216337
cl_2061,Whitefield,Bengaluru,0,Low,0.0,0,0,12.966392291485109,77.63217725812139
cl_2062,Manyata Tech Park,Bengaluru,1,Medium,0.0,0,0,13.026493828626004,77.62481352207257
cl_2063,Dwarka,Delhi,0,Low,0.0,0,0,28.59549565506504,77.05092538996293
cl_2064,Chennai,Chennai,0,Low,0.0,0,0,20.00941945925289,77.999710626482
cl_2065,Jaipur,Jaipur,0,Low,0.0,0,0,19.991985512006824,78.00384792535338
cl_2066,Chennai,Chennai,0,Low,0.0,0,0,20.007684297844577,77.99797894877993
cl_2067,Jaipur,Jaipur,0,Low,0.0,0,0,19.99899173641157,77.99268328922344
cl_2068,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.008166572977707,78.00972156933786
cl_2069,Jaipur,Jaipur,0,Low,0.0,0,0,20.00339932605562,78.00008708531972
cl_2070,Bajaj Nagar,Nagpur,1,Medium,0.0,0,0,21.105480759914663,79.11344692408676
cl_2071,Banjara Hills,Hyderabad,0,Low,0.0,0,0,17.416370976741177,78.44946144565499
cl_2072,Kharadi,Pune,1,Medium,0.0,0,0,18.542985600957877,73.8923332200166
cl_2073,Chennai,Chennai,0,Low,0.0,0,0,20.00199797445751,78.00395942427006
cl_2074,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00965352441648,77.99840047038677
cl_2075,Silk Board,Bengaluru,0,Low,0.0,0,0,12.97601248592225,77.59449474230263
cl_2076,Thane GB Road,Mumbai,1,Medium,0.0,0,0,19.20827831347468,72.9640154234306
cl_2077,Bavdhan,Pune,2,High,0.0,0,0,18.56598753458767,73.77150938068102
cl_2078,Khapri,Nagpur,0,Low,0.0,0,0,21.195375318207475,79.08800276087676
cl_2079,Bhopal,Bhopal,0,Low,0.0,0,0,19.99218014201696,78.0098370932634
cl_2080,Kukatpally,Hyderabad,0,Low,0.0,0,0,17.370670500539312,78.3704489395629
cl_2081,Hebbal Flyover,Bengaluru,0,Low,0.0,0,0,13.028849273962445,77.59698174859416
cl_2082,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.008460770594542,78.00127560078084
cl_2083,Bandra-Worli,Mumbai,2,High,0.0,0,0,19.08532396843974,72.86967797911213
cl_2084,Kolkata,Kolkata,0,Low,0.0,0,0,19.99908837722681,77.99523656184022
cl_2085,Chennai,Chennai,0,Low,0.0,0,0,19.99583150391155,78.00968584391083
cl_2086,Jaipur,Jaipur,0,Low,0.0,0,0,19.996847746915112,77.99727455131256
cl_2087,Lucknow,Lucknow,0,Low,0.0,0,0,20.004334434549385,77.99934796254215
cl_2088,Jaripatka,Nagpur,0,Low,0.0,0,0,21.074564692651144,79.08247024106325
cl_2089,Jaipur,Jaipur,0,Low,0.0,0,0,20.007114677731437,77.99887896955389
cl_2090,Hitech City,Hyderabad,1,Medium,0.0,0,0,17.39037989176751,78.48812736554821
cl_2091,Electronic City,Bengaluru,0,Low,0.0,0,0,12.891314247370593,77.58217672985953
cl_2092,Jaipur,Jaipur,0,Low,0.0,0,0,20.002093894335307,77.9920121758311
cl_2093,Gachibowli ORR,Hyderabad,0,Low,0.0,0,0,17.44952037418598,78.34691941406938
cl_2094,Katraj,Pune,1,Medium,0.0,0,0,18.49997424282556,73.86848301251348
cl_2095,Lucknow,Lucknow,0,Low,0.0,0,0,20.008006783755985,78.00774245388746
cl_2096,Lucknow,Lucknow,0,Low,0.0,0,0,19.99388869599832,77.99153421860142
cl_2097,Goregaon,Mumbai,2,High,0.0,0,0,19.12412961357303,72.88751216630038
cl_2098,Uppal,Hyderabad,0,Low,0.0,0,0,17.478469109569268,78.56331527540627
cl_2099,Chennai,Chennai,0,Low,0.0,0,0,19.99710256525562,77.99210828263668
cl_2100,Bhopal,Bhopal,0,Low,0.0,0,0,20.009744836715665,77.99784422735185
cl_2101,Miyapur,Hyderabad,0,Low,0.0,0,0,17.496488517912375,78.39042023789769
cl_2102,Marine Drive,Mumbai,2,High,0.0,0,0,18.95672720966269,72.82581040293167
cl_2103,India Gate Area,Delhi,0,Low,0.0,0,0,28.620172336405847,77.22000962511179
cl_2104,Chennai,Chennai,0,Low,0.0,0,0,20.00150511681717,77.99570189348049
cl_2105,Khapri,Nagpur,0,Low,0.0,0,0,21.1993818245012,79.09699025058198
cl_2106,Jaipur,Jaipur,0,Low,0.0,0,0,20.00426059103612,77.99129605142763
cl_2107,Electronic City,Bengaluru,0,Low,0.0,0,0,12.898125880440285,77.58365021630338
cl_2108,Chennai,Chennai,0,Low,0.0,0,0,20.00140119126563,78.00277371603784
cl_2109,Kolkata,Kolkata,0,Low,0.0,0,0,20.004673194036677,77.99562844285346
cl_2110,Silk Board,Bengaluru,0,Low,0.0,0,0,12.962086943748758,77.5964726179988
cl_2111,Ahmedabad,Ahmedabad,1,Medium,0.0,0,0,20.0094069853428,77.99818456439503
cl_2112,Gittikhadan,Nagpur,0,Low,0.0,0,0,21.134609453835893,79.12394591854266
cl_2113,Shivajinagar,Pune,2,High,0.0,0,0,18.516856163046693,73.83727690078408
cl_2114,Thane GB Road,Mumbai,2,High,0.0,0,0,19.200123082574056,72.96469576174275
cl_2115,Bhopal,Bhopal,0,Low,0.0,0,0,20.009481312200823,77.99421442115643
cl_2116,Jaipur,Jaipur,0,Low,0.0,0,0,19.9955752008013,77.99502230654637
cl_2117,Katraj,Pune,2,High,0.0,0,0,18.49652140821821,73.87046403542821
cl_2118,Jaipur,Jaipur,0,Low,0.0,0,0,20.00505353259403,78.00260073030589
cl_2119,Jaipur,Jaipur,0,Low,0.0,0,0,19.991687143053127,77.9939593273178
cl_2120,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.001757015218903,77.99945078611492
cl_2121,Automotive Square,Nagpur,0,Low,0.0,0,0,21.07390506323568,79.0729031636546
cl_2122,Chennai,Chennai,0,Low,0.0,0,0,20.001315546585204,78.00467595523396
cl_2123,Dwarka,Delhi,0,Low,0.0,0,0,28.59037399064309,77.04303925374394
cl_2124,Andheri-Kurla,Mumbai,2,High,0.0,0,0,19.085532078861966,72.83166109839846
cl_2125,Chennai,Chennai,0,Low,0.0,0,0,19.991835242641628,78.00791739150935
cl_2126,Bavdhan,Pune,2,High,0.0,0,0,18.565591429339783,73.78680826234793
cl_2127,Dadar Junction,Mumbai,2,High,0.0,0,0,19.047838147475872,72.86396857011924
cl_2128,Lucknow,Lucknow,0,Low,0.0,0,0,19.99182992156049,78.00907331834622
cl_2129,Noida Expressway,Delhi,0,Low,0.0,0,0,28.52855467538584,77.38588995743821
cl_2130,Kolkata,Kolkata,0,Low,0.0,0,0,20.00106469465616,78.00132857070906
cl_2131,Khapri,Nagpur,0,Low,0.0,0,0,21.19430658171512,79.08897565319464
cl_2132,Bandra-Worli,Mumbai,2,High,0.0,0,0,19.08388966409727,72.87013438937609
cl_2133,Bhopal,Bhopal,0,Low,0.0,0,0,19.993749871763768,77.99264093612514
cl_2134,Itwari Bazaar,Nagpur,0,Low,0.0,0,0,21.10791611946272,79.08406028956996
cl_2135,Goregaon,Mumbai,2,High,0.0,0,0,19.122100237772045,72.89176087846161
cl_2136,Dharampeth,Nagpur,0,Low,0.0,0,0,21.14735090693469,79.09357076199548
cl_2137,Mehdipatnam,Hyderabad,0,Low,0.0,0,0,17.332103212118156,78.42044603609257
cl_2138,Lucknow,Lucknow,0,Low,0.0,0,0,19.99802483351441,78.00770794248453
cl_2139,Lower Parel,Mumbai,1,Medium,0.0,0,0,19.023906329835928,72.85891401284273
cl_2140,Hinjewadi,Pune,2,High,0.0,0,0,18.5116885302102,73.8526318620508
cl_2141,Lucknow,Lucknow,0,Low,0.0,0,0,20.00622900939719,78.00375854971097
cl_2142,Lucknow,Lucknow,0,Low,0.0,0,0,19.993017371421463,77.99396221018111
cl_2143,Kolkata,Kolkata,0,Low,0.0,0,0,20.000919791762257,78.00814961635709
cl_2144,Koramangala,Bengaluru,0,Low,0.0,0,0,12.93761168836114,77.61606645638142
cl_2145,Borivali,Mumbai,2,High,0.0,0,0,19.14339146186872,72.84797922060605
cl_2146,Indiranagar,Bengaluru,0,Low,0.0,0,0,12.97688702637384,77.56669893618891
cl_2147,Whitefield,Bengaluru,0,Low,0.0,0,0,12.97678427212876,77.64583311227774
cl_2148,Kdk Road,Nagpur,0,Low,0.0,0,0,21.18037121118674,79.06475244021874
cl_2149,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00822596948736,77.99613070731586
cl_2150,Silk Board,Bengaluru,0,Low,0.0,0,0,12.970906780037971,77.59616566671646
cl_2151,Lucknow,Lucknow,0,Low,0.0,0,0,19.998181413174496,78.00529578973668
cl_2152,Bavdhan,Pune,2,High,0.0,0,0,18.5644195399623,73.77173497149096
cl_2153,Kolkata,Kolkata,0,Low,0.0,0,0,19.996889164426847,78.00347929887198
cl_2154,Bhopal,Bhopal,0,Low,0.0,0,0,19.996876191096312,77.99242084045419
cl_2155,Kukatpally,Hyderabad,0,Low,0.0,0,0,17.38208836827703,78.3744718610568
cl_2156,Connaught Place,Delhi,0,Low,0.0,0,0,28.62568665563285,77.2150429346571
cl_2157,Chembur,Mumbai,2,High,0.0,0,0,19.051707686214147,72.91902846171125
cl_2158,Borivali,Mumbai,2,High,0.0,0,0,19.14980166426486,72.83510143497298
cl_2159,Nariman Point,Mumbai,2,High,0.0,0,0,18.997961461425948,72.83318324485117
cl_2160,Mehdipatnam,Hyderabad,0,Low,0.0,0,0,17.339862338797715,78.42195695742878
cl_2161,Kolkata,Kolkata,0,Low,0.0,0,0,20.002962387135632,77.99657870753194
cl_2162,Lucknow,Lucknow,0,Low,0.0,0,0,20.0089284400592,78.00552565174912
cl_2163,Pratap Nagar,Nagpur,0,Low,0.0,0,0,21.13858344801903,79.04558876803304
cl_2164,Wardha Road,Nagpur,0,Low,0.0,0,0,21.120075817902347,79.07305388825921
cl_2165,Laxmi Nagar,Delhi,0,Low,0.0,0,0,28.63614663549796,77.28919624721738
cl_2166,Chennai,Chennai,0,Low,0.0,0,0,20.00721266321945,77.99544717540645
cl_2167,Greater Noida,Delhi,0,Low,0.0,0,0,28.47532393261643,77.51517166564159
cl_2168,Itwari Bazaar,Nagpur,0,Low,0.0,0,0,21.100067354733127,79.08468294790956
cl_2169,Chennai,Chennai,0,Low,0.0,0,0,20.000480185212677,78.00553397727806
cl_2170,Lucknow,Lucknow,0,Low,0.0,0,0,19.993632216656053,78.00803558082026
cl_2171,Pashan,Pune,2,High,0.0,0,0,18.57742897136348,73.83674767881494
cl_2172,Kolkata,Kolkata,0,Low,0.0,0,0,19.998810104933156,77.99811749995065
cl_2173,Bhopal,Bhopal,0,Low,0.0,0,0,19.9978639766254,77.99033405235178
cl_2174,India Gate Area,Delhi,0,Low,0.0,0,0,28.61232505499688,77.22540444271527
cl_2175,Itwari Bazaar,Nagpur,0,Low,0.0,0,0,21.11484828947393,79.09214654955392
cl_2176,Lucknow,Lucknow,1,Medium,0.0,0,0,20.005632836945644,78.00705199103889
cl_2177,Jaipur,Jaipur,0,Low,0.0,0,0,19.999713637598667,77.99966551109469
cl_2178,Kolkata,Kolkata,0,Low,0.0,0,0,20.0096361127672,78.0061811517376
cl_2179,Sonegaon,Nagpur,0,Low,0.0,0,0,21.11742164570623,79.0435018207712
cl_2180,Kolkata,Kolkata,0,Low,0.0,0,0,20.00168171108338,78.00491770621014
cl_2181,Lucknow,Lucknow,0,Low,0.0,0,0,19.995050897964845,78.00654429281491
cl_2182,Chembur,Mumbai,2,High,0.0,0,0,19.068992813914765,72.92218622501034
cl_2183,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00897162250457,78.00675047585547
cl_2184,Bhopal,Bhopal,0,Low,0.0,0,0,20.001234175919343,77.99415259492265
cl_2185,Jaipur,Jaipur,0,Low,0.0,0,0,19.999730220355467,77.99060630273488
cl_2186,Pitampura,Delhi,0,Low,0.0,0,0,28.70462074476715,77.09699065457237
cl_2187,Basavanagudi,Bengaluru,0,Low,0.0,0,0,12.940766955007222,77.5415926224889
cl_2188,Saket,Delhi,0,Low,0.0,0,0,28.576521198845747,77.20186391586834
cl_2189,Kolkata,Kolkata,0,Low,0.0,0,0,19.99787476449656,77.9975641155368
cl_2190,Chennai,Chennai,1,Medium,0.0,0,0,19.99281107056319,77.99511263633289
cl_2191,LB Nagar,Hyderabad,0,Low,0.0,0,0,17.32203985794536,78.48644194480087
cl_2192,Lucknow,Lucknow,1,Medium,0.0,0,0,20.00726997754318,78.00612207245051
cl_2193,Mankapur,Nagpur,1,Medium,0.0,0,0,21.16970472772677,79.02036912357424
cl_2194,Bhopal,Bhopal,0,Low,0.0,0,0,19.99191422725085,78.0089358760092
cl_2195,Uppal,Hyderabad,0,Low,0.0,0,0,17.473455226274858,78.55122362801201
cl_2196,Bhopal,Bhopal,0,Low,0.0,0,0,19.99776735367509,77.99050216375196
cl_2197,LB Nagar,Hyderabad,0,Low,0.0,0,0,17.31485896059906,78.48160902705385
cl_2198,Noida Expressway,Delhi,0,Low,0.0,0,0,28.53707997999276,77.39136864492276
cl_2199,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.003386286544707,78.00357829432882
cl_2200,Chennai,Chennai,0,Low,0.0,0,0,20.009630221376277,78.00812519194587
cl_2201,Koradi Road,Nagpur,0,Low,0.0,0,0,21.17588852632872,79.08649387805106
cl_2202,Silk Board,Bengaluru,1,Medium,0.0,0,0,12.96889570132172,77.60010934922549
cl_2203,Dadar Junction,Mumbai,2,High,0.0,0,0,19.044144973311564,72.86087416086316
cl_2204,Katraj,Pune,2,High,0.0,0,0,18.497551001416348,73.87391467232523
cl_2205,Connaught Place,Delhi,0,Low,0.0,0,0,28.63581455594204,77.20822613883466
cl_2206,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.99092974554396,77.99209464977015
cl_2207,Kolkata,Kolkata,0,Low,0.0,0,0,20.00456460376385,78.00266461127833
cl_2208,Electronic City,Bengaluru,0,Low,0.0,0,0,12.88085966744096,77.5800891782774
cl_2209,Banjara Hills,Hyderabad,0,Low,0.0,0,0,17.414178042825434,78.4423212904385
cl_2210,Bhopal,Bhopal,0,Low,0.0,0,0,20.009133139882252,78.00370314259055
cl_2211,Jaipur,Jaipur,0,Low,0.0,0,0,20.004041753393373,77.99463330880702
cl_2212,Miyapur,Hyderabad,0,Low,0.0,0,0,17.491704951127442,78.39304482280197
cl_2213,Kolkata,Kolkata,0,Low,0.0,0,0,20.002137535339585,77.99621723881778
cl_2214,Lucknow,Lucknow,0,Low,0.0,0,0,20.006592552300177,77.99747854219204
cl_2215,Chennai,Chennai,0,Low,0.0,0,0,20.002882674037757,78.00535267682338
cl_2216,Lucknow,Lucknow,0,Low,0.0,0,0,19.99689139316778,78.00369449922874
cl_2217,Dwarka,Delhi,0,Low,0.0,0,0,28.59940760849865,77.0515137574874
cl_2218,Gachibowli ORR,Hyderabad,1,Medium,0.0,0,0,17.44804217349012,78.34321177993627
cl_2219,Bhopal,Bhopal,0,Low,0.0,0,0,19.990483619213705,78.00438466116039
cl_2220,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00723102523754,77.99374491368795
cl_2221,Aundh,Pune,2,High,0.0,0,0,18.56438314180509,73.8170670216979
cl_2222,Chennai,Chennai,0,Low,0.0,0,0,20.0025235919407,77.99654180675851
cl_2223,Kdk Road,Nagpur,0,Low,0.0,0,0,21.190715497698346,79.0546974610085
cl_2224,Uppal,Hyderabad,0,Low,0.0,0,0,17.462157675845503,78.55847835253182
cl_2225,Secunderabad,Hyderabad,0,Low,0.0,0,0,17.463045496826663,78.5288130896993
cl_2226,Jaipur,Jaipur,0,Low,0.0,0,0,20.00666129359464,77.99192222843783
cl_2227,Kolkata,Kolkata,0,Low,0.0,0,0,19.991937855572257,78.0023543855196
cl_2228,Chennai,Chennai,0,Low,0.0,0,0,20.00757139539493,77.99640493443903
cl_2229,Chennai,Chennai,0,Low,0.0,0,0,20.000761589281822,78.00092309295715
cl_2230,Jaipur,Jaipur,0,Low,0.0,0,0,20.004152081249703,77.99934754049457
cl_2231,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00697768089496,78.00864331009309
cl_2232,Jaipur,Jaipur,0,Low,0.0,0,0,19.991768931903398,78.00218750225615
cl_2233,Bhopal,Bhopal,0,Low,0.0,0,0,20.001997401420287,77.99700289492624
cl_2234,Jaipur,Jaipur,0,Low,0.0,0,0,20.00317281933976,78.00304165393742
cl_2235,Kolkata,Kolkata,0,Low,0.0,0,0,20.00032170151187,78.00072068240326
cl_2236,Kolkata,Kolkata,0,Low,0.0,0,0,20.002754692086874,77.99045008098416
cl_2237,Wardha Road,Nagpur,0,Low,0.0,0,0,21.110489826009008,79.07875142254639
cl_2238,Manyata Tech Park,Bengaluru,0,Low,0.0,0,0,13.012708393778368,77.63822407086863
cl_2239,Lucknow,Lucknow,0,Low,0.0,0,0,19.99916157236492,77.99485632076154
cl_2240,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.990287179920077,77.9952831311359
cl_2241,Bandra-Worli,Mumbai,2,High,0.0,0,0,19.08055335845906,72.87394091187996
cl_2242,Jaipur,Jaipur,0,Low,0.0,0,0,19.991075015392266,77.99686809008604
cl_2243,Manyata Tech Park,Bengaluru,1,Medium,0.0,0,0,13.023982994602823,77.62743755236792
cl_2244,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00233680909101,77.99651384674964
cl_2245,Lower Parel,Mumbai,2,High,0.0,0,0,19.020942724583115,72.84921567414618
cl_2246,Pitampura,Delhi,0,Low,0.0,0,0,28.70671731038477,77.10751099277735
cl_2247,Bhopal,Bhopal,0,Low,0.0,0,0,19.99585828769044,77.99162588965736
cl_2248,Chennai,Chennai,0,Low,0.0,0,0,19.99124233545958,78.00813363010111
cl_2249,Jaipur,Jaipur,0,Low,0.0,0,0,20.007336406291977,77.99218391266186
cl_2250,Bhopal,Bhopal,0,Low,0.0,0,0,19.99999884368145,78.0083412650379
cl_2251,Nariman Point,Mumbai,2,High,0.0,0,0,18.990493269971548,72.82148534522123
cl_2252,Mankapur,Nagpur,0,Low,0.0,0,0,21.16306922728394,79.02358456426747
cl_2253,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.99087113697279,78.0046044316507
cl_2254,Basavanagudi,Bengaluru,0,Low,0.0,0,0,12.955276866764663,77.55789739520503
cl_2255,Karol Bagh,Delhi,0,Low,0.0,0,0,28.647154199987924,77.22479722641545
cl_2256,Uppal,Hyderabad,0,Low,0.0,0,0,17.477270270413296,78.5540487766128
cl_2257,Pratap Nagar,Nagpur,0,Low,0.0,0,0,21.13324748600713,79.05677548012014
cl_2258,Mehdipatnam,Hyderabad,0,Low,0.0,0,0,17.335041149294412,78.41036286146361
cl_2259,Chennai,Chennai,1,Medium,0.0,0,0,19.99602443709702,78.0043748101811
cl_2260,Hingna Industrial,Nagpur,0,Low,0.0,0,0,21.09291285250504,79.06476486974874
cl_2261,Lower Parel,Mumbai,2,High,0.0,0,0,19.0167661497544,72.84191765453131
cl_2262,Banjara Hills,Hyderabad,0,Low,0.0,0,0,17.419330246433354,78.44720848181785
cl_2263,Kolkata,Kolkata,0,Low,0.0,0,0,19.9924396189632,78.00939225350832
cl_2264,Kolkata,Kolkata,0,Low,0.0,0,0,20.004525641462397,77.99364609624314
cl_2265,Whitefield,Bengaluru,0,Low,0.0,0,0,12.966757027000396,77.649887827937
cl_2266,Nariman Point,Mumbai,2,High,0.0,0,0,18.988855504643222,72.82052565537727
cl_2267,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.993935015925626,77.99684012018932
cl_2268,Saket,Delhi,0,Low,0.0,0,0,28.56717533804466,77.2198259911217
cl_2269,Kolkata,Kolkata,0,Low,0.0,0,0,20.004863091054524,77.99195948172643
cl_2270,Jaipur,Jaipur,0,Low,0.0,0,0,20.006035285239687,78.00335982333225
cl_2271,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.99530616297568,77.99098708610818
cl_2272,Lucknow,Lucknow,0,Low,0.0,0,0,20.0095663473618,78.00267843411373
cl_2273,India Gate Area,Delhi,0,Low,0.0,0,0,28.60794916806378,77.23720701152536
cl_2274,Lucknow,Lucknow,0,Low,0.0,0,0,20.0025213774544,77.99762671772994
cl_2275,Hebbal Flyover,Bengaluru,0,Low,0.0,0,0,13.040427440406273,77.59443839001531
cl_2276,Lucknow,Lucknow,0,Low,0.0,0,0,20.006799073339344,77.99586876644454
cl_2277,Bandra-Worli,Mumbai,2,High,0.0,0,0,19.06618665689484,72.86876329260534
cl_2278,Jaipur,Jaipur,0,Low,0.0,0,0,19.99531669746628,77.99263180225064
cl_2279,Kolkata,Kolkata,1,Medium,0.0,0,0,19.993856161425,77.99223724559482
cl_2280,Chennai,Chennai,1,Medium,0.0,0,0,19.99291251257165,77.99877423154489
cl_2281,Bhopal,Bhopal,0,Low,0.0,0,0,19.99469578987472,77.9907795231192
cl_2282,Khapri,Nagpur,0,Low,0.0,0,0,21.201744626780705,79.09323531369877
cl_2283,Chembur,Mumbai,2,High,0.0,0,0,19.05852745536873,72.92289550575222
cl_2284,Dwarka,Delhi,0,Low,0.0,0,0,28.58038460191129,77.04852133892368
cl_2285,Kolkata,Kolkata,0,Low,0.0,0,0,20.004847952986054,77.99194174796244
cl_2286,Kolkata,Kolkata,0,Low,0.0,0,0,20.00685311211256,77.99802342773347
cl_2287,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00514819657981,77.99041276868799
cl_2288,Chennai,Chennai,0,Low,0.0,0,0,19.99073835974034,78.00662956624053
cl_2289,Sonegaon,Nagpur,0,Low,0.0,0,0,21.1299761698079,79.04549672783428
cl_2290,Whitefield,Bengaluru,0,Low,0.0,0,0,12.977547325273845,77.63420988744691
cl_2291,Jaipur,Jaipur,0,Low,0.0,0,0,19.993765502844116,77.9998741336672
cl_2292,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.998490010275795,77.99582274922061
cl_2293,Chennai,Chennai,0,Low,0.0,0,0,19.99341560573231,77.99916387655522
cl_2294,Bhopal,Bhopal,0,Low,0.0,0,0,19.99928076346926,77.99978130976919
cl_2295,Jaipur,Jaipur,0,Low,0.0,0,0,19.99149784452232,78.00917220780951
cl_2296,Lower Parel,Mumbai,2,High,0.0,0,0,19.01999379979108,72.85702851247716
cl_2297,Chennai,Chennai,0,Low,0.0,0,0,20.00753647902705,78.00926778794279
cl_2298,Jaipur,Jaipur,0,Low,0.0,0,0,20.00938319054927,77.99123874552728
cl_2299,Kolkata,Kolkata,0,Low,0.0,0,0,19.999744038810917,78.00873667252007
cl_2300,Marine Drive,Mumbai,2,High,0.0,0,0,18.9463468510666,72.82771223211611
cl_2301,Kolkata,Kolkata,1,Medium,0.0,0,0,19.99465124143381,78.00148522564032
cl_2302,Dwarka,Delhi,0,Low,0.0,0,0,28.59374663182436,77.05419349892321
cl_2303,Hadapsar,Pune,2,High,0.0,0,0,18.49922794315796,73.8285980728263
cl_2304,Gachibowli ORR,Hyderabad,0,Low,0.0,0,0,17.447670939169836,78.33847270215419
cl_2305,Dwarka,Delhi,0,Low,0.0,0,0,28.594998070198105,77.0496832407706
cl_2306,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.998314865635155,77.99128780136127
cl_2307,Jaipur,Jaipur,0,Low,0.0,0,0,20.00740810288674,77.99782030180536
cl_2308,Kharadi,Pune,2,High,0.0,0,0,18.532528081453755,73.8904057218506
cl_2309,Jaipur,Jaipur,0,Low,0.0,0,0,20.006260906404982,78.00543018734925
cl_2310,Borivali,Mumbai,2,High,0.0,0,0,19.1447372508644,72.84313405086077
cl_2311,Lower Parel,Mumbai,2,High,0.0,0,0,19.0201011646194,72.84770180415697
cl_2312,Lucknow,Lucknow,0,Low,0.0,0,0,20.00166005561052,78.00378335008953
cl_2313,Kolkata,Kolkata,0,Low,0.0,0,0,20.00448023630528,78.00255673909487
cl_2314,Jaipur,Jaipur,0,Low,0.0,0,0,19.99682754604358,77.99813272880354
