violation_id,violation_type,fine_amount,severity,accident_involved,average_speed,violation_date,violation_time,hour,day_name,month,year,time_period,is_weekend,driver_id,driver_age,age_group,driver_gender,license_type,previous_violations,offender_type,vehicle_id,vehicle_type,vehicle_brand,vehicle_age,fuel_type,city_name,state_name,area_name,road_type,latitude,longitude,risk_zone
V002719,Overspeeding,1593.73,Low,False,5.3,2024-11-24,15:37:00,15,Sunday,11,2024,Afternoon,True,D00479,67,51+,Male,LMV,0,First-time,VH06519,SUV,Honda,2,Diesel,Ahmedabad,Gujarat,Ahmedabad,Intersection,19.99945597819055,78.00101325619724,Medium
V002720,Overspeeding,1139.05,Medium,False,58.8,2024-02-19,03:36:00,3,Monday,2,2024,Night,False,D03437,50,36-50,Male,MCWG,3,Repeat,VH00011,Auto,Piaggio,5,Diesel,Delhi,Delhi,Greater Noida,Highway,28.47369732950048,77.5199477447017,Medium
V002721,Signal Jumping,594.96,High,False,24.7,2024-05-10,13:06:00,13,Friday,5,2024,Afternoon,False,D01087,31,26-35,Male,LMV,0,First-time,VH05273,Car,Honda,0,Diesel,Mumbai,Maharashtra,Dadar Junction,Intersection,19.042555124149786,72.85114912123255,High
V002722,Using Mobile,963.3,Low,False,96.9,2025-02-12,15:46:00,15,Wednesday,2,2025,Afternoon,False,D02787,64,51+,Male,MCWG,5,Habitual,VH03307,Truck,BharatBenz,7,Petrol,Mumbai,Maharashtra,Thane GB Road,Highway,19.195900365516106,72.97014175448119,Medium
V002723,Illegal Parking,142.6,Medium,False,40.4,2024-12-13,06:43:00,6,Friday,12,2024,Morning,False,D00908,47,36-50,Male,LMV-NT,5,Habitual,VH02824,SUV,Tata,7,EV,Chennai,Tamil Nadu,Chennai,Arterial,19.993002242270187,78.00407312123038,High
V002724,Signal Jumping,805.76,High,False,26.6,2025-01-28,06:41:00,6,Tuesday,1,2025,Morning,False,D00784,42,36-50,Male,MCWOG,0,First-time,VH04194,Car,Maruti Suzuki,13,Petrol,Chennai,Tamil Nadu,Chennai,Intersection,19.993118846844038,78.00986788065488,High
V002725,Signal Jumping,876.71,High,False,8.0,2024-03-30,04:51:00,4,Saturday,3,2024,Night,True,D00639,61,51+,Female,HMV,1,Repeat,VH03844,Bike,KTM,6,Petrol,Bhopal,Madhya Pradesh,Bhopal,Intersection,20.001500874715052,77.99144774103058,High
V002726,Illegal Parking,471.18,Medium,False,37.7,2025-03-23,23:24:00,23,Sunday,3,2025,Night,True,D01117,48,36-50,Male,LMV,0,First-time,VH00354,Truck,Eicher,14,Petrol,Bengaluru,Karnataka,JP Nagar,Residential,12.904563093528907,77.56950346818071,High
V002727,Signal Jumping,905.09,Critical,False,66.1,2025-01-24,11:55:00,11,Friday,1,2025,Morning,False,D01058,39,36-50,Female,MCWG,8,Habitual,VH01893,Car,Maruti Suzuki,4,EV,Kolkata,West Bengal,Kolkata,Rural,20.009358166897243,77.99900206611925,Critical
V002728,Signal Jumping,542.24,High,False,33.0,2025-12-11,11:58:00,11,Thursday,12,2025,Morning,False,D01325,30,26-35,Male,LMV,1,Repeat,VH03621,SUV,Tata,2,Petrol,Chennai,Tamil Nadu,Chennai,Residential,20.005039170063228,77.99017432940579,High
V002729,Wrong Side Driving,387.98,Medium,False,61.7,2025-03-15,20:16:00,20,Saturday,3,2025,Evening,True,D00638,48,36-50,Male,No License,3,Repeat,VH00329,Truck,Tata,15,Diesel,Lucknow,Uttar Pradesh,Lucknow,Rural,20.00225104687637,77.99229454964859,High
V002730,Overspeeding,1828.05,Low,False,55.9,2024-11-14,18:21:00,18,Thursday,11,2024,Evening,False,D04893,20,18-25,Male,LMV,0,First-time,VH02936,Auto,Piaggio,2,Diesel,Bengaluru,Karnataka,Manyata Tech Park,Arterial,13.01421119205239,77.63371289918317,Low
V002731,No Seatbelt,206.53,Low,False,33.6,2024-07-06,23:38:00,23,Saturday,7,2024,Night,True,D03570,54,51+,Male,LMV-NT,0,First-time,VH02924,Auto,TVS,0,CNG,Mumbai,Maharashtra,Nariman Point,Commercial,18.98925302423136,72.83588703578694,Medium
V002732,Wrong Side Driving,596.59,Critical,False,50.5,2025-08-03,03:16:00,3,Sunday,8,2025,Night,True,D02144,53,51+,Male,No License,2,Repeat,VH04768,SUV,Hyundai,10,Diesel,Bengaluru,Karnataka,Whitefield,Arterial,12.974067881506747,77.64941093070375,Critical
V002733,No Helmet,958.82,Medium,False,21.7,2025-04-21,17:43:00,17,Monday,4,2025,Evening,False,D02475,69,51+,Male,No License,0,First-time,VH04390,Truck,BharatBenz,8,EV,Pune,Maharashtra,Swargate,Intersection,18.527075327623674,73.84110205000417,High
V002734,Triple Riding,341.7,Medium,False,17.6,2024-03-23,22:16:00,22,Saturday,3,2024,Night,True,D00455,39,36-50,Male,HMV,1,Repeat,VH03930,Truck,Mahindra,2,Diesel,Chennai,Tamil Nadu,Chennai,Market,19.99128431308559,77.9940596240445,High
V002735,Signal Jumping,557.63,Medium,False,50.6,2024-10-15,21:25:00,21,Tuesday,10,2024,Night,False,D04679,68,51+,Female,HMV,1,Repeat,VH06376,Car,Tata,8,Diesel,Pune,Maharashtra,Bavdhan,Arterial,18.552235724603527,73.77415997914098,Low
V002736,Triple Riding,568.69,High,False,15.8,2024-03-02,19:43:00,19,Saturday,3,2024,Evening,True,D03923,31,26-35,Male,LMV-NT,1,Repeat,VH02816,Car,Hyundai,8,CNG,Nagpur,Maharashtra,Bajaj Nagar,Residential,21.11437108262587,79.113955057593,High
V002737,Triple Riding,946.1,High,False,81.0,2025-08-19,06:35:00,6,Tuesday,8,2025,Morning,False,D01936,58,51+,Male,No License,3,Repeat,VH05099,Bike,TVS,6,EV,Lucknow,Uttar Pradesh,Lucknow,Highway,20.00000725124827,78.00064441452005,High
V002738,Overspeeding,1265.12,Medium,False,25.3,2024-04-06,21:05:00,21,Saturday,4,2024,Night,True,D03217,40,36-50,Male,MCWG,0,First-time,VH07586,Bike,KTM,13,Petrol,Hyderabad,Telangana,LB Nagar,Arterial,17.3132411382608,78.47924080057078,High
V002739,Signal Jumping,934.25,Low,False,59.5,2024-10-02,11:26:00,11,Wednesday,10,2024,Morning,False,D00571,37,36-50,Male,HMV,3,Repeat,VH02426,Car,Tata,14,Diesel,Mumbai,Maharashtra,Goregaon,Arterial,19.115191825238604,72.89499184224195,Low
V002740,Signal Jumping,569.9,High,False,32.2,2024-05-08,20:09:00,20,Wednesday,5,2024,Evening,False,D01050,23,18-25,Male,MCWOG,3,Repeat,VH07962,Bike,KTM,9,Petrol,Jaipur,Rajasthan,Jaipur,Intersection,19.991073357009835,77.99715782998145,High
V002741,Overspeeding,1152.01,Medium,False,56.9,2024-01-25,18:44:00,18,Thursday,1,2024,Evening,False,D04851,32,26-35,Male,LMV,0,First-time,VH03594,Car,Mahindra,9,CNG,Lucknow,Uttar Pradesh,Lucknow,Arterial,19.99091255930366,78.00597445740044,High
V002742,Overspeeding,1289.52,Medium,True,18.7,2025-12-25,13:28:00,13,Thursday,12,2025,Afternoon,False,D02406,42,36-50,Male,LMV-NT,0,First-time,VH04755,Car,Mahindra,15,Diesel,Chennai,Tamil Nadu,Chennai,Market,20.003172054202782,77.99370574747999,High
V002743,Wrong Side Driving,432.23,Low,False,8.5,2025-01-07,10:58:00,10,Tuesday,1,2025,Morning,False,D04764,31,26-35,Male,No License,0,First-time,VH01824,Truck,Ashok Leyland,13,EV,Lucknow,Uttar Pradesh,Lucknow,Intersection,19.99930018545114,77.99852381042773,High
V002744,Signal Jumping,559.76,Medium,False,33.6,2025-06-11,05:11:00,5,Wednesday,6,2025,Night,False,D02843,35,26-35,Female,MCWG,3,Repeat,VH03072,Bike,KTM,15,Petrol,Hyderabad,Telangana,Kukatpally,Residential,17.37640534475158,78.37454197170774,Low
V002745,No Seatbelt,200.64,High,False,49.4,2024-11-28,11:20:00,11,Thursday,11,2024,Morning,False,D00441,53,51+,Male,HMV,0,First-time,VH03790,Bus,Ashok Leyland,0,Diesel,Chennai,Tamil Nadu,Chennai,Rural,19.99317957418394,78.00970604219445,High
V002746,Triple Riding,625.66,Critical,False,34.0,2024-06-02,23:52:00,23,Sunday,6,2024,Night,True,D02790,55,51+,Male,LMV,2,Repeat,VH07706,Car,Honda,0,Petrol,Jaipur,Rajasthan,Jaipur,Intersection,20.00537582708735,78.00774654935655,Critical
V002747,Signal Jumping,605.66,High,False,59.8,2024-11-17,05:42:00,5,Sunday,11,2024,Night,True,D01327,20,18-25,Male,MCWG,0,First-time,VH04069,SUV,Mahindra,13,CNG,Mumbai,Maharashtra,Chembur,Arterial,19.068244133332474,72.92410899209072,High
V002748,Using Mobile,1430.8,High,True,29.1,2024-02-24,05:41:00,5,Saturday,2,2024,Night,True,D04596,40,36-50,Male,MCWOG,5,Habitual,VH04200,Car,Toyota,7,CNG,Nagpur,Maharashtra,Sitabuldi,Intersection,21.15689604313423,79.08594299449489,High
V002749,Signal Jumping,932.14,Medium,False,20.1,2024-01-26,23:22:00,23,Friday,1,2024,Night,False,D02518,56,51+,Male,No License,1,Repeat,VH04092,Bike,Royal Enfield,9,Petrol,Bengaluru,Karnataka,Basavanagudi,Residential,12.95935664700038,77.54520554900263,High
V002750,No Helmet,952.96,High,False,17.2,2024-03-20,10:44:00,10,Wednesday,3,2024,Morning,False,D03261,68,51+,Male,LMV-NT,0,First-time,VH04544,Auto,Bajaj,6,Petrol,Jaipur,Rajasthan,Jaipur,Market,20.000469971937232,78.00348598182407,High
V002751,Using Mobile,1372.68,Low,False,78.3,2025-09-30,22:59:00,22,Tuesday,9,2025,Night,False,D04107,67,51+,Male,No License,0,First-time,VH02474,Truck,Tata,10,Diesel,Bengaluru,Karnataka,Electronic City,Highway,12.882771728853475,77.59758826746712,Medium
V002752,Signal Jumping,687.54,Low,False,43.9,2024-10-13,13:47:00,13,Sunday,10,2024,Afternoon,True,D03253,46,36-50,Male,LMV,3,Repeat,VH00558,Car,Hyundai,14,CNG,Kolkata,West Bengal,Kolkata,Residential,20.00306114792575,78.00411808239126,Low
V002753,Signal Jumping,747.11,Critical,False,13.6,2024-11-14,02:57:00,2,Thursday,11,2024,Night,False,D01672,26,26-35,Male,LMV-NT,1,Repeat,VH01420,Auto,Bajaj,10,Diesel,Chennai,Tamil Nadu,Chennai,Market,19.996492939902513,77.9902013647739,Critical
V002754,Overspeeding,1784.95,Critical,False,84.3,2024-07-26,22:07:00,22,Friday,7,2024,Night,False,D00670,51,51+,Male,LMV,0,First-time,VH05300,Bus,Tata,2,Diesel,Pune,Maharashtra,Hinjewadi,Highway,18.519467200841344,73.85281008308343,Critical
V002755,Overspeeding,1811.18,Medium,False,41.6,2024-04-08,18:55:00,18,Monday,4,2024,Evening,False,D04416,45,36-50,Male,MCWG,1,Repeat,VH01263,Bike,Hero,2,EV,Bengaluru,Karnataka,Basavanagudi,Residential,12.945252992340302,77.55559322468606,High
V002756,Illegal Parking,414.59,Low,False,14.0,2025-04-17,16:41:00,16,Thursday,4,2025,Afternoon,False,D02537,29,26-35,Male,HMV,0,First-time,VH05562,Truck,BharatBenz,5,EV,Nagpur,Maharashtra,Jaripatka,Market,21.06923623145532,79.09894654887502,Medium
V002757,Wrong Side Driving,738.1,High,True,105.3,2025-02-19,13:38:00,13,Wednesday,2,2025,Afternoon,False,D01930,43,36-50,Male,MCWG,3,Repeat,VH05741,Auto,Bajaj,14,Diesel,Lucknow,Uttar Pradesh,Lucknow,Highway,19.992322705644394,78.00864081912088,High
V002758,Illegal Parking,489.6,Medium,False,37.6,2024-09-03,06:52:00,6,Tuesday,9,2024,Morning,False,D00167,62,51+,Male,LMV,0,First-time,VH05638,Car,Honda,11,Diesel,Ahmedabad,Gujarat,Ahmedabad,Residential,19.99402259736574,78.00027194719304,Medium
V002759,Using Mobile,1900.05,Critical,False,37.7,2024-11-06,08:00:00,8,Wednesday,11,2024,Morning,False,D02426,53,51+,Male,MCWOG,0,First-time,VH00892,Car,Hyundai,12,EV,Chennai,Tamil Nadu,Chennai,Rural,20.003693026285674,78.00357041595603,Critical
V002760,Wrong Side Driving,643.39,Medium,False,86.3,2024-12-20,07:57:00,7,Friday,12,2024,Morning,False,D04240,23,18-25,Male,MCWOG,1,Repeat,VH01201,Bike,Royal Enfield,0,Diesel,Bengaluru,Karnataka,Electronic City,Highway,12.880227574401797,77.59366001412515,Low
V002761,Overspeeding,1552.27,Low,False,61.3,2025-05-08,23:50:00,23,Thursday,5,2025,Night,False,D01393,58,51+,Male,MCWOG,1,Repeat,VH00991,Car,Hyundai,0,Diesel,Ahmedabad,Gujarat,Ahmedabad,Rural,19.99255566753656,78.00095197962277,Medium
V002762,Overspeeding,1896.23,High,False,63.7,2024-08-10,05:45:00,5,Saturday,8,2024,Night,True,D03211,70,51+,Female,HMV,0,First-time,VH06961,SUV,Hyundai,4,Petrol,Lucknow,Uttar Pradesh,Lucknow,Highway,19.99115801118549,77.994285570913,High
V002763,Drunk Driving,4812.85,Medium,False,38.3,2025-09-01,08:34:00,8,Monday,9,2025,Morning,False,D03238,59,51+,Male,MCWG,0,First-time,VH00979,Bike,Hero,4,EV,Jaipur,Rajasthan,Jaipur,Rural,20.00203437098618,78.00134145594309,Low
V002764,Drunk Driving,2680.33,Medium,False,23.7,2024-04-23,07:41:00,7,Tuesday,4,2024,Morning,False,D02474,27,26-35,Male,HMV,2,Repeat,VH02109,Truck,Ashok Leyland,2,EV,Nagpur,Maharashtra,Jaripatka,Market,21.06893197925854,79.0830866595325,Low
V002765,Using Mobile,1703.21,Critical,False,96.3,2025-10-14,19:31:00,19,Tuesday,10,2025,Evening,False,D02074,61,51+,Male,MCWG,0,First-time,VH04220,SUV,Hyundai,14,Petrol,Bhopal,Madhya Pradesh,Bhopal,Highway,20.007193505884086,77.99729481676933,Critical
V002766,Overspeeding,1751.76,High,False,22.8,2024-05-28,23:03:00,23,Tuesday,5,2024,Night,False,D03562,32,26-35,Male,LMV,0,First-time,VH06117,SUV,Mahindra,7,CNG,Nagpur,Maharashtra,Jaripatka,Market,21.073283900228418,79.08965970259315,High
V002767,Signal Jumping,617.19,Critical,False,12.0,2024-11-20,14:53:00,14,Wednesday,11,2024,Afternoon,False,D04851,23,18-25,Male,MCWG,1,Repeat,VH07492,Car,Honda,1,Diesel,Hyderabad,Telangana,Mehdipatnam,Intersection,17.3492150418894,78.42562656695767,Critical
V002768,No Helmet,335.02,High,False,106.3,2025-01-23,03:39:00,3,Thursday,1,2025,Night,False,D04432,47,36-50,Male,MCWOG,0,First-time,VH00295,Truck,Tata,14,CNG,Nagpur,Maharashtra,Automotive Square,Highway,21.087585922416213,79.07595140734519,High
V002769,Overspeeding,1449.87,High,False,22.4,2025-03-12,03:55:00,3,Wednesday,3,2025,Night,False,D03656,38,36-50,Male,No License,0,First-time,VH02632,Car,Maruti Suzuki,15,Petrol,Hyderabad,Telangana,Charminar,Residential,17.36276122962387,78.55665887425744,High
V002770,No Helmet,772.38,Low,False,41.0,2024-02-14,13:29:00,13,Wednesday,2,2024,Afternoon,False,D03266,25,18-25,Female,No License,1,Repeat,VH04000,Bike,TVS,1,CNG,Chennai,Tamil Nadu,Chennai,Residential,20.00255770511801,78.00038732244018,High
V002771,Overspeeding,1674.51,Low,False,19.6,2025-08-12,04:14:00,4,Tuesday,8,2025,Night,False,D03931,36,36-50,Female,HMV,0,First-time,VH06598,Bike,Hero,7,Petrol,Bhopal,Madhya Pradesh,Bhopal,Market,20.00947202386266,78.00558796008231,High
V002772,Illegal Parking,474.39,Medium,False,27.6,2024-08-23,16:54:00,16,Friday,8,2024,Afternoon,False,D04680,21,18-25,Male,No License,0,First-time,VH03025,Bike,Hero,14,Diesel,Hyderabad,Telangana,Hitech City,Arterial,17.3909199223957,78.47657676744383,Medium
V002773,Wrong Side Driving,791.24,High,False,16.3,2025-09-23,17:31:00,17,Tuesday,9,2025,Evening,False,D03941,24,18-25,Female,No License,1,Repeat,VH04303,SUV,Tata,5,Diesel,Jaipur,Rajasthan,Jaipur,Market,19.990779880824974,78.00180873247136,High
V002774,Using Mobile,1366.93,Medium,False,45.2,2025-02-09,06:55:00,6,Sunday,2,2025,Morning,True,D00331,52,51+,Female,MCWOG,0,First-time,VH06295,Truck,Eicher,14,CNG,Jaipur,Rajasthan,Jaipur,Arterial,19.9944515904103,77.99127167401487,Medium
V002775,Document Expired,313.95,Medium,False,86.7,2024-02-10,14:41:00,14,Saturday,2,2024,Afternoon,True,D02876,48,36-50,Male,HMV,0,First-time,VH00671,Truck,BharatBenz,8,Petrol,Lucknow,Uttar Pradesh,Lucknow,Highway,19.99084556357649,77.9968609668706,High
V002776,No Seatbelt,281.98,Medium,True,40.2,2024-08-22,00:47:00,0,Thursday,8,2024,Night,False,D01322,47,36-50,Male,MCWG,1,Repeat,VH05249,Bike,Bajaj,9,Diesel,Mumbai,Maharashtra,Nariman Point,Commercial,18.994634597819356,72.83854980110766,Low
V002777,Document Expired,487.91,Low,False,78.6,2024-06-21,15:49:00,15,Friday,6,2024,Afternoon,False,D00556,40,36-50,Male,No License,0,First-time,VH05966,Bike,Honda,3,EV,Kolkata,West Bengal,Kolkata,Rural,19.997721979079202,78.00916306493635,Low
V002778,No Helmet,552.6,Medium,False,24.4,2025-03-25,04:29:00,4,Tuesday,3,2025,Night,False,D02468,55,51+,Male,HMV,2,Repeat,VH07805,Car,Honda,0,Diesel,Jaipur,Rajasthan,Jaipur,Arterial,19.997881442147275,78.00461537887624,High
V002779,Using Mobile,1536.0,Medium,False,21.0,2025-07-05,07:16:00,7,Saturday,7,2025,Morning,True,D03282,68,51+,Male,LMV,1,Repeat,VH06461,Truck,Mahindra,15,CNG,Kolkata,West Bengal,Kolkata,Intersection,19.993165754767396,77.99251654558851,Low
V002780,No Seatbelt,935.73,Low,False,31.3,2025-09-03,00:58:00,0,Wednesday,9,2025,Night,False,D00958,33,26-35,Male,LMV-NT,3,Repeat,VH06852,Car,Maruti Suzuki,1,CNG,Kolkata,West Bengal,Kolkata,Residential,20.000368293945755,78.00960820498415,High
V002781,No Helmet,366.22,Medium,False,27.3,2025-11-26,23:03:00,23,Wednesday,11,2025,Night,False,D02116,49,36-50,Male,MCWG,2,Repeat,VH05313,Bike,Honda,6,Diesel,Chennai,Tamil Nadu,Chennai,Arterial,19.995821973811633,77.99738305334226,High
V002782,No Seatbelt,930.92,Medium,False,26.3,2024-06-13,14:33:00,14,Thursday,6,2024,Afternoon,False,D03343,48,36-50,Male,LMV,0,First-time,VH07581,Bike,Royal Enfield,14,CNG,Bhopal,Madhya Pradesh,Bhopal,Intersection,19.9978387215075,77.99774971417328,High
V002783,Signal Jumping,714.54,High,False,78.7,2024-05-03,06:30:00,6,Friday,5,2024,Morning,False,D04957,42,36-50,Male,MCWOG,0,First-time,VH07019,Bus,Ashok Leyland,2,Diesel,Lucknow,Uttar Pradesh,Lucknow,Rural,20.007955054467864,78.00904169860546,High
V002784,No Helmet,600.24,Medium,False,17.3,2025-09-06,02:11:00,2,Saturday,9,2025,Night,True,D03918,19,18-25,Male,HMV,5,Habitual,VH00615,Auto,Piaggio,6,Petrol,Nagpur,Maharashtra,Gittikhadan,Residential,21.130672049995212,79.13920127539387,Medium
V002785,Drunk Driving,3257.87,High,False,51.9,2024-07-23,06:20:00,6,Tuesday,7,2024,Morning,False,D01505,56,51+,Male,LMV-NT,4,Habitual,VH07237,Truck,BharatBenz,7,Diesel,Mumbai,Maharashtra,Lower Parel,Arterial,19.02525639195741,72.84508282691658,High
V002786,Using Mobile,779.3,High,False,83.8,2024-02-14,08:15:00,8,Wednesday,2,2024,Morning,False,D03255,21,18-25,Male,MCWG,0,First-time,VH05395,Bike,KTM,3,EV,Bhopal,Madhya Pradesh,Bhopal,Highway,19.998378163193323,78.00823389676194,High
V002787,No Helmet,413.19,Critical,False,33.5,2024-06-22,19:47:00,19,Saturday,6,2024,Evening,True,D04384,49,36-50,Male,MCWG,8,Habitual,VH07748,Bike,Bajaj,2,CNG,Ahmedabad,Gujarat,Ahmedabad,Residential,20.006048526951353,78.00060893164759,Critical
V002788,No Seatbelt,850.52,Medium,False,17.0,2024-04-12,17:18:00,17,Friday,4,2024,Evening,False,D02753,57,51+,Male,HMV,1,Repeat,VH00747,Truck,BharatBenz,13,Diesel,Bengaluru,Karnataka,Koramangala,Residential,12.943132085885106,77.61924745911944,Medium
V002789,Signal Jumping,527.25,Medium,True,22.6,2024-08-07,22:16:00,22,Wednesday,8,2024,Night,False,D02783,55,51+,Male,No License,1,Repeat,VH03872,Truck,Ashok Leyland,14,CNG,Chennai,Tamil Nadu,Chennai,Market,20.00570793132911,78.00317017342252,Medium
V002790,Document Expired,465.84,Low,False,27.4,2024-04-30,21:10:00,21,Tuesday,4,2024,Night,False,D00110,63,51+,Male,HMV,0,First-time,VH03711,Bike,Bajaj,11,Petrol,Nagpur,Maharashtra,Hingna Industrial,Industrial,21.10153140996653,79.06091722907611,Medium
V002791,No Helmet,616.13,Low,False,42.5,2025-03-28,21:31:00,21,Friday,3,2025,Night,False,D01483,42,36-50,Male,MCWG,0,First-time,VH03313,Car,Maruti Suzuki,13,Petrol,Bengaluru,Karnataka,Manyata Tech Park,Arterial,13.025095472407763,77.63243040739329,Medium
V002792,Drunk Driving,2408.68,Critical,False,33.5,2024-08-01,14:46:00,14,Thursday,8,2024,Afternoon,False,D02916,47,36-50,Male,MCWG,1,Repeat,VH02488,Auto,Piaggio,0,CNG,Nagpur,Maharashtra,Sonegaon,Residential,21.120016732070653,79.04357661585776,Critical
V002793,Overspeeding,1324.9,Medium,False,30.7,2024-01-20,21:53:00,21,Saturday,1,2024,Night,True,D03290,39,36-50,Female,MCWG,0,First-time,VH00279,SUV,Hyundai,5,Diesel,Mumbai,Maharashtra,Borivali,Residential,19.15418157311287,72.83269658727012,High
V002794,Document Expired,256.82,Medium,False,87.3,2025-06-07,20:25:00,20,Saturday,6,2025,Evening,True,D02154,37,36-50,Male,LMV-NT,2,Repeat,VH01875,Bike,Bajaj,8,Petrol,Delhi,Delhi,Greater Noida,Highway,28.478745640139365,77.51396007151975,Medium
V002795,Overspeeding,1823.92,Medium,False,33.1,2024-02-04,17:43:00,17,Sunday,2,2024,Evening,True,D01471,22,18-25,Male,No License,1,Repeat,VH03456,Car,Tata,14,CNG,Hyderabad,Telangana,Uppal,Arterial,17.46671492920073,78.56055136211745,High
V002796,No Helmet,680.86,Medium,False,14.5,2024-07-18,15:37:00,15,Thursday,7,2024,Afternoon,False,D00354,38,36-50,Male,No License,1,Repeat,VH05111,SUV,Mahindra,13,CNG,Lucknow,Uttar Pradesh,Lucknow,Market,19.998093232859677,77.99156099291218,High
V002797,Wrong Side Driving,632.3,Medium,False,14.1,2024-07-17,05:05:00,5,Wednesday,7,2024,Night,False,D03786,48,36-50,Female,HMV,0,First-time,VH00192,Bike,Bajaj,14,CNG,Jaipur,Rajasthan,Jaipur,Market,19.997936515814015,78.00041831996589,High
V002798,Wrong Side Driving,826.95,Low,False,48.8,2025-01-17,13:18:00,13,Friday,1,2025,Afternoon,False,D00582,52,51+,Female,HMV,4,Habitual,VH05948,Car,Mahindra,11,Petrol,Hyderabad,Telangana,LB Nagar,Arterial,17.32648707230713,78.47851575216113,Low
V002799,Overspeeding,1400.95,Medium,False,37.7,2025-01-27,05:24:00,5,Monday,1,2025,Night,False,D04816,70,51+,Female,MCWG,0,First-time,VH01225,Bike,Honda,11,CNG,Kolkata,West Bengal,Kolkata,Residential,19.990530251420303,78.0011652130374,Medium
V002800,Triple Riding,519.78,High,False,47.4,2025-12-31,13:02:00,13,Wednesday,12,2025,Afternoon,False,D04414,35,26-35,Male,MCWG,1,Repeat,VH01726,Car,Hyundai,5,CNG,Chennai,Tamil Nadu,Chennai,Arterial,20.000304803925857,77.99403294782724,High
V002801,Drunk Driving,2974.09,Low,False,43.1,2025-01-01,09:32:00,9,Wednesday,1,2025,Morning,False,D03227,27,26-35,Female,No License,3,Repeat,VH03520,Bike,KTM,5,Petrol,Delhi,Delhi,Saket,Arterial,28.565695442277473,77.20415282432118,Medium
V002802,Document Expired,361.08,Low,True,17.5,2024-01-22,04:54:00,4,Monday,1,2024,Night,False,D03822,19,18-25,Female,LMV-NT,0,First-time,VH04594,Truck,Ashok Leyland,13,CNG,Lucknow,Uttar Pradesh,Lucknow,Residential,19.990261578933616,78.00435057498684,Medium
V002803,Drunk Driving,4084.35,Medium,False,38.3,2025-02-04,04:31:00,4,Tuesday,2,2025,Night,False,D00697,22,18-25,Male,MCWG,0,First-time,VH01263,Bus,Eicher,9,EV,Bengaluru,Karnataka,JP Nagar,Residential,12.902662236513642,77.56753322937696,Low
V002804,Signal Jumping,732.0,Critical,False,35.8,2025-05-07,02:37:00,2,Wednesday,5,2025,Night,False,D00204,28,26-35,Male,MCWG,0,First-time,VH00897,Car,Hyundai,9,Diesel,Hyderabad,Telangana,Banjara Hills,Arterial,17.416403437207492,78.43096902873573,Critical
V002805,Overspeeding,1539.23,High,False,44.8,2024-11-11,12:01:00,12,Monday,11,2024,Afternoon,False,D04486,36,36-50,Male,LMV-NT,0,First-time,VH06219,Car,Toyota,3,EV,Kolkata,West Bengal,Kolkata,Rural,20.007127373057436,77.9940441419326,High
V002806,Signal Jumping,688.66,High,False,24.1,2024-10-06,19:31:00,19,Sunday,10,2024,Evening,True,D00873,32,26-35,Male,LMV-NT,0,First-time,VH03112,Auto,Bajaj,7,EV,Mumbai,Maharashtra,Marine Drive,Coastal,18.945603939676452,72.8246565328146,High
V002807,No Helmet,739.18,Medium,False,73.9,2025-09-16,22:29:00,22,Tuesday,9,2025,Night,False,D02375,30,26-35,Male,LMV,0,First-time,VH05700,Truck,Mahindra,12,Diesel,Chennai,Tamil Nadu,Chennai,Rural,20.002487809052894,78.0068657265273,Medium
V002808,Signal Jumping,828.86,High,False,90.2,2024-03-10,04:04:00,4,Sunday,3,2024,Night,True,D02760,19,18-25,Male,MCWG,0,First-time,VH04725,Bike,KTM,11,EV,Delhi,Delhi,Greater Noida,Highway,28.479306519335005,77.51887519911044,High
V002809,No Helmet,431.97,High,False,22.7,2024-12-10,19:55:00,19,Tuesday,12,2024,Evening,False,D00577,21,18-25,Male,HMV,1,Repeat,VH00038,Bike,Honda,8,Diesel,Pune,Maharashtra,Wakad,Residential,18.57273651064002,73.81279790681023,High
V002810,Wrong Side Driving,600.67,Medium,False,40.4,2024-09-09,23:40:00,23,Monday,9,2024,Night,False,D03975,22,18-25,Male,LMV,0,First-time,VH04987,Car,Maruti Suzuki,0,EV,Delhi,Delhi,Dwarka,Residential,28.589430550836575,77.0428853796543,Low
V002811,Signal Jumping,716.73,Medium,False,19.1,2025-11-24,10:45:00,10,Monday,11,2025,Morning,False,D02321,40,36-50,Male,No License,0,First-time,VH06607,Car,Hyundai,1,EV,Nagpur,Maharashtra,Jaripatka,Market,21.061892562279105,79.08177017003561,Medium
V002812,Overspeeding,1573.38,Medium,False,16.0,2025-10-22,13:48:00,13,Wednesday,10,2025,Afternoon,False,D04297,62,51+,Male,MCWG,3,Repeat,VH07891,Truck,BharatBenz,15,Diesel,Chennai,Tamil Nadu,Chennai,Residential,20.00555034577715,78.00556203018996,High
V002813,Drunk Driving,3093.05,High,False,19.2,2024-03-25,14:56:00,14,Monday,3,2024,Afternoon,False,D03660,39,36-50,Male,MCWOG,1,Repeat,VH03201,Car,Maruti Suzuki,9,Diesel,Delhi,Delhi,Dwarka,Residential,28.582595160672387,77.05750590059885,High
V002814,Signal Jumping,617.11,Medium,False,91.8,2024-11-10,06:35:00,6,Sunday,11,2024,Morning,True,D01706,64,51+,Female,LMV,3,Repeat,VH02492,Car,Hyundai,10,CNG,Mumbai,Maharashtra,Thane GB Road,Highway,19.200589878292515,72.96910921726162,High
