time_key,date,day,month,month_name,quarter,year,day_of_week,is_weekend,week_number
481,2025-04-25,25,4,April,2,2025,Friday,0,17
482,2025-04-26,26,4,April,2,2025,Saturday,1,17
483,2025-04-27,27,4,April,2,2025,Sunday,1,17
484,2025-04-28,28,4,April,2,2025,Monday,0,18
485,2025-04-29,29,4,April,2,2025,Tuesday,0,18
486,2025-04-30,30,4,April,2,2025,Wednesday,0,18
487,2025-05-01,1,5,May,2,2025,Thursday,0,18
488,2025-05-02,2,5,May,2,2025,Friday,0,18
489,2025-05-03,3,5,May,2,2025,Saturday,1,18
490,2025-05-04,4,5,May,2,2025,Sunday,1,18
491,2025-05-05,5,5,May,2,2025,Monday,0,19
492,2025-05-06,6,5,May,2,2025,Tuesday,0,19
493,2025-05-07,7,5,May,2,2025,Wednesday,0,19
494,2025-05-08,8,5,May,2,2025,Thursday,0,19
495,2025-05-09,9,5,May,2,2025,Friday,0,19
496,2025-05-10,10,5,May,2,2025,Saturday,1,19
497,2025-05-11,11,5,May,2,2025,Sunday,1,19
498,2025-05-12,12,5,May,2,2025,Monday,0,20
499,2025-05-13,13,5,May,2,2025,Tuesday,0,20
500,2025-05-14,14,5,May,2,2025,Wednesday,0,20
501,2025-05-15,15,5,May,2,2025,Thursday,0,20
502,2025-05-16,16,5,May,2,2025,Friday,0,20
503,2025-05-17,17,5,May,2,2025,Saturday,1,20
504,2025-05-18,18,5,May,2,2025,Sunday,1,20
505,2025-05-19,19,5,May,2,2025,Monday,0,21
506,2025-05-20,20,5,May,2,2025,Tuesday,0,21
507,2025-05-21,21,5,May,2,2025,Wednesday,0,21
508,2025-05-22,22,5,May,2,2025,Thursday,0,21
509,2025-05-23,23,5,May,2,2025,Friday,0,21
510,2025-05-24,24,5,May,2,2025,Saturday,1,21
511,2025-05-25,25,5,May,2,2025,Sunday,1,21
512,2025-05-26,26,5,May,2,2025,Monday,0,22
513,2025-05-27,27,5,May,2,2025,Tuesday,0,22
514,2025-05-28,28,5,May,2,2025,Wednesday,0,22
515,2025-05-29,29,5,May,2,2025,Thursday,0,22
516,2025-05-30,30,5,May,2,2025,Friday,0,22
517,2025-05-31,31,5,May,2,2025,Saturday,1,22
518,2025-06-01,1,6,June,2,2025,Sunday,1,22
519,2025-06-02,2,6,June,2,2025,Monday,0,23
520,2025-06-03,3,6,June,2,2025,Tuesday,0,23
521,2025-06-04,4,6,June,2,2025,Wednesday,0,23
522,2025-06-05,5,6,June,2,2025,Thursday,0,23
523,2025-06-06,6,6,June,2,2025,Friday,0,23
524,2025-06-07,7,6,June,2,2025,Saturday,1,23
525,2025-06-08,8,6,June,2,2025,Sunday,1,23
526,2025-06-09,9,6,June,2,2025,Monday,0,24
527,2025-06-10,10,6,June,2,2025,Tuesday,0,24
528,2025-06-11,11,6,June,2,2025,Wednesday,0,24
529,2025-06-12,12,6,June,2,2025,Thursday,0,24
530,2025-06-13,13,6,June,2,2025,Friday,0,24
531,2025-06-14,14,6,June,2,2025,Saturday,1,24
532,2025-06-15,15,6,June,2,2025,Sunday,1,24
533,2025-06-16,16,6,June,2,2025,Monday,0,25
534,2025-06-17,17,6,June,2,2025,Tuesday,0,25
535,2025-06-18,18,6,June,2,2025,Wednesday,0,25
536,2025-06-19,19,6,June,2,2025,Thursday,0,25
537,2025-06-20,20,6,June,2,2025,Friday,0,25
538,2025-06-21,21,6,June,2,2025,Saturday,1,25
539,2025-06-22,22,6,June,2,2025,Sunday,1,25
540,2025-06-23,23,6,June,2,2025,Monday,0,26
541,2025-06-24,24,6,June,2,2025,Tuesday,0,26
542,2025-06-25,25,6,June,2,2025,Wednesday,0,26
543,2025-06-26,26,6,June,2,2025,Thursday,0,26
544,2025-06-27,27,6,June,2,2025,Friday,0,26
545,2025-06-28,28,6,June,2,2025,Saturday,1,26
546,2025-06-29,29,6,June,2,2025,Sunday,1,26
547,2025-06-30,30,6,June,2,2025,Monday,0,27
548,2025-07-01,1,7,July,3,2025,Tuesday,0,27
549,2025-07-02,2,7,July,3,2025,Wednesday,0,27
550,2025-07-03,3,7,July,3,2025,Thursday,0,27
551,2025-07-04,4,7,July,3,2025,Friday,0,27
552,2025-07-05,5,7,July,3,2025,Saturday,1,27
553,2025-07-06,6,7,July,3,2025,Sunday,1,27
554,2025-07-07,7,7,July,3,2025,Monday,0,28
555,2025-07-08,8,7,July,3,2025,Tuesday,0,28
556,2025-07-09,9,7,July,3,2025,Wednesday,0,28
557,2025-07-10,10,7,July,3,2025,Thursday,0,28
558,2025-07-11,11,7,July,3,2025,Friday,0,28
559,2025-07-12,12,7,July,3,2025,Saturday,1,28
560,2025-07-13,13,7,July,3,2025,Sunday,1,28
561,2025-07-14,14,7,July,3,2025,Monday,0,29
562,2025-07-15,15,7,July,3,2025,Tuesday,0,29
563,2025-07-16,16,7,July,3,2025,Wednesday,0,29
564,2025-07-17,17,7,July,3,2025,Thursday,0,29
565,2025-07-18,18,7,July,3,2025,Friday,0,29
566,2025-07-19,19,7,July,3,2025,Saturday,1,29
567,2025-07-20,20,7,July,3,2025,Sunday,1,29
568,2025-07-21,21,7,July,3,2025,Monday,0,30
569,2025-07-22,22,7,July,3,2025,Tuesday,0,30
570,2025-07-23,23,7,July,3,2025,Wednesday,0,30
571,2025-07-24,24,7,July,3,2025,Thursday,0,30
572,2025-07-25,25,7,July,3,2025,Friday,0,30
573,2025-07-26,26,7,July,3,2025,Saturday,1,30
574,2025-07-27,27,7,July,3,2025,Sunday,1,30
575,2025-07-28,28,7,July,3,2025,Monday,0,31
576,2025-07-29,29,7,July,3,2025,Tuesday,0,31
577,2025-07-30,30,7,July,3,2025,Wednesday,0,31
578,2025-07-31,31,7,July,3,2025,Thursday,0,31
579,2025-08-01,1,8,August,3,2025,Friday,0,31
580,2025-08-02,2,8,August,3,2025,Saturday,1,31
581,2025-08-03,3,8,August,3,2025,Sunday,1,31
582,2025-08-04,4,8,August,3,2025,Monday,0,32
583,2025-08-05,5,8,August,3,2025,Tuesday,0,32
584,2025-08-06,6,8,August,3,2025,Wednesday,0,32
585,2025-08-07,7,8,August,3,2025,Thursday,0,32
586,2025-08-08,8,8,August,3,2025,Friday,0,32
587,2025-08-09,9,8,August,3,2025,Saturday,1,32
588,2025-08-10,10,8,August,3,2025,Sunday,1,32
589,2025-08-11,11,8,August,3,2025,Monday,0,33
590,2025-08-12,12,8,August,3,2025,Tuesday,0,33
591,2025-08-13,13,8,August,3,2025,Wednesday,0,33
592,2025-08-14,14,8,August,3,2025,Thursday,0,33
593,2025-08-15,15,8,August,3,2025,Friday,0,33
594,2025-08-16,16,8,August,3,2025,Saturday,1,33
595,2025-08-17,17,8,August,3,2025,Sunday,1,33
596,2025-08-18,18,8,August,3,2025,Monday,0,34
597,2025-08-19,19,8,August,3,2025,Tuesday,0,34
598,2025-08-20,20,8,August,3,2025,Wednesday,0,34
599,2025-08-21,21,8,August,3,2025,Thursday,0,34
600,2025-08-22,22,8,August,3,2025,Friday,0,34
601,2025-08-23,23,8,August,3,2025,Saturday,1,34
602,2025-08-24,24,8,August,3,2025,Sunday,1,34
603,2025-08-25,25,8,August,3,2025,Monday,0,35
604,2025-08-26,26,8,August,3,2025,Tuesday,0,35
605,2025-08-27,27,8,August,3,2025,Wednesday,0,35
606,2025-08-28,28,8,August,3,2025,Thursday,0,35
607,2025-08-29,29,8,August,3,2025,Friday,0,35
608,2025-08-30,30,8,August,3,2025,Saturday,1,35
609,2025-08-31,31,8,August,3,2025,Sunday,1,35
610,2025-09-01,1,9,September,3,2025,Monday,0,36
611,2025-09-02,2,9,September,3,2025,Tuesday,0,36
612,2025-09-03,3,9,September,3,2025,Wednesday,0,36
613,2025-09-04,4,9,September,3,2025,Thursday,0,36
614,2025-09-05,5,9,September,3,2025,Friday,0,36
615,2025-09-06,6,9,September,3,2025,Saturday,1,36
616,2025-09-07,7,9,September,3,2025,Sunday,1,36
617,2025-09-08,8,9,September,3,2025,Monday,0,37
618,2025-09-09,9,9,September,3,2025,Tuesday,0,37
619,2025-09-10,10,9,September,3,2025,Wednesday,0,37
620,2025-09-11,11,9,September,3,2025,Thursday,0,37
621,2025-09-12,12,9,September,3,2025,Friday,0,37
622,2025-09-13,13,9,September,3,2025,Saturday,1,37
623,2025-09-14,14,9,September,3,2025,Sunday,1,37
624,2025-09-15,15,9,September,3,2025,Monday,0,38
625,2025-09-16,16,9,September,3,2025,Tuesday,0,38
626,2025-09-17,17,9,September,3,2025,Wednesday,0,38
627,2025-09-18,18,9,September,3,2025,Thursday,0,38
628,2025-09-19,19,9,September,3,2025,Friday,0,38
629,2025-09-20,20,9,September,3,2025,Saturday,1,38
630,2025-09-21,21,9,September,3,2025,Sunday,1,38
631,2025-09-22,22,9,September,3,2025,Monday,0,39
632,2025-09-23,23,9,September,3,2025,Tuesday,0,39
633,2025-09-24,24,9,September,3,2025,Wednesday,0,39
634,2025-09-25,25,9,September,3,2025,Thursday,0,39
635,2025-09-26,26,9,September,3,2025,Friday,0,39
636,2025-09-27,27,9,September,3,2025,Saturday,1,39
637,2025-09-28,28,9,September,3,2025,Sunday,1,39
638,2025-09-29,29,9,September,3,2025,Monday,0,40
639,2025-09-30,30,9,September,3,2025,Tuesday,0,40
640,2025-10-01,1,10,October,4,2025,Wednesday,0,40
641,2025-10-02,2,10,October,4,2025,Thursday,0,40
642,2025-10-03,3,10,October,4,2025,Friday,0,40
643,2025-10-04,4,10,October,4,2025,Saturday,1,40
644,2025-10-05,5,10,October,4,2025,Sunday,1,40
645,2025-10-06,6,10,October,4,2025,Monday,0,41
646,2025-10-07,7,10,October,4,2025,Tuesday,0,41
647,2025-10-08,8,10,October,4,2025,Wednesday,0,41
648,2025-10-09,9,10,October,4,2025,Thursday,0,41
649,2025-10-10,10,10,October,4,2025,Friday,0,41
650,2025-10-11,11,10,October,4,2025,Saturday,1,41
651,2025-10-12,12,10,October,4,2025,Sunday,1,41
652,2025-10-13,13,10,October,4,2025,Monday,0,42
653,2025-10-14,14,10,October,4,2025,Tuesday,0,42
654,2025-10-15,15,10,October,4,2025,Wednesday,0,42
655,2025-10-16,16,10,October,4,2025,Thursday,0,42
656,2025-10-17,17,10,October,4,2025,Friday,0,42
657,2025-10-18,18,10,October,4,2025,Saturday,1,42
658,2025-10-19,19,10,October,4,2025,Sunday,1,42
659,2025-10-20,20,10,October,4,2025,Monday,0,43
660,2025-10-21,21,10,October,4,2025,Tuesday,0,43
661,2025-10-22,22,10,October,4,2025,Wednesday,0,43
662,2025-10-23,23,10,October,4,2025,Thursday,0,43
663,2025-10-24,24,10,October,4,2025,Friday,0,43
664,2025-10-25,25,10,October,4,2025,Saturday,1,43
665,2025-10-26,26,10,October,4,2025,Sunday,1,43
666,2025-10-27,27,10,October,4,2025,Monday,0,44
667,2025-10-28,28,10,October,4,2025,Tuesday,0,44
668,2025-10-29,29,10,October,4,2025,Wednesday,0,44
669,2025-10-30,30,10,October,4,2025,Thursday,0,44
670,2025-10-31,31,10,October,4,2025,Friday,0,44
671,2025-11-01,1,11,November,4,2025,Saturday,1,44
672,2025-11-02,2,11,November,4,2025,Sunday,1,44
673,2025-11-03,3,11,November,4,2025,Monday,0,45
674,2025-11-04,4,11,November,4,2025,Tuesday,0,45
675,2025-11-05,5,11,November,4,2025,Wednesday,0,45
676,2025-11-06,6,11,November,4,2025,Thursday,0,45
677,2025-11-07,7,11,November,4,2025,Friday,0,45
678,2025-11-08,8,11,November,4,2025,Saturday,1,45
679,2025-11-09,9,11,November,4,2025,Sunday,1,45
680,2025-11-10,10,11,November,4,2025,Monday,0,46
681,2025-11-11,11,11,November,4,2025,Tuesday,0,46
682,2025-11-12,12,11,November,4,2025,Wednesday,0,46
683,2025-11-13,13,11,November,4,2025,Thursday,0,46
684,2025-11-14,14,11,November,4,2025,Friday,0,46
685,2025-11-15,15,11,November,4,2025,Saturday,1,46
686,2025-11-16,16,11,November,4,2025,Sunday,1,46
687,2025-11-17,17,11,November,4,2025,Monday,0,47
688,2025-11-18,18,11,November,4,2025,Tuesday,0,47
689,2025-11-19,19,11,November,4,2025,Wednesday,0,47
690,2025-11-20,20,11,November,4,2025,Thursday,0,47
691,2025-11-21,21,11,November,4,2025,Friday,0,47
692,2025-11-22,22,11,November,4,2025,Saturday,1,47
693,2025-11-23,23,11,November,4,2025,Sunday,1,47
694,2025-11-24,24,11,November,4,2025,Monday,0,48
695,2025-11-25,25,11,November,4,2025,Tuesday,0,48
696,2025-11-26,26,11,November,4,2025,Wednesday,0,48
697,2025-11-27,27,11,November,4,2025,Thursday,0,48
698,2025-11-28,28,11,November,4,2025,Friday,0,48
699,2025-11-29,29,11,November,4,2025,Saturday,1,48
700,2025-11-30,30,11,November,4,2025,Sunday,1,48
701,2025-12-01,1,12,December,4,2025,Monday,0,49
702,2025-12-02,2,12,December,4,2025,Tuesday,0,49
703,2025-12-03,3,12,December,4,2025,Wednesday,0,49
704,2025-12-04,4,12,December,4,2025,Thursday,0,49
705,2025-12-05,5,12,December,4,2025,Friday,0,49
706,2025-12-06,6,12,December,4,2025,Saturday,1,49
707,2025-12-07,7,12,December,4,2025,Sunday,1,49
708,2025-12-08,8,12,December,4,2025,Monday,0,50
709,2025-12-09,9,12,December,4,2025,Tuesday,0,50
710,2025-12-10,10,12,December,4,2025,Wednesday,0,50
711,2025-12-11,11,12,December,4,2025,Thursday,0,50
712,2025-12-12,12,12,December,4,2025,Friday,0,50
713,2025-12-13,13,12,December,4,2025,Saturday,1,50
714,2025-12-14,14,12,December,4,2025,Sunday,1,50
715,2025-12-15,15,12,December,4,2025,Monday,0,51
716,2025-12-16,16,12,December,4,2025,Tuesday,0,51
717,2025-12-17,17,12,December,4,2025,Wednesday,0,51
718,2025-12-18,18,12,December,4,2025,Thursday,0,51
719,2025-12-19,19,12,December,4,2025,Friday,0,51
720,2025-12-20,20,12,December,4,2025,Saturday,1,51
721,2025-12-21,21,12,December,4,2025,Sunday,1,51
722,2025-12-22,22,12,December,4,2025,Monday,0,52
723,2025-12-23,23,12,December,4,2025,Tuesday,0,52
724,2025-12-24,24,12,December,4,2025,Wednesday,0,52
725,2025-12-25,25,12,December,4,2025,Thursday,0,52
726,2025-12-26,26,12,December,4,2025,Friday,0,52
727,2025-12-27,27,12,December,4,2025,Saturday,1,52
728,2025-12-28,28,12,December,4,2025,Sunday,1,52
729,2025-12-29,29,12,December,4,2025,Monday,0,1
730,2025-12-30,30,12,December,4,2025,Tuesday,0,1
731,2025-12-31,31,12,December,4,2025,Wednesday,0,1
