vehicle_surrogate_key,vehicle_key,vehicle_type,vehicle_brand,vehicle_age,fuel_type
1479,VEH001562,Bike,Honda,1,Petrol
1480,VEH004661,Car,Hyundai,3,Petrol
1481,VEH001329,Scooter,Vespa,4,Petrol
1482,VEH001496,Auto Rickshaw,TVS,3,Petrol
1483,VEH000005,Auto Rickshaw,Piaggio,2,Diesel
1484,VEH004165,Bike,KTM,1,Petrol
1485,VEH001685,Scooter,Hero,9,Electric
1486,VEH004959,Auto Rickshaw,TVS,20,Petrol
1487,VEH004258,Car,Honda,4,Petrol
1488,VEH003229,Auto Rickshaw,Bajaj,5,CNG
1489,VEH001724,Scooter,Suzuki,5,Petrol
1490,VEH001356,Bike,Honda,6,Electric
1491,VEH000101,Car,Mahindra,6,Petrol
1492,VEH000554,Car,Maruti Suzuki,3,Diesel
1493,VEH004688,Car,Toyota,2,CNG
1494,VEH004025,Bike,Honda,1,Petrol
1495,VEH000105,Bike,Honda,1,Petrol
1496,VEH004034,Bike,Suzuki,0,Petrol
1497,VEH004409,Scooter,Vespa,1,Petrol
1498,VEH006863,Car,Maruti Suzuki,0,Diesel
1499,VEH000657,Auto Rickshaw,Piaggio,3,Petrol
1500,VEH005415,Scooter,Suzuki,3,Electric
1501,VEH004388,Bike,TVS,5,Petrol
1502,VEH005901,Bike,Bajaj,2,Electric
1503,VEH000928,Bike,TVS,17,Petrol
1504,VEH007197,Truck,Tata,9,Diesel
1505,VEH003941,Car,Hyundai,5,Electric
1506,VEH005648,Car,Mahindra,1,CNG
1507,VEH006975,Bike,KTM,0,Petrol
1508,VEH002480,Bike,Hero,16,Petrol
1509,VEH003537,Scooter,Honda,2,Petrol
1510,VEH006323,Bike,TVS,15,Petrol
1511,VEH000017,Auto Rickshaw,Bajaj,3,Diesel
1512,VEH007127,Bike,KTM,0,Petrol
1513,VEH004995,Bike,Hero,9,Petrol
1514,VEH001419,Car,Toyota,10,Petrol
1515,VEH007375,Scooter,Vespa,1,Petrol
1516,VEH002921,Car,Volkswagen,2,Petrol
1517,VEH007051,Car,Toyota,10,Electric
1518,VEH007767,Scooter,Bajaj,5,Petrol
1519,VEH000764,Bike,Suzuki,5,Petrol
1520,VEH003999,Truck,Eicher,3,Diesel
1521,VEH005088,Car,Mahindra,1,Diesel
1522,VEH005773,Bike,Hero,0,Petrol
1523,VEH004934,Bike,KTM,0,Petrol
1524,VEH002333,Auto Rickshaw,Piaggio,17,Diesel
1525,VEH003916,Bike,Bajaj,3,Petrol
1526,VEH004074,Bike,Honda,1,Petrol
1527,VEH007969,Bike,KTM,10,Petrol
1528,VEH004761,Bike,Honda,3,Petrol
1529,VEH007268,Bike,Honda,10,Petrol
1530,VEH004041,Auto Rickshaw,Bajaj,2,CNG
1531,VEH005900,Truck,Ashok Leyland,2,Diesel
1532,VEH007721,Bike,Honda,11,Petrol
1533,VEH001115,Bike,KTM,4,Petrol
1534,VEH003714,Scooter,Suzuki,6,Petrol
1535,VEH005795,Car,Kia,8,Diesel
1536,VEH005971,Scooter,Honda,5,Petrol
1537,VEH005645,Bike,Royal Enfield,8,Petrol
1538,VEH000107,Bike,KTM,14,Petrol
1539,VEH000104,Truck,Ashok Leyland,0,Diesel
1540,VEH006471,Truck,BharatBenz,0,CNG
1541,VEH000275,Truck,Mahindra,5,Diesel
1542,VEH000996,Bike,TVS,5,Petrol
1543,VEH006252,Scooter,Hero,7,Petrol
1544,VEH002525,Bike,Yamaha,2,Petrol
1545,VEH003172,Scooter,Bajaj,10,Electric
1546,VEH007442,Auto Rickshaw,Bajaj,5,Petrol
1547,VEH001872,Bike,Hero,7,Petrol
1548,VEH002254,Scooter,Bajaj,14,Petrol
1549,VEH005158,Bike,KTM,1,Petrol
1550,VEH005464,Bike,Hero,5,Petrol
1551,VEH006235,Van,Tata,9,Diesel
1552,VEH005081,Bike,Hero,4,Petrol
1553,VEH004035,Bike,Royal Enfield,1,Petrol
1554,VEH006829,Bike,TVS,4,Petrol
1555,VEH006109,Bike,Honda,6,Electric
1556,VEH002391,Bike,Hero,11,Petrol
1557,VEH001404,Car,Honda,1,Diesel
1558,VEH000765,Scooter,TVS,3,Petrol
1559,VEH007039,Car,Honda,2,CNG
1560,VEH001770,Scooter,Honda,15,Electric
1561,VEH000840,Bike,KTM,14,Petrol
1562,VEH004656,Truck,Mahindra,12,Diesel
1563,VEH005685,Bike,Royal Enfield,8,Petrol
1564,VEH004249,Truck,Mahindra,8,Diesel
1565,VEH001576,Car,Maruti Suzuki,4,Petrol
1566,VEH004657,Car,Toyota,16,Diesel
1567,VEH003576,Car,Honda,3,Petrol
1568,VEH005482,Car,Kia,3,Diesel
1569,VEH007361,Bike,Royal Enfield,5,Petrol
1570,VEH006491,Bike,Suzuki,3,Petrol
1571,VEH000601,Car,Toyota,2,Diesel
1572,VEH006368,Scooter,Honda,8,Petrol
1573,VEH006932,Bike,Bajaj,1,Electric
1574,VEH004512,Car,Kia,1,Petrol
1575,VEH006356,Scooter,TVS,9,Petrol
1576,VEH000351,Auto Rickshaw,Piaggio,5,CNG
1577,VEH002451,Car,Mahindra,9,Electric
1578,VEH001148,Scooter,TVS,14,Petrol
1579,VEH002362,Car,Kia,6,Petrol
1580,VEH002661,Scooter,Vespa,0,Petrol
1581,VEH007638,Bike,TVS,16,Petrol
1582,VEH004510,Car,Honda,1,Electric
1583,VEH001505,Bike,Suzuki,19,Petrol
1584,VEH007331,Bike,Hero,10,Petrol
1585,VEH000476,Scooter,Honda,4,Petrol
1586,VEH007556,Car,Kia,10,Petrol
1587,VEH002044,Bus,Tata,2,Diesel
1588,VEH005096,Bike,Honda,5,Petrol
1589,VEH006531,Car,Tata,2,Electric
1590,VEH002899,Scooter,Suzuki,0,Petrol
1591,VEH001483,Scooter,Honda,7,Petrol
1592,VEH002729,Scooter,TVS,4,Petrol
1593,VEH004681,Scooter,Bajaj,5,Petrol
1594,VEH001235,Bike,Bajaj,3,Petrol
1595,VEH001160,Bike,Bajaj,3,Petrol
1596,VEH006062,Bike,Royal Enfield,7,Petrol
1597,VEH000504,Scooter,Honda,1,Petrol
1598,VEH007835,Scooter,Bajaj,20,Petrol
1599,VEH005593,Bike,Yamaha,0,Petrol
1600,VEH005566,Bike,Suzuki,8,Petrol
1601,VEH003593,Bike,Hero,8,Petrol
1602,VEH005755,Bike,Suzuki,3,Petrol
1603,VEH006339,Bike,TVS,3,Petrol
1604,VEH001523,Bike,KTM,7,Petrol
1605,VEH003979,Car,Toyota,0,Petrol
1606,VEH007171,Car,Kia,0,Petrol
1607,VEH004766,Truck,BharatBenz,0,Diesel
1608,VEH004565,Car,Maruti Suzuki,6,Petrol
1609,VEH001845,Auto Rickshaw,Bajaj,5,Diesel
1610,VEH000636,Bike,KTM,4,Petrol
1611,VEH000298,Car,Honda,2,Electric
1612,VEH003741,Car,Maruti Suzuki,16,Petrol
1613,VEH001715,Scooter,TVS,10,Petrol
1614,VEH006877,Car,Tata,6,Electric
1615,VEH002162,Bike,Honda,13,Petrol
1616,VEH007867,Bike,Hero,20,Petrol
1617,VEH003380,Truck,BharatBenz,7,CNG
1618,VEH005907,Scooter,Honda,13,Petrol
1619,VEH004307,Car,Kia,5,Diesel
1620,VEH003640,Bike,Hero,1,Petrol
1621,VEH001585,Car,Volkswagen,7,Diesel
1622,VEH003561,Bus,Eicher,8,Diesel
1623,VEH006633,Bike,Royal Enfield,20,Petrol
1624,VEH002686,Scooter,Bajaj,9,Petrol
1625,VEH003649,Bike,Suzuki,6,Petrol
1626,VEH007962,Bike,Bajaj,7,Petrol
1627,VEH006424,Auto Rickshaw,Bajaj,1,Petrol
1628,VEH000768,Truck,Mahindra,7,Diesel
1629,VEH006644,Scooter,Honda,1,Electric
1630,VEH004287,Truck,Ashok Leyland,0,Diesel
1631,VEH001174,Car,Maruti Suzuki,0,Diesel
1632,VEH004735,Bike,TVS,6,Petrol
1633,VEH007047,Bus,BharatBenz,9,Diesel
1634,VEH001669,Bus,Tata,4,Diesel
1635,VEH005129,Bike,Honda,7,Electric
1636,VEH003579,Car,Hyundai,8,Diesel
1637,VEH006427,Truck,Mahindra,7,Diesel
1638,VEH006288,Car,Honda,7,Petrol
1639,VEH000462,Bike,Honda,1,Petrol
1640,VEH000375,Scooter,Hero,7,Petrol
1641,VEH004718,Bus,Eicher,1,Diesel
1642,VEH007792,Bike,Yamaha,1,Petrol
1643,VEH001207,Car,Mahindra,0,Electric
1644,VEH002724,Car,Hyundai,1,Diesel
1645,VEH002615,Bike,Royal Enfield,0,Electric
1646,VEH007407,Bike,KTM,7,Petrol
1647,VEH003913,Bike,Yamaha,2,Petrol
1648,VEH005552,Bike,Suzuki,10,Petrol
1649,VEH002915,Car,Tata,10,Diesel
1650,VEH004395,Van,Force,5,Diesel
1651,VEH002981,Car,Maruti Suzuki,17,Petrol
1652,VEH001194,Bike,TVS,3,Petrol
1653,VEH002334,Bike,TVS,3,Petrol
1654,VEH006763,Scooter,Hero,9,Petrol
1655,VEH004639,Car,Hyundai,0,Petrol
1656,VEH006363,Bike,KTM,20,Petrol
1657,VEH002656,Bike,KTM,6,Petrol
1658,VEH003144,Auto Rickshaw,Piaggio,5,Petrol
1659,VEH001563,Bike,Honda,3,Petrol
1660,VEH007140,Auto Rickshaw,TVS,9,Petrol
1661,VEH002224,Bike,Suzuki,9,Petrol
1662,VEH004792,Bike,Bajaj,1,Petrol
1663,VEH003776,Auto Rickshaw,Bajaj,4,Diesel
1664,VEH007017,Truck,Ashok Leyland,3,Diesel
1665,VEH006029,Bike,TVS,7,Petrol
1666,VEH003769,Bike,Honda,1,Petrol
1667,VEH004491,Bike,Suzuki,8,Petrol
1668,VEH002000,Car,Kia,6,Diesel
1669,VEH006853,Bike,TVS,2,Petrol
1670,VEH003936,Scooter,Suzuki,1,Petrol
1671,VEH001440,Car,Hyundai,2,Petrol
1672,VEH003076,Auto Rickshaw,TVS,10,Diesel
1673,VEH007274,Car,Honda,7,Petrol
1674,VEH003245,Car,Mahindra,2,Diesel
1675,VEH005377,Bike,Suzuki,8,Petrol
1676,VEH006850,Car,Toyota,10,Petrol
1677,VEH001525,Bike,Suzuki,15,Petrol
1678,VEH005157,Car,Toyota,3,Electric
1679,VEH000925,Scooter,Honda,5,Petrol
1680,VEH004422,Bike,TVS,1,Petrol
1681,VEH007502,Bike,TVS,3,Electric
1682,VEH005896,Bus,Tata,5,Diesel
1683,VEH006583,Scooter,Hero,2,Petrol
1684,VEH007461,Truck,Ashok Leyland,4,Diesel
1685,VEH004744,Car,Mahindra,2,CNG
1686,VEH002719,Car,Volkswagen,15,Diesel
1687,VEH003489,Bike,KTM,1,Petrol
1688,VEH005887,Scooter,TVS,4,Petrol
1689,VEH005278,Bike,Bajaj,4,Petrol
1690,VEH005759,Bus,Tata,18,CNG
1691,VEH005935,Scooter,Bajaj,5,Petrol
1692,VEH006168,Car,Mahindra,17,Petrol
1693,VEH005629,Bike,Hero,5,Electric
1694,VEH001636,Auto Rickshaw,Piaggio,11,CNG
1695,VEH002018,Bike,Hero,1,Petrol
1696,VEH003457,Car,Hyundai,5,Diesel
1697,VEH005424,Car,Toyota,2,CNG
1698,VEH002194,Bike,Bajaj,0,Petrol
1699,VEH002477,Bike,TVS,14,Electric
1700,VEH006655,Truck,Mahindra,6,Diesel
1701,VEH005154,Scooter,TVS,8,Electric
1702,VEH006691,Bike,Suzuki,7,Petrol
1703,VEH001270,Bike,Hero,3,Petrol
1704,VEH006974,Truck,Mahindra,2,Diesel
1705,VEH005843,Truck,BharatBenz,6,Diesel
1706,VEH001966,Car,Volkswagen,10,Diesel
1707,VEH000694,Bus,Tata,5,CNG
1708,VEH005750,Auto Rickshaw,Piaggio,10,CNG
1709,VEH005481,Bike,Suzuki,6,Petrol
1710,VEH007298,Scooter,Honda,7,Petrol
1711,VEH004002,Car,Tata,8,Petrol
1712,VEH002973,Car,Hyundai,17,Diesel
1713,VEH003057,Bike,Bajaj,4,Petrol
1714,VEH006326,Truck,Ashok Leyland,14,Diesel
1715,VEH000283,Scooter,Vespa,4,Electric
1716,VEH005760,Car,Mahindra,7,Diesel
1717,VEH003506,Car,Volkswagen,3,Petrol
1718,VEH007299,Bike,Royal Enfield,0,Petrol
1719,VEH000519,Auto Rickshaw,Piaggio,3,Petrol
1720,VEH006129,Car,Toyota,10,Diesel
1721,VEH002532,Auto Rickshaw,TVS,1,Petrol
1722,VEH002537,Scooter,TVS,2,Electric
1723,VEH004687,Bike,Hero,1,Petrol
1724,VEH001763,Scooter,Honda,1,Petrol
1725,VEH001975,Bus,Tata,0,CNG
1726,VEH000587,Truck,Tata,3,CNG
1727,VEH002605,Scooter,Bajaj,10,Petrol
1728,VEH006969,Scooter,Honda,16,Petrol
1729,VEH005528,Bike,Royal Enfield,10,Petrol
1730,VEH000180,Scooter,Vespa,12,Electric
1731,VEH006032,Car,Tata,5,Electric
1732,VEH005123,Scooter,Suzuki,8,Petrol
1733,VEH003659,Car,Tata,5,Diesel
1734,VEH004397,Scooter,Suzuki,0,Petrol
1735,VEH004040,Bike,Hero,0,Electric
1736,VEH004184,Van,Maruti Suzuki,7,Diesel
1737,VEH003562,Truck,Tata,4,Diesel
1738,VEH000929,Scooter,Suzuki,2,Petrol
1739,VEH005302,Car,Honda,0,Petrol
1740,VEH005197,Bike,Bajaj,1,Electric
1741,VEH004950,Scooter,TVS,17,Petrol
1742,VEH004148,Bus,Tata,1,Diesel
1743,VEH004311,Car,Maruti Suzuki,18,Petrol
1744,VEH001705,Car,Honda,7,Electric
1745,VEH002097,Van,Maruti Suzuki,3,Petrol
1746,VEH002633,Scooter,Honda,5,Petrol
1747,VEH007950,Scooter,TVS,8,Electric
1748,VEH003453,Bike,Royal Enfield,9,Petrol
1749,VEH006366,Car,Kia,4,Petrol
1750,VEH006991,Scooter,Vespa,4,Petrol
1751,VEH005049,Truck,Mahindra,0,Diesel
1752,VEH000286,Truck,BharatBenz,19,Diesel
1753,VEH004730,Auto Rickshaw,Bajaj,4,Petrol
1754,VEH000625,Scooter,Honda,3,Electric
1755,VEH003029,Car,Volkswagen,18,Petrol
1756,VEH004745,Bus,Ashok Leyland,12,CNG
1757,VEH007322,Car,Volkswagen,2,Diesel
1758,VEH001713,Bike,Hero,10,Petrol
1759,VEH002039,Car,Hyundai,4,CNG
1760,VEH004057,Bike,Suzuki,2,Petrol
1761,VEH000139,Bike,Royal Enfield,7,Petrol
1762,VEH000556,Auto Rickshaw,Bajaj,9,CNG
1763,VEH002161,Bike,Bajaj,8,Electric
1764,VEH003837,Bus,Ashok Leyland,6,Diesel
1765,VEH003397,Car,Toyota,4,Diesel
1766,VEH004212,Car,Kia,19,Petrol
1767,VEH004166,Bike,Yamaha,11,Petrol
1768,VEH003828,Bike,Yamaha,1,Petrol
1769,VEH007477,Bike,Hero,19,Petrol
1770,VEH003529,Car,Volkswagen,2,Diesel
1771,VEH005350,Auto Rickshaw,TVS,1,CNG
1772,VEH001258,Bike,Honda,0,Petrol
1773,VEH007581,Auto Rickshaw,Piaggio,6,CNG
1774,VEH006410,Car,Mahindra,10,Diesel
1775,VEH000141,Bike,Bajaj,2,Electric
1776,VEH002048,Bus,Ashok Leyland,5,Diesel
1777,VEH000536,Truck,Tata,1,Diesel
1778,VEH004620,Bike,Yamaha,0,Petrol
1779,VEH000461,Bike,Honda,3,Electric
1780,VEH002375,Bike,Honda,2,Electric
1781,VEH002850,Car,Volkswagen,19,Petrol
1782,VEH001976,Scooter,Honda,3,Petrol
1783,VEH004889,Car,Mahindra,4,CNG
1784,VEH000605,Car,Hyundai,7,Petrol
1785,VEH003771,Bike,Honda,9,Petrol
1786,VEH005956,Bike,Royal Enfield,8,Petrol
1787,VEH000478,Car,Volkswagen,1,Diesel
1788,VEH001426,Car,Tata,19,Petrol
1789,VEH000942,Auto Rickshaw,Bajaj,8,Petrol
1790,VEH001144,Car,Kia,4,CNG
1791,VEH002616,Car,Toyota,10,CNG
1792,VEH002896,Scooter,Suzuki,5,Petrol
1793,VEH001818,Car,Hyundai,18,Petrol
1794,VEH007389,Auto Rickshaw,TVS,3,CNG
1795,VEH006904,Bike,Bajaj,3,Petrol
1796,VEH001673,Car,Tata,10,Petrol
1797,VEH003981,Scooter,Vespa,8,Petrol
1798,VEH002632,Bike,Bajaj,2,Petrol
1799,VEH003712,Bike,TVS,1,Petrol
1800,VEH001305,Scooter,Hero,5,Electric
1801,VEH002658,Scooter,Vespa,3,Petrol
1802,VEH004315,Bike,TVS,2,Petrol
1803,VEH001564,Car,Toyota,4,Electric
1804,VEH002181,Car,Volkswagen,13,CNG
1805,VEH000465,Auto Rickshaw,Bajaj,5,CNG
1806,VEH000256,Car,Kia,9,Petrol
1807,VEH006620,Bike,Bajaj,4,Petrol
1808,VEH007066,Car,Toyota,20,Diesel
1809,VEH005953,Bike,Yamaha,5,Petrol
1810,VEH006037,Car,Mahindra,4,CNG
1811,VEH002303,Bike,KTM,6,Petrol
1812,VEH007006,Car,Mahindra,4,Petrol
1813,VEH006701,Car,Tata,3,Electric
1814,VEH004647,Bike,Yamaha,10,Petrol
1815,VEH002777,Car,Toyota,6,Petrol
1816,VEH003794,Scooter,Vespa,17,Electric
1817,VEH004132,Truck,Eicher,10,Diesel
1818,VEH003051,Auto Rickshaw,TVS,1,CNG
1819,VEH006486,Car,Mahindra,0,Petrol
1820,VEH004726,Car,Mahindra,5,Petrol
1821,VEH006713,Van,Force,5,CNG
1822,VEH000565,Car,Kia,14,Diesel
1823,VEH000423,Scooter,Vespa,5,Petrol
1824,VEH000059,Auto Rickshaw,Bajaj,6,CNG
1825,VEH005851,Car,Toyota,9,Petrol
1826,VEH004798,Bike,Honda,0,Petrol
1827,VEH003672,Bike,Bajaj,18,Petrol
1828,VEH002836,Bike,KTM,7,Petrol
1829,VEH001031,Bike,Honda,3,Petrol
1830,VEH006786,Bike,Yamaha,0,Electric
1831,VEH006523,Bike,Suzuki,4,Petrol
1832,VEH005359,Auto Rickshaw,TVS,7,CNG
1833,VEH007104,Car,Maruti Suzuki,3,Petrol
1834,VEH005630,Scooter,Bajaj,7,Petrol
1835,VEH007908,Car,Mahindra,2,Petrol
1836,VEH003876,Scooter,Honda,1,Petrol
1837,VEH002313,Bike,KTM,15,Petrol
1838,VEH006870,Bike,Bajaj,1,Petrol
1839,VEH004377,Scooter,Suzuki,1,Petrol
1840,VEH001011,Bike,Honda,5,Petrol
1841,VEH001551,Bike,Hero,4,Petrol
1842,VEH004466,Auto Rickshaw,Piaggio,7,CNG
1843,VEH000268,Car,Toyota,5,Electric
1844,VEH001420,Scooter,TVS,3,Electric
1845,VEH007107,Bike,Hero,6,Petrol
1846,VEH004734,Bike,Yamaha,17,Petrol
1847,VEH004988,Bike,TVS,13,Petrol
1848,VEH006889,Car,Tata,16,Petrol
1849,VEH006154,Bike,Yamaha,8,Petrol
1850,VEH003190,Bike,Bajaj,9,Petrol
1851,VEH007809,Bike,Hero,3,Petrol
1852,VEH000570,Car,Toyota,14,Diesel
1853,VEH003612,Car,Tata,8,CNG
1854,VEH000297,Scooter,Bajaj,4,Petrol
1855,VEH003625,Bike,TVS,3,Petrol
1856,VEH002128,Car,Tata,1,Petrol
1857,VEH006132,Bike,Suzuki,5,Petrol
1858,VEH006324,Van,Maruti Suzuki,6,Diesel
1859,VEH005798,Scooter,Hero,4,Petrol
1860,VEH004048,Truck,BharatBenz,16,Diesel
1861,VEH006036,Scooter,TVS,12,Petrol
1862,VEH005296,Auto Rickshaw,Bajaj,5,Diesel
1863,VEH001112,Bike,Honda,6,Petrol
1864,VEH002475,Scooter,Hero,3,Petrol
1865,VEH007711,Bike,TVS,0,Electric
1866,VEH005974,Bike,Honda,4,Petrol
1867,VEH006284,Bike,Yamaha,5,Electric
1868,VEH000510,Car,Tata,1,Diesel
1869,VEH000719,Bike,TVS,1,Petrol
1870,VEH007410,Bike,Honda,11,Petrol
1871,VEH005697,Car,Mahindra,3,Petrol
1872,VEH007234,Bike,KTM,2,Petrol
1873,VEH002566,Auto Rickshaw,Piaggio,0,CNG
1874,VEH006890,Car,Kia,5,Diesel
1875,VEH006608,Bike,Royal Enfield,9,Petrol
1876,VEH006643,Bike,KTM,1,Electric
1877,VEH007469,Bike,Yamaha,3,Petrol
1878,VEH006057,Car,Honda,1,Petrol
1879,VEH003146,Auto Rickshaw,Piaggio,8,Diesel
1880,VEH000157,Scooter,Suzuki,10,Petrol
1881,VEH007800,Scooter,Hero,6,Petrol
1882,VEH003257,Car,Honda,1,Electric
1883,VEH002560,Bike,Royal Enfield,0,Petrol
1884,VEH003780,Bike,Honda,4,Petrol
1885,VEH001027,Bike,Honda,7,Petrol
1886,VEH007073,Bike,Suzuki,4,Electric
1887,VEH003458,Bike,Honda,2,Electric
1888,VEH003978,Bike,Yamaha,10,Electric
1889,VEH004867,Car,Toyota,9,Diesel
1890,VEH000722,Bike,Hero,5,Petrol
1891,VEH006553,Car,Toyota,0,Petrol
1892,VEH001582,Car,Volkswagen,0,Electric
1893,VEH007444,Car,Maruti Suzuki,18,Petrol
1894,VEH007657,Scooter,Hero,0,Petrol
1895,VEH006943,Auto Rickshaw,Bajaj,5,CNG
1896,VEH005364,Bike,Royal Enfield,6,Petrol
1897,VEH000713,Bike,Royal Enfield,0,Petrol
1898,VEH002940,Car,Volkswagen,1,Electric
1899,VEH006415,Car,Maruti Suzuki,0,Diesel
1900,VEH000093,Car,Honda,0,Electric
1901,VEH003402,Bike,Royal Enfield,0,Petrol
1902,VEH000244,Bike,Bajaj,9,Petrol
1903,VEH004936,Bike,Honda,11,Electric
1904,VEH002791,Bike,Suzuki,19,Electric
1905,VEH002460,Scooter,Bajaj,17,Petrol
1906,VEH004842,Car,Volkswagen,2,Diesel
1907,VEH004862,Scooter,Bajaj,3,Petrol
1908,VEH007650,Car,Volkswagen,2,Diesel
1909,VEH002186,Bike,Yamaha,1,Petrol
1910,VEH007601,Bike,Suzuki,8,Petrol
1911,VEH004277,Truck,Tata,5,Diesel
1912,VEH003141,Bike,KTM,0,Petrol
1913,VEH007787,Car,Volkswagen,5,Petrol
1914,VEH002562,Bike,Hero,8,Petrol
1915,VEH006538,Car,Maruti Suzuki,18,Petrol
1916,VEH001793,Bike,Suzuki,7,Petrol
1917,VEH000028,Scooter,Bajaj,5,Petrol
1918,VEH007094,Bike,KTM,10,Electric
1919,VEH003768,Scooter,TVS,8,Petrol
1920,VEH006864,Bike,Royal Enfield,1,Petrol
1921,VEH004509,Bike,Honda,13,Petrol
1922,VEH003544,Bike,KTM,1,Petrol
1923,VEH007651,Bike,Bajaj,1,Petrol
1924,VEH000891,Car,Toyota,4,Petrol
1925,VEH002339,Bike,Honda,3,Petrol
1926,VEH004584,Scooter,Bajaj,7,Electric
1927,VEH000430,Bike,Suzuki,11,Petrol
1928,VEH000708,Car,Volkswagen,17,Diesel
1929,VEH005133,Auto Rickshaw,TVS,4,CNG
1930,VEH005894,Bike,Bajaj,2,Petrol
1931,VEH005881,Auto Rickshaw,TVS,1,Petrol
1932,VEH006234,Bike,Royal Enfield,2,Petrol
1933,VEH003547,Bike,TVS,0,Electric
1934,VEH007631,Car,Kia,10,Petrol
1935,VEH006722,Scooter,TVS,3,Petrol
1936,VEH002831,Scooter,Suzuki,3,Petrol
1937,VEH006498,Bike,Royal Enfield,10,Petrol
1938,VEH004320,Truck,Eicher,8,Diesel
1939,VEH006094,Bike,Bajaj,6,Petrol
1940,VEH005693,Scooter,Honda,16,Electric
1941,VEH007786,Bike,Suzuki,5,Petrol
1942,VEH002268,Bus,Ashok Leyland,2,Diesel
1943,VEH003132,Car,Hyundai,17,CNG
1944,VEH000986,Auto Rickshaw,TVS,5,Diesel
1945,VEH006127,Bike,Honda,19,Petrol
1946,VEH003994,Bike,TVS,10,Petrol
1947,VEH000616,Auto Rickshaw,TVS,0,Diesel
1948,VEH006467,Car,Kia,2,Petrol
1949,VEH004717,Bike,Honda,2,Petrol
1950,VEH000486,Bike,Suzuki,5,Electric
1951,VEH006700,Bike,Suzuki,5,Petrol
1952,VEH006657,Bike,Bajaj,5,Petrol
1953,VEH002265,Scooter,Suzuki,1,Petrol
1954,VEH006191,Bike,Royal Enfield,5,Petrol
1955,VEH003037,Bike,Honda,10,Petrol
1956,VEH000612,Bike,Yamaha,3,Petrol
1957,VEH002690,Bike,Honda,11,Petrol
1958,VEH005333,Car,Mahindra,1,Petrol
1959,VEH005903,Van,Maruti Suzuki,3,CNG
1960,VEH004460,Car,Tata,13,Electric
1961,VEH003031,Car,Maruti Suzuki,10,Petrol
1962,VEH003073,Car,Toyota,0,Petrol
1963,VEH003746,Truck,Mahindra,9,Diesel
1964,VEH007671,Bike,KTM,11,Electric
1965,VEH005654,Scooter,Honda,3,Electric
1966,VEH004093,Bike,Bajaj,10,Petrol
1967,VEH005869,Scooter,Hero,3,Petrol
1968,VEH002212,Car,Hyundai,6,CNG
1969,VEH001773,Auto Rickshaw,Bajaj,7,Diesel
1970,VEH001185,Car,Tata,4,Diesel
1971,VEH007681,Bike,Royal Enfield,5,Petrol
1972,VEH006836,Bike,Royal Enfield,0,Petrol
1973,VEH007002,Bike,Bajaj,6,Electric
1974,VEH000469,Scooter,Vespa,2,Petrol
1975,VEH005955,Bike,Honda,17,Petrol
1976,VEH006616,Bike,KTM,5,Petrol
1977,VEH006208,Car,Tata,5,Diesel
1978,VEH000395,Bike,Royal Enfield,3,Petrol
1979,VEH004131,Bike,Bajaj,10,Petrol
1980,VEH003949,Bike,KTM,8,Petrol
1981,VEH002017,Car,Maruti Suzuki,2,Electric
1982,VEH000591,Bike,KTM,0,Electric
1983,VEH005150,Bike,Royal Enfield,5,Petrol
1984,VEH004843,Bike,KTM,4,Electric
1985,VEH003094,Bike,TVS,14,Petrol
1986,VEH003256,Scooter,Honda,5,Petrol
1987,VEH007374,Auto Rickshaw,Bajaj,1,Petrol
1988,VEH003522,Bike,Yamaha,2,Petrol
1989,VEH001851,Scooter,Honda,1,Petrol
1990,VEH002775,Car,Hyundai,5,Petrol
1991,VEH005219,Scooter,Hero,4,Petrol
1992,VEH003739,Bike,Royal Enfield,1,Electric
1993,VEH005174,Bike,Yamaha,14,Petrol
1994,VEH004880,Scooter,Hero,3,Electric
1995,VEH004210,Bike,TVS,5,Petrol
1996,VEH006937,Bike,Royal Enfield,4,Petrol
1997,VEH004167,Bike,Bajaj,3,Petrol
1998,VEH001046,Scooter,Honda,6,Petrol
1999,VEH000165,Car,Volkswagen,12,Petrol
2000,VEH005247,Bike,Honda,9,Petrol
2001,VEH002664,Car,Kia,14,Electric
2002,VEH004143,Auto Rickshaw,Bajaj,7,Petrol
2003,VEH003183,Bike,Suzuki,2,Electric
2004,VEH000793,Car,Maruti Suzuki,5,Diesel
2005,VEH005499,Auto Rickshaw,Bajaj,5,Petrol
2006,VEH006329,Car,Toyota,2,Petrol
2007,VEH006568,Bike,Suzuki,0,Petrol
2008,VEH002020,Bike,TVS,1,Electric
2009,VEH002545,Car,Volkswagen,5,Petrol
2010,VEH004736,Car,Volkswagen,1,Petrol
2011,VEH004691,Bike,KTM,5,Electric
2012,VEH007512,Bike,TVS,8,Petrol
2013,VEH004827,Bike,Suzuki,0,Electric
2014,VEH003766,Car,Honda,1,Petrol
2015,VEH001393,Car,Volkswagen,5,Diesel
2016,VEH001758,Bike,TVS,0,Petrol
2017,VEH007042,Car,Honda,16,Diesel
2018,VEH006936,Bike,Honda,5,Petrol
2019,VEH000739,Truck,Ashok Leyland,5,Diesel
2020,VEH004714,Auto Rickshaw,Bajaj,4,Petrol
2021,VEH002404,Car,Kia,1,CNG
2022,VEH006260,Auto Rickshaw,TVS,4,Diesel
2023,VEH000790,Bike,Honda,0,Petrol
2024,VEH002864,Car,Honda,5,Petrol
