location_surrogate_key,location_key,area_name,city_id,city,state,latitude,longitude
725,LOC02516,Market Area,C095,Jamshedpur,Jharkhand,22.816743,86.20352
726,LOC00810,Bypass Road,C047,Thiruvananthapuram,Kerala,8.51181,76.935387
727,LOC02027,Railway Crossing,C023,Kolkata,West Bengal,22.570188,88.373164
728,LOC01007,Ring Road,C075,Jamnagar,Gujarat,22.470137,70.068846
729,LOC00401,Ring Road,C082,Bareilly,Uttar Pradesh,28.352392,79.437067
730,LOC01699,Flyover Junction,C007,Kolhapur,Maharashtra,16.709508,74.23884
731,LOC00518,Flyover Junction,C054,Haridwar,Uttarakhand,29.936194,78.150548
732,LOC02634,Station Area,C092,Sagar,Madhya Pradesh,23.843934,78.732384
733,LOC01289,Railway Crossing,C091,Ujjain,Madhya Pradesh,23.188026,75.773373
734,LOC00383,Market Area,C066,Hubli,Karnataka,15.367438,75.110057
735,LOC01971,Station Area,C099,Kozhikode,Kerala,11.26725,75.786622
736,LOC01392,Station Area,C039,Bhopal,Madhya Pradesh,23.269629,77.410467
737,LOC02006,Station Area,C087,Mathura,Uttar Pradesh,27.491934,77.678329
738,LOC01219,Clock Tower Area,C050,Amritsar,Punjab,31.632598,74.886285
739,LOC02773,Bus Stand Area,C037,Agra,Uttar Pradesh,27.164998,78.022553
740,LOC00808,Old City,C088,Howrah,West Bengal,22.564403,88.254862
741,LOC02963,Main Road,C018,Coimbatore,Tamil Nadu,11.00603,76.954293
742,LOC02759,Railway Crossing,C065,Nanded,Maharashtra,19.133312,77.31493
743,LOC01073,New Colony,C065,Nanded,Maharashtra,19.149953,77.315685
744,LOC01190,Bypass Road,C055,Raipur,Chhattisgarh,21.248322,81.634715
745,LOC02528,Bypass Road,C039,Bhopal,Madhya Pradesh,23.245331,77.411902
746,LOC01769,City Center,C047,Thiruvananthapuram,Kerala,8.511515,76.932519
747,LOC00281,New Colony,C076,Gandhinagar,Gujarat,23.204387,72.634477
748,LOC01420,City Center,C099,Kozhikode,Kerala,11.256783,75.77906
749,LOC02181,Station Area,C020,Salem,Tamil Nadu,11.652338,78.152116
750,LOC02245,Industrial Area,C035,Varanasi,Uttar Pradesh,25.329985,83.01639
751,LOC01104,New Colony,C086,Saharanpur,Uttar Pradesh,29.959372,77.549197
752,LOC01932,Highway Junction,C042,Gwalior,Madhya Pradesh,26.223228,78.186122
753,LOC00479,Station Area,C092,Sagar,Madhya Pradesh,23.833392,78.744756
754,LOC02926,Market Area,C085,Jhansi,Uttar Pradesh,25.457348,78.568983
755,LOC01842,Old City,C006,Solapur,Maharashtra,17.665096,75.912519
756,LOC00583,IT Park Area,C087,Mathura,Uttar Pradesh,27.482166,77.670499
757,LOC00666,Ring Road,C057,Visakhapatnam,Andhra Pradesh,17.692775,83.218372
758,LOC00568,Main Road,C072,Vellore,Tamil Nadu,12.911067,79.137964
759,LOC01305,Railway Crossing,C011,Faridabad,Delhi NCR,28.402698,77.314751
760,LOC02756,Railway Crossing,C021,Erode,Tamil Nadu,11.34922,77.729191
761,LOC00741,Main Road,C011,Faridabad,Delhi NCR,28.411044,77.308239
762,LOC01027,IT Park Area,C041,Jabalpur,Madhya Pradesh,23.178792,79.975677
763,LOC01261,Ring Road,C021,Erode,Tamil Nadu,11.344726,77.72528
764,LOC02405,Old City,C013,Mysuru,Karnataka,12.292323,76.647137
765,LOC02411,Bus Stand Area,C083,Moradabad,Uttar Pradesh,28.828144,78.768673
766,LOC01606,Clock Tower Area,C099,Kozhikode,Kerala,11.262403,75.781992
767,LOC02087,Highway Junction,C069,Shimoga,Karnataka,13.943958,75.567683
768,LOC02674,Highway Junction,C025,Surat,Gujarat,21.18452,72.835214
769,LOC02567,Clock Tower Area,C039,Bhopal,Madhya Pradesh,23.268929,77.402037
770,LOC02562,Market Area,C033,Lucknow,Uttar Pradesh,26.855992,80.950048
771,LOC02275,Station Area,C098,Rourkela,Odisha,22.271777,84.900458
772,LOC01247,Highway Junction,C095,Jamshedpur,Jharkhand,22.813078,86.200088
773,LOC02890,City Center,C051,Guwahati,Assam,26.129828,91.727542
774,LOC00158,Bypass Road,C092,Sagar,Madhya Pradesh,23.839024,78.730855
775,LOC01690,Industrial Area,C024,Ahmedabad,Gujarat,23.016455,72.576621
776,LOC00490,Industrial Area,C025,Surat,Gujarat,21.158709,72.816698
777,LOC01249,Clock Tower Area,C077,Junagadh,Gujarat,21.509769,70.465427
778,LOC01472,Station Area,C031,Kota,Rajasthan,25.209132,75.860257
779,LOC00614,Market Area,C067,Belgaum,Karnataka,15.841094,74.50569
780,LOC01998,New Colony,C024,Ahmedabad,Gujarat,23.025543,72.56551
781,LOC00395,Old City,C034,Kanpur,Uttar Pradesh,26.449102,80.328936
782,LOC00755,Railway Crossing,C059,Thane,Maharashtra,19.21837,72.968502
783,LOC00323,Railway Crossing,C058,Vijayawada,Andhra Pradesh,16.504848,80.645332
784,LOC02449,Clock Tower Area,C076,Gandhinagar,Gujarat,23.229626,72.6341
785,LOC00164,Bus Stand Area,C057,Visakhapatnam,Andhra Pradesh,17.698337,83.215984
786,LOC02646,Market Area,C080,Bharatpur,Rajasthan,27.216996,77.484548
787,LOC00195,Station Area,C071,Tirunelveli,Tamil Nadu,8.706443,77.748973
788,LOC00892,Old City,C056,Bilaspur,Chhattisgarh,22.071311,82.135822
789,LOC01107,Bus Stand Area,C087,Mathura,Uttar Pradesh,27.501434,77.677329
790,LOC01587,Railway Crossing,C057,Visakhapatnam,Andhra Pradesh,17.688876,83.211999
791,LOC02045,Main Road,C077,Junagadh,Gujarat,21.533383,70.451706
792,LOC01191,Old City,C036,Prayagraj,Uttar Pradesh,25.427531,81.841769
793,LOC01369,Railway Crossing,C107,Karimnagar,Telangana,18.447057,79.136069
794,LOC00545,City Center,C085,Jhansi,Uttar Pradesh,25.461916,78.564238
795,LOC01517,Bus Stand Area,C109,Tirupati,Andhra Pradesh,13.615979,79.423682
796,LOC01737,Bypass Road,C082,Bareilly,Uttar Pradesh,28.365974,79.427086
797,LOC00422,New Colony,C030,Udaipur,Rajasthan,24.590861,73.702227
798,LOC01470,IT Park Area,C036,Prayagraj,Uttar Pradesh,25.439614,81.833887
799,LOC01343,City Center,C057,Visakhapatnam,Andhra Pradesh,17.692353,83.232733
800,LOC01512,IT Park Area,C032,Ajmer,Rajasthan,26.444657,74.639912
801,LOC02341,Gachibowli,C015,Hyderabad,Telangana,17.396468,78.487127
802,LOC01889,Industrial Area,C047,Thiruvananthapuram,Kerala,8.510085,76.92643
803,LOC02849,Highway Junction,C010,Gurugram,Delhi NCR,28.470311,77.031523
804,LOC00863,Bus Stand Area,C078,Bikaner,Rajasthan,28.023637,73.299326
805,LOC02618,Old City,C044,Ranchi,Jharkhand,23.339229,85.31884
806,LOC00702,Flyover Junction,C060,Navi Mumbai,Maharashtra,19.021411,73.043372
807,LOC02722,Flyover Junction,C077,Junagadh,Gujarat,21.515184,70.460885
808,LOC01235,Ring Road,C048,Chandigarh,Punjab,30.734823,76.790552
809,LOC00567,IT Park Area,C098,Rourkela,Odisha,22.250643,84.886609
810,LOC00615,Clock Tower Area,C028,Jaipur,Rajasthan,26.905409,75.800865
811,LOC01484,Bus Stand Area,C050,Amritsar,Punjab,31.645308,74.863481
812,LOC01819,Station Area,C106,Silchar,Assam,24.831062,92.791172
813,LOC01120,Banjara Hills,C015,Hyderabad,Telangana,17.379252,78.498996
814,LOC00768,Flyover Junction,C070,Tiruchirappalli,Tamil Nadu,10.801003,78.718593
815,LOC02805,Station Area,C029,Jodhpur,Rajasthan,26.23061,73.014094
816,LOC02280,IT Park Area,C058,Vijayawada,Andhra Pradesh,16.495151,80.637261
817,LOC00560,Flyover Junction,C109,Tirupati,Andhra Pradesh,13.642217,79.424879
818,LOC01712,Ring Road,C013,Mysuru,Karnataka,12.306266,76.651617
819,LOC00533,New Colony,C087,Mathura,Uttar Pradesh,27.499874,77.660857
820,LOC02408,Bypass Road,C079,Alwar,Rajasthan,27.56431,76.628723
821,LOC00125,IT Park Area,C024,Ahmedabad,Gujarat,23.030523,72.565804
822,LOC00626,Clock Tower Area,C088,Howrah,West Bengal,22.574798,88.252735
823,LOC02837,Bypass Road,C018,Coimbatore,Tamil Nadu,11.003277,76.957261
824,LOC02718,Bypass Road,C039,Bhopal,Madhya Pradesh,23.26493,77.420985
825,LOC00931,Old City,C017,Chennai,Tamil Nadu,13.072372,80.284788
826,LOC02441,IT Park Area,C034,Kanpur,Uttar Pradesh,26.459276,80.319563
827,LOC02973,Highway Junction,C096,Dhanbad,Jharkhand,23.79823,86.431393
828,LOC00604,Industrial Area,C023,Kolkata,West Bengal,22.584046,88.376952
829,LOC02979,New Colony,C094,Muzaffarpur,Bihar,26.13651,85.405389
830,LOC00521,Clock Tower Area,C019,Madurai,Tamil Nadu,9.914585,78.121944
831,LOC00669,City Center,C075,Jamnagar,Gujarat,22.474586,70.055388
832,LOC00163,Railway Crossing,C016,Warangal,Telangana,17.970223,79.595761
833,LOC02730,Industrial Area,C074,Bhavnagar,Gujarat,21.763834,72.138988
834,LOC01377,Clock Tower Area,C101,Jalandhar,Punjab,31.322762,75.563296
835,LOC00463,Ring Road,C049,Ludhiana,Punjab,30.906237,75.85191
836,LOC01936,City Center,C099,Kozhikode,Kerala,11.245162,75.784529
837,LOC02142,Industrial Area,C033,Lucknow,Uttar Pradesh,26.837598,80.934386
838,LOC01501,Bus Stand Area,C104,Ambala,Haryana,30.378804,76.789839
839,LOC00031,Railway Crossing,C078,Bikaner,Rajasthan,28.030204,73.300691
840,LOC02157,Bus Stand Area,C096,Dhanbad,Jharkhand,23.788323,86.434916
841,LOC00687,Highway Junction,C083,Moradabad,Uttar Pradesh,28.830746,78.773608
842,LOC00643,City Center,C035,Varanasi,Uttar Pradesh,25.313755,83.004707
843,LOC01215,Industrial Area,C103,Panipat,Haryana,29.394776,76.962606
844,LOC01938,IT Park Area,C109,Tirupati,Andhra Pradesh,13.623621,79.415078
845,LOC02387,Old City,C038,Meerut,Uttar Pradesh,28.976508,77.705587
846,LOC02689,Market Area,C014,Mangaluru,Karnataka,12.904956,74.869986
847,LOC01732,Station Area,C065,Nanded,Maharashtra,19.151735,77.327204
848,LOC01945,Industrial Area,C078,Bikaner,Rajasthan,28.016462,73.299622
849,LOC02851,IT Park Area,C090,Siliguri,West Bengal,26.715603,88.389064
850,LOC02315,Bus Stand Area,C089,Durgapur,West Bengal,23.52761,87.305086
851,LOC00433,Clock Tower Area,C062,Sangli,Maharashtra,16.862078,74.577254
852,LOC00246,Main Road,C055,Raipur,Chhattisgarh,21.264866,81.63606
853,LOC02099,IT Park Area,C106,Silchar,Assam,24.821145,92.765926
854,LOC00154,Zero Mile,C003,Nagpur,Maharashtra,21.14098,79.074436
855,LOC02899,MG Road,C012,Bengaluru,Karnataka,12.985867,77.581835
856,LOC00045,Clock Tower Area,C052,Shillong,Meghalaya,25.569123,91.885094
857,LOC00275,Bus Stand Area,C035,Varanasi,Uttar Pradesh,25.329485,83.002111
858,LOC00628,Main Road,C087,Mathura,Uttar Pradesh,27.47937,77.666007
859,LOC02117,Railway Crossing,C004,Nashik,Maharashtra,19.985396,73.798792
860,LOC00586,Market Area,C050,Amritsar,Punjab,31.630087,74.863445
861,LOC02920,Flyover Junction,C041,Jabalpur,Madhya Pradesh,23.183404,79.991502
862,LOC02437,Clock Tower Area,C091,Ujjain,Madhya Pradesh,23.1694,75.778986
863,LOC02632,Old City,C074,Bhavnagar,Gujarat,21.75316,72.158386
864,LOC02134,Old City,C076,Gandhinagar,Gujarat,23.227937,72.632534
865,LOC02268,Station Area,C005,Aurangabad,Maharashtra,19.885196,75.345571
866,LOC00569,Bypass Road,C051,Guwahati,Assam,26.14909,91.743183
867,LOC00243,IT Park Area,C089,Durgapur,West Bengal,23.514487,87.321206
868,LOC02959,Railway Crossing,C046,Kochi,Kerala,9.945552,76.265887
869,LOC03000,Bus Stand Area,C014,Mangaluru,Karnataka,12.900994,74.849081
870,LOC01310,Industrial Area,C039,Bhopal,Madhya Pradesh,23.249318,77.414312
871,LOC00908,Bypass Road,C045,Bhubaneswar,Odisha,20.308237,85.824098
872,LOC01818,Highway Junction,C060,Navi Mumbai,Maharashtra,19.039686,73.044418
873,LOC00965,City Center,C016,Warangal,Telangana,17.990874,79.584814
874,LOC01341,Railway Crossing,C087,Mathura,Uttar Pradesh,27.484473,77.672878
875,LOC02713,Flyover Junction,C040,Indore,Madhya Pradesh,22.704703,75.866582
876,LOC00022,Market Area,C060,Navi Mumbai,Maharashtra,19.028945,73.034271
877,LOC00161,Railway Crossing,C087,Mathura,Uttar Pradesh,27.488454,77.663448
878,LOC02424,Bypass Road,C081,Agra Rural,Uttar Pradesh,27.251431,78.03636
879,LOC02960,Bypass Road,C106,Silchar,Assam,24.848243,92.782935
880,LOC02823,City Center,C105,Dibrugarh,Assam,27.443627,94.900789
881,LOC02795,Station Area,C021,Erode,Tamil Nadu,11.336547,77.72528
882,LOC01087,New Colony,C055,Raipur,Chhattisgarh,21.258741,81.622354
883,LOC02055,Station Area,C106,Silchar,Assam,24.82734,92.766268
884,LOC02803,Bypass Road,C101,Jalandhar,Punjab,31.324663,75.578835
885,LOC01487,Old City,C045,Bhubaneswar,Odisha,20.288371,85.832309
886,LOC01630,Zero Mile,C003,Nagpur,Maharashtra,21.146384,79.094922
887,LOC02379,Bus Stand Area,C036,Prayagraj,Uttar Pradesh,25.427893,81.842106
888,LOC00692,Industrial Area,C004,Nashik,Maharashtra,20.003253,73.776914
889,LOC01830,Flyover Junction,C075,Jamnagar,Gujarat,22.462363,70.059383
890,LOC00280,Market Area,C042,Gwalior,Madhya Pradesh,26.222754,78.188607
891,LOC02867,Industrial Area,C068,Davangere,Karnataka,14.468373,75.907084
892,LOC00798,Bypass Road,C086,Saharanpur,Uttar Pradesh,29.966314,77.550309
893,LOC00542,New Colony,C088,Howrah,West Bengal,22.577513,88.248497
894,LOC00814,IT Park Area,C059,Thane,Maharashtra,19.231322,72.988176
895,LOC02469,Highway Junction,C007,Kolhapur,Maharashtra,16.702221,74.246406
896,LOC00660,Industrial Area,C018,Coimbatore,Tamil Nadu,11.015958,76.954863
897,LOC01259,Railway Crossing,C039,Bhopal,Madhya Pradesh,23.254742,77.401015
898,LOC02833,Main Road,C034,Kanpur,Uttar Pradesh,26.460377,80.330068
899,LOC02443,Station Area,C022,Tirupati,Tamil Nadu,13.615506,79.422646
900,LOC00633,Bypass Road,C086,Saharanpur,Uttar Pradesh,29.956125,77.530117
901,LOC00812,Ring Road,C040,Indore,Madhya Pradesh,22.718121,75.85381
902,LOC01854,Bypass Road,C098,Rourkela,Odisha,22.268866,84.891482
903,LOC01955,New Colony,C059,Thane,Maharashtra,19.229426,72.986655
904,LOC00501,Station Area,C035,Varanasi,Uttar Pradesh,25.317105,82.998637
905,LOC00083,City Center,C100,Thrissur,Kerala,10.532444,76.201382
906,LOC02175,Flyover Junction,C055,Raipur,Chhattisgarh,21.255802,81.615571
907,LOC02668,Industrial Area,C107,Karimnagar,Telangana,18.437252,79.129858
908,LOC00770,Pitampura,C008,Delhi,Delhi NCR,28.711092,77.097875
909,LOC01861,New Colony,C071,Tirunelveli,Tamil Nadu,8.727609,77.748778
910,LOC00372,IT Park Area,C016,Warangal,Telangana,17.990684,79.585719
911,LOC02813,Market Area,C022,Tirupati,Tamil Nadu,13.639184,79.409018
912,LOC00541,Bypass Road,C021,Erode,Tamil Nadu,11.337648,77.704194
913,LOC02994,Bus Stand Area,C081,Agra Rural,Uttar Pradesh,27.243759,78.051036
914,LOC01407,City Center,C020,Salem,Tamil Nadu,11.669446,78.134762
915,LOC01622,Clock Tower Area,C021,Erode,Tamil Nadu,11.335045,77.727384
916,LOC00794,Industrial Area,C106,Silchar,Assam,24.830051,92.778442
917,LOC00414,Station Area,C098,Rourkela,Odisha,22.249558,84.890606
918,LOC00689,Bus Stand Area,C105,Dibrugarh,Assam,27.454833,94.898323
919,LOC02757,Market Area,C023,Kolkata,West Bengal,22.560553,88.352339
920,LOC01894,Station Area,C095,Jamshedpur,Jharkhand,22.792039,86.203349
921,LOC01077,Flyover Junction,C110,Guntur,Andhra Pradesh,16.309256,80.428704
922,LOC02201,Railway Crossing,C108,Nizamabad,Telangana,18.658163,78.088833
923,LOC02975,Industrial Area,C039,Bhopal,Madhya Pradesh,23.273414,77.404751
924,LOC01566,Highway Junction,C100,Thrissur,Kerala,10.526966,76.204517
925,LOC01160,Bypass Road,C038,Meerut,Uttar Pradesh,28.982332,77.707096
926,LOC01986,Old City,C090,Siliguri,West Bengal,26.737486,88.38588
927,LOC02226,Clock Tower Area,C032,Ajmer,Rajasthan,26.43647,74.643252
928,LOC00522,Station Area,C103,Panipat,Haryana,29.393404,76.97359
929,LOC02050,Industrial Area,C048,Chandigarh,Punjab,30.731211,76.788411
930,LOC01283,Bypass Road,C059,Thane,Maharashtra,19.225173,72.975024
931,LOC02861,Market Area,C076,Gandhinagar,Gujarat,23.211716,72.647654
932,LOC01601,Dwarka,C008,Delhi,Delhi NCR,28.705087,77.10117
933,LOC02777,Bus Stand Area,C091,Ujjain,Madhya Pradesh,23.190861,75.766579
934,LOC00515,Ring Road,C105,Dibrugarh,Assam,27.434431,94.913881
935,LOC02223,IT Park Area,C045,Bhubaneswar,Odisha,20.303793,85.824491
936,LOC01975,Flyover Junction,C025,Surat,Gujarat,21.157421,72.833345
937,LOC01685,Ring Road,C072,Vellore,Tamil Nadu,12.931175,79.13947
938,LOC01057,City Center,C054,Haridwar,Uttarakhand,29.936248,78.164694
939,LOC00410,Main Road,C067,Belgaum,Karnataka,15.853445,74.486808
940,LOC01070,Deccan,C002,Pune,Maharashtra,18.534354,73.867453
941,LOC00985,Railway Crossing,C010,Gurugram,Delhi NCR,28.472443,77.032504
942,LOC00399,Station Area,C052,Shillong,Meghalaya,25.5642,91.903262
943,LOC00958,City Center,C090,Siliguri,West Bengal,26.72684,88.383746
944,LOC00054,Main Road,C051,Guwahati,Assam,26.155813,91.741521
945,LOC00404,City Center,C083,Moradabad,Uttar Pradesh,28.853518,78.789997
946,LOC02464,Station Area,C075,Jamnagar,Gujarat,22.455723,70.063223
947,LOC01902,New Colony,C056,Bilaspur,Chhattisgarh,22.075774,82.129415
948,LOC02650,IT Park Area,C081,Agra Rural,Uttar Pradesh,27.243819,78.058522
949,LOC01461,Flyover Junction,C011,Faridabad,Delhi NCR,28.415382,77.311419
950,LOC00420,IT Park Area,C106,Silchar,Assam,24.826307,92.788966
951,LOC01848,New Colony,C092,Sagar,Madhya Pradesh,23.831703,78.728419
952,LOC00416,New Colony,C045,Bhubaneswar,Odisha,20.301571,85.814901
953,LOC02652,City Center,C022,Tirupati,Tamil Nadu,13.642545,79.415177
954,LOC02324,Clock Tower Area,C079,Alwar,Rajasthan,27.56733,76.631507
955,LOC02392,City Center,C052,Shillong,Meghalaya,25.591164,91.880776
956,LOC01043,Bus Stand Area,C070,Tiruchirappalli,Tamil Nadu,10.776313,78.694341
957,LOC01906,Railway Crossing,C104,Ambala,Haryana,30.377147,76.763269
958,LOC00683,Old City,C039,Bhopal,Madhya Pradesh,23.262654,77.405502
959,LOC00314,Station Area,C018,Coimbatore,Tamil Nadu,11.007529,76.956977
960,LOC01749,Industrial Area,C057,Visakhapatnam,Andhra Pradesh,17.685983,83.213684
961,LOC01443,Industrial Area,C028,Jaipur,Rajasthan,26.919691,75.789626
962,LOC00124,New Colony,C009,Noida,Delhi NCR,28.541169,77.388599
963,LOC00664,Old City,C031,Kota,Rajasthan,25.204865,75.858294
964,LOC02299,IT Park Area,C110,Guntur,Andhra Pradesh,16.305433,80.431432
965,LOC00053,Clock Tower Area,C069,Shimoga,Karnataka,13.943275,75.582859
966,LOC01778,New Colony,C038,Meerut,Uttar Pradesh,28.994279,77.712967
967,LOC01600,IT Park Area,C075,Jamnagar,Gujarat,22.47165,70.0708
968,LOC02866,Clock Tower Area,C109,Tirupati,Andhra Pradesh,13.638202,79.412592
969,LOC02227,Bypass Road,C068,Davangere,Karnataka,14.472471,75.923106
970,LOC00443,Industrial Area,C054,Haridwar,Uttarakhand,29.93584,78.166688
971,LOC02330,Industrial Area,C025,Surat,Gujarat,21.179576,72.840236
972,LOC02183,IT Park Area,C068,Davangere,Karnataka,14.463302,75.922528
973,LOC02762,Market Area,C055,Raipur,Chhattisgarh,21.244373,81.619278
974,LOC00735,Clock Tower Area,C060,Navi Mumbai,Maharashtra,19.040066,73.017942
975,LOC00038,Industrial Area,C017,Chennai,Tamil Nadu,13.088599,80.281717
976,LOC01751,Industrial Area,C083,Moradabad,Uttar Pradesh,28.853497,78.788863
977,LOC02440,Old City,C074,Bhavnagar,Gujarat,21.755641,72.139572
978,LOC01828,Industrial Area,C101,Jalandhar,Punjab,31.321943,75.589749
979,LOC02281,City Center,C014,Mangaluru,Karnataka,12.925231,74.850985
980,LOC00885,Flyover Junction,C099,Kozhikode,Kerala,11.264325,75.789211
981,LOC00436,City Center,C043,Patna,Bihar,25.605536,85.12743
982,LOC01315,Ring Road,C093,Gaya,Bihar,24.805442,84.994469
983,LOC01290,Station Area,C059,Thane,Maharashtra,19.211479,72.97063
984,LOC01779,New Colony,C082,Bareilly,Uttar Pradesh,28.363636,79.433876
985,LOC02078,Viman Nagar,C002,Pune,Maharashtra,18.507338,73.841753
986,LOC01579,Station Area,C041,Jabalpur,Madhya Pradesh,23.175352,79.987557
987,LOC01136,Ring Road,C027,Vadodara,Gujarat,22.306067,73.178484
988,LOC00240,Narendra Nagar,C003,Nagpur,Maharashtra,21.136895,79.098552
989,LOC02344,Main Road,C107,Karimnagar,Telangana,18.42902,79.134897
990,LOC02557,Clock Tower Area,C033,Lucknow,Uttar Pradesh,26.859161,80.938672
991,LOC02934,Market Area,C018,Coimbatore,Tamil Nadu,11.027944,76.950351
992,LOC01022,Main Road,C010,Gurugram,Delhi NCR,28.47085,77.020182
993,LOC00519,Highway Junction,C011,Faridabad,Delhi NCR,28.406466,77.329986
994,LOC01185,City Center,C039,Bhopal,Madhya Pradesh,23.257798,77.398392
995,LOC00503,Kurla,C001,Mumbai,Maharashtra,19.085285,72.881084
996,LOC00183,Old City,C076,Gandhinagar,Gujarat,23.210749,72.630517
997,LOC01321,Highway Junction,C051,Guwahati,Assam,26.151132,91.746667
998,LOC02290,Ring Road,C069,Shimoga,Karnataka,13.927023,75.571218
999,LOC01195,Main Road,C023,Kolkata,West Bengal,22.576927,88.358985
1000,LOC01192,Ring Road,C066,Hubli,Karnataka,15.358965,75.137783
1001,LOC02102,Industrial Area,C011,Faridabad,Delhi NCR,28.416445,77.317095
1002,LOC02037,Lakadganj,C003,Nagpur,Maharashtra,21.147346,79.096486
1003,LOC01884,Station Area,C046,Kochi,Kerala,9.916609,76.280537
1004,LOC01332,Station Area,C013,Mysuru,Karnataka,12.301741,76.649678
1005,LOC01764,Main Road,C098,Rourkela,Odisha,22.253763,84.902997
1006,LOC01551,New Colony,C014,Mangaluru,Karnataka,12.921437,74.866714
1007,LOC02723,Market Area,C063,Jalgaon,Maharashtra,20.997205,75.554842
1008,LOC00086,Bus Stand Area,C006,Solapur,Maharashtra,17.662269,75.894862
1009,LOC01308,Station Area,C041,Jabalpur,Madhya Pradesh,23.169131,79.996258
1010,LOC02336,Flyover Junction,C031,Kota,Rajasthan,25.209571,75.855273
1011,LOC01399,Main Road,C033,Lucknow,Uttar Pradesh,26.857771,80.948223
1012,LOC01223,Bus Stand Area,C067,Belgaum,Karnataka,15.856714,74.508473
1013,LOC00889,Pitampura,C008,Delhi,Delhi NCR,28.690428,77.115503
1014,LOC00870,Clock Tower Area,C050,Amritsar,Punjab,31.624356,74.879023
1015,LOC00935,Chinchwad,C002,Pune,Maharashtra,18.516801,73.859289
1016,LOC01933,Highway Junction,C014,Mangaluru,Karnataka,12.909004,74.859116
1017,LOC01675,Market Area,C026,Rajkot,Gujarat,22.299332,70.794895
1018,LOC00841,Bypass Road,C075,Jamnagar,Gujarat,22.472464,70.053545
1019,LOC00484,Flyover Junction,C086,Saharanpur,Uttar Pradesh,29.971576,77.551938
1020,LOC00732,Railway Crossing,C081,Agra Rural,Uttar Pradesh,27.253345,78.05612
1021,LOC01907,Ring Road,C009,Noida,Delhi NCR,28.531272,77.399987
1022,LOC02442,Ring Road,C086,Saharanpur,Uttar Pradesh,29.976172,77.557726
1023,LOC00091,Old City,C035,Varanasi,Uttar Pradesh,25.306089,83.020111
1024,LOC02830,Old City,C049,Ludhiana,Punjab,30.894038,75.868636
1025,LOC01670,IT Park Area,C063,Jalgaon,Maharashtra,21.013288,75.57732
1026,LOC00940,Old City,C047,Thiruvananthapuram,Kerala,8.511768,76.94073
1027,LOC02513,City Center,C038,Meerut,Uttar Pradesh,28.986798,77.720282
1028,LOC02204,Market Area,C049,Ludhiana,Punjab,30.901973,75.867228
1029,LOC01665,Industrial Area,C060,Navi Mumbai,Maharashtra,19.019168,73.018113
1030,LOC01510,Bypass Road,C040,Indore,Madhya Pradesh,22.73355,75.869752
1031,LOC02349,Main Road,C097,Cuttack,Odisha,20.452244,85.879281
1032,LOC02701,Ring Road,C025,Surat,Gujarat,21.167106,72.841982
1033,LOC01075,Industrial Area,C096,Dhanbad,Jharkhand,23.781371,86.440914
1034,LOC01091,Clock Tower Area,C044,Ranchi,Jharkhand,23.343976,85.296156
1035,LOC01379,Highway Junction,C046,Kochi,Kerala,9.933418,76.252845
1036,LOC02032,Railway Crossing,C073,Thanjavur,Tamil Nadu,10.772846,79.128213
1037,LOC00871,IT Park Area,C030,Udaipur,Rajasthan,24.580943,73.720747
1038,LOC02922,Kamptee Road,C003,Nagpur,Maharashtra,21.149308,79.084219
1039,LOC01137,Bypass Road,C055,Raipur,Chhattisgarh,21.252554,81.632444
1040,LOC00651,Automotive Square,C003,Nagpur,Maharashtra,21.132274,79.078281
1041,LOC02697,Bypass Road,C093,Gaya,Bihar,24.782424,85.005721
1042,LOC02283,Electronic City,C012,Bengaluru,Karnataka,12.95677,77.600079
1043,LOC02370,Ring Road,C075,Jamnagar,Gujarat,22.470925,70.071294
1044,LOC00916,Market Area,C102,Patiala,Punjab,30.331175,76.388409
1045,LOC01990,Flyover Junction,C045,Bhubaneswar,Odisha,20.310842,85.815812
1046,LOC01792,Railway Crossing,C083,Moradabad,Uttar Pradesh,28.850238,78.769278
1047,LOC02451,Flyover Junction,C061,Amravati,Maharashtra,20.929723,77.763449
1048,LOC00627,Flyover Junction,C104,Ambala,Haryana,30.387755,76.785815
1049,LOC02167,Old City,C029,Jodhpur,Rajasthan,26.236562,73.039207
1050,LOC02224,Ring Road,C096,Dhanbad,Jharkhand,23.784035,86.438845
1051,LOC02745,IT Park Area,C024,Ahmedabad,Gujarat,23.029212,72.583875
1052,LOC02028,Highway Junction,C038,Meerut,Uttar Pradesh,28.989035,77.700904
1053,LOC01663,Market Area,C037,Agra,Uttar Pradesh,27.168236,78.004053
1054,LOC02132,Bypass Road,C077,Junagadh,Gujarat,21.512865,70.459933
1055,LOC00374,New Colony,C105,Dibrugarh,Assam,27.435301,94.920187
1056,LOC00482,Flyover Junction,C092,Sagar,Madhya Pradesh,23.837982,78.744605
1057,LOC02997,Railway Crossing,C086,Saharanpur,Uttar Pradesh,29.958071,77.554426
1058,LOC00733,Bus Stand Area,C091,Ujjain,Madhya Pradesh,23.165,75.778685
1059,LOC00540,Main Road,C108,Nizamabad,Telangana,18.670405,78.086145
1060,LOC00547,Highway Junction,C029,Jodhpur,Rajasthan,26.247125,73.037937
1061,LOC01978,City Center,C018,Coimbatore,Tamil Nadu,11.023728,76.942904
1062,LOC01486,Market Area,C105,Dibrugarh,Assam,27.435468,94.899056
1063,LOC02425,Bus Stand Area,C030,Udaipur,Rajasthan,24.57217,73.701718
