violation_id,driver_id,vehicle_id,location_id,city_id,violation_date,violation_time,violation_type,fine_amount,severity,accident_involved,driver_age,driver_gender,license_type,previous_violations,vehicle_type,vehicle_brand,vehicle_age,fuel_type,area_name,city,state,road_type,latitude,longitude,average_speed,weather_condition,lane_affected,department_status
V20251208001017,D04849,VEH005131,LOC00628,C087,2025-12-08,09:54:59,Wrong Parking,400,Low,No,25,Male,Permanent,1,Bike,Hero,5,Petrol,Main Road,Mathura,Uttar Pradesh,City Road,27.47937,77.666007,41,Cloudy,Lane 2,Under Review
V20250222001018,D00313,VEH004623,LOC02117,C004,2025-02-22,16:06:59,Overspeeding,600,High,No,39,Male,Learner,1,Scooter,Vespa,1,Petrol,Railway Crossing,Nashik,Maharashtra,City Road,19.985396,73.798792,32,Cloudy,Lane 3,Active
V20250514001019,D04959,VEH003398,LOC00586,C050,2025-05-14,18:55:52,No Helmet,600,Medium,No,40,Female,Permanent,0,Bus,Eicher,13,Diesel,Market Area,Amritsar,Punjab,National Highway,31.630087,74.863445,100,Cloudy,Lane 1,Active
V20250206001020,D00890,VEH007726,LOC02920,C041,2025-02-06,07:19:57,Wrong Parking,300,Low,Yes,23,Male,Permanent,0,Car,Maruti Suzuki,0,CNG,Flyover Junction,Jabalpur,Madhya Pradesh,National Highway,23.183404,79.991502,76,Clear,Lane 1,Under Review
V20250524001021,D02827,VEH007732,LOC02437,C091,2025-05-24,22:11:01,Overspeeding,900,High,No,30,Male,Permanent,0,Auto Rickshaw,Bajaj,5,Petrol,Clock Tower Area,Ujjain,Madhya Pradesh,National Highway,23.1694,75.778986,79,Clear,Lane 1,Dispatched
V20250214001022,D02307,VEH005705,LOC01096,C009,2025-02-14,10:24:34,No Helmet,600,Medium,No,27,Male,Permanent,2,Bike,Bajaj,3,Petrol,Old City,Noida,Delhi NCR,City Road,28.54193,77.390996,42,Cloudy,Lane 3,Under Review
V20241227001023,D01848,VEH007159,LOC01047,C077,2024-12-27,18:35:05,No Seatbelt,800,Medium,Yes,20,Male,Permanent,0,Bus,Eicher,1,Diesel,Old City,Junagadh,Gujarat,National Highway,21.535912,70.468988,80,Rainy,Lane 1,Active
V20241031001024,D03545,VEH000668,LOC02632,C074,2024-10-31,08:29:22,No Helmet,600,Medium,No,68,Male,Learner,0,Auto Rickshaw,Piaggio,6,Diesel,Old City,Bhavnagar,Gujarat,City Road,21.75316,72.158386,45,Foggy,Lane 1,Active
V20250709001025,D02467,VEH001500,LOC02134,C076,2025-07-09,08:55:19,Mobile Usage,4100,High,No,31,Male,Permanent,1,Truck,Tata,5,Diesel,Old City,Gandhinagar,Gujarat,City Road,23.227937,72.632534,34,Clear,Multiple Lanes,Active
V20240721001026,D02079,VEH005136,LOC01793,C033,2024-07-21,19:11:48,No License,4300,High,No,34,Male,Permanent,3,Bike,Hero,0,Petrol,Railway Crossing,Lucknow,Uttar Pradesh,City Road,26.843531,80.938142,54,Clear,Lane 1,Notified
V20240923001027,D03303,VEH007128,LOC00682,C003,2024-09-23,09:22:22,No Helmet,800,Medium,No,26,Female,Learner,2,Car,Mahindra,2,CNG,Narendra Nagar,Nagpur,Maharashtra,Local Street,21.152484,79.098515,34,Clear,Lane 1,Under Review
V20250320001028,D03626,VEH004423,LOC02268,C005,2025-03-20,07:02:06,No License,4600,High,No,25,Male,Permanent,1,Auto Rickshaw,Piaggio,14,CNG,Station Area,Aurangabad,Maharashtra,State Highway,19.885196,75.345571,59,Clear,Lane 2,Notified
V20241209001029,D01670,VEH005379,LOC01684,C001,2024-12-09,21:53:08,Wrong Parking,300,Low,No,27,Male,Permanent,7,Bike,Bajaj,2,Petrol,Worli,Mumbai,Maharashtra,Local Street,19.073488,72.868271,23,Foggy,Multiple Lanes,Dispatched
V20251225001030,D01716,VEH007491,LOC00569,C051,2025-12-25,06:40:27,Triple Riding,500,Medium,No,28,Male,No License,0,Bike,Yamaha,8,Petrol,Bypass Road,Guwahati,Assam,Local Street,26.14909,91.743183,18,Clear,Lane 3,Notified
V20240510001031,D02979,VEH003909,LOC00391,C054,2024-05-10,13:07:03,Wrong Parking,500,Low,No,36,Male,Learner,1,Bike,Suzuki,2,Electric,Bypass Road,Haridwar,Uttarakhand,Local Street,29.933452,78.179483,28,Clear,Lane 2,Active
V20250308001032,D01659,VEH002784,LOC00243,C089,2025-03-08,18:49:09,No License,3300,High,No,37,Male,Learner,0,Bike,KTM,19,Petrol,IT Park Area,Durgapur,West Bengal,State Highway,23.514487,87.321206,52,Cloudy,Lane 1,Notified
V20240725001033,D04058,VEH001058,LOC02959,C046,2024-07-25,17:12:44,Overspeeding,1000,Medium,Yes,41,Male,Learner,0,Bike,Bajaj,14,Petrol,Railway Crossing,Kochi,Kerala,Expressway,9.945552,76.265887,116,Clear,Lane 1,Active
V20240615001034,D03579,VEH005138,LOC03000,C014,2024-06-15,18:11:03,Wrong Side Driving,1700,High,No,22,Male,Permanent,0,Bike,Suzuki,4,Electric,Bus Stand Area,Mangaluru,Karnataka,Local Street,12.900994,74.849081,34,Clear,Lane 3,Active
V20251230001035,D03166,VEH003216,LOC01310,C039,2025-12-30,09:01:22,Wrong Side Driving,1600,High,No,30,Male,Permanent,0,Scooter,Bajaj,5,Petrol,Industrial Area,Bhopal,Madhya Pradesh,City Road,23.249318,77.414312,51,Clear,Multiple Lanes,Dispatched
V20250906001036,D02612,VEH007827,LOC00908,C045,2025-09-06,18:13:12,Overspeeding,1300,High,No,34,Male,Permanent,1,Bike,Suzuki,5,Petrol,Bypass Road,Bhubaneswar,Odisha,Local Street,20.308237,85.824098,19,Stormy,Lane 1,Notified
V20241025001037,D00087,VEH000314,LOC00397,C005,2024-10-25,21:31:30,No Seatbelt,800,Low,No,27,Female,No License,0,Auto Rickshaw,Bajaj,16,Petrol,Old City,Aurangabad,Maharashtra,City Road,19.863934,75.329104,40,Clear,Lane 1,Dispatched
V20241010001038,D01608,VEH004710,LOC01818,C060,2024-10-10,09:42:24,Mobile Usage,4600,High,No,20,Female,Permanent,2,Bike,TVS,10,Petrol,Highway Junction,Navi Mumbai,Maharashtra,National Highway,19.039686,73.044418,65,Rainy,Lane 1,Dispatched
V20240223001039,D04039,VEH001431,LOC00965,C016,2024-02-23,20:28:04,Overspeeding,600,Medium,No,28,Male,Learner,0,Bus,BharatBenz,6,CNG,City Center,Warangal,Telangana,National Highway,17.990874,79.584814,129,Clear,Multiple Lanes,Notified
V20250924001040,D04278,VEH005082,LOC01341,C087,2025-09-24,17:18:45,Signal Jumping,800,Medium,No,30,Male,Permanent,0,Scooter,Vespa,3,Petrol,Railway Crossing,Mathura,Uttar Pradesh,City Road,27.484473,77.672878,25,Clear,Lane 1,Dispatched
V20240202001041,D04484,VEH002214,LOC02713,C040,2024-02-02,17:43:43,Dangerous Driving,1800,High,No,20,Male,Permanent,0,Bike,TVS,8,Petrol,Flyover Junction,Indore,Madhya Pradesh,Expressway,22.704703,75.866582,84,Cloudy,Lane 3,Active
V20250428001042,D04373,VEH006179,LOC00022,C060,2025-04-28,11:02:09,Wrong Parking,300,Low,No,31,Female,Learner,3,Bike,Royal Enfield,6,Petrol,Market Area,Navi Mumbai,Maharashtra,City Road,19.028945,73.034271,53,Foggy,Multiple Lanes,Under Review
V20250614001043,D03521,VEH001883,LOC00161,C087,2025-06-14,14:28:37,Drunk Driving,8100,High,No,28,Male,Permanent,0,Bike,Honda,9,Petrol,Railway Crossing,Mathura,Uttar Pradesh,Local Street,27.488454,77.663448,39,Rainy,Shoulder,Dispatched
V20251019001044,D02230,VEH002349,LOC00994,C053,2025-10-19,10:54:44,Overspeeding,2000,High,No,33,Male,Permanent,1,Bike,Hero,3,Petrol,Old City,Dehradun,Uttarakhand,Local Street,30.307217,78.020378,55,Clear,Lane 2,Notified
V20251229001045,D00881,VEH002148,LOC02424,C081,2025-12-29,08:38:54,Overspeeding,700,Medium,No,29,Male,Learner,1,Bike,Suzuki,9,Petrol,Bypass Road,Agra Rural,Uttar Pradesh,City Road,27.251431,78.03636,71,Clear,Lane 1,Active
V20250507001046,D00679,VEH006385,LOC02960,C106,2025-05-07,07:57:38,No Helmet,700,Medium,No,38,Male,Permanent,2,Van,Tata,18,CNG,Bypass Road,Silchar,Assam,City Road,24.848243,92.782935,55,Cloudy,Lane 1,Active
V20250510001047,D00919,VEH005312,LOC02823,C105,2025-05-10,15:28:38,Mobile Usage,3400,Medium,No,21,Male,Permanent,0,Van,Mahindra,18,Diesel,City Center,Dibrugarh,Assam,City Road,27.443627,94.900789,47,Foggy,Lane 3,Dispatched
V20250303001048,D04335,VEH000016,LOC02795,C021,2025-03-03,14:34:09,Wrong Side Driving,1500,High,No,19,Male,Learner,1,Bike,TVS,7,Petrol,Station Area,Erode,Tamil Nadu,Local Street,11.336547,77.72528,17,Rainy,Lane 2,Notified
V20240701001049,D03756,VEH006651,LOC01087,C055,2024-07-01,14:16:20,No License,4400,High,No,33,Male,Permanent,1,Bike,Honda,9,Petrol,New Colony,Raipur,Chhattisgarh,City Road,21.258741,81.622354,33,Clear,Lane 2,Active
V20250306001050,D02575,VEH000080,LOC02055,C106,2025-03-06,09:21:59,Overspeeding,1000,Medium,No,20,Male,Learner,0,Bike,Yamaha,19,Petrol,Station Area,Silchar,Assam,City Road,24.82734,92.766268,77,Clear,Lane 2,Dispatched
V20250827001051,D04302,VEH003875,LOC01875,C090,2025-08-27,21:46:25,Drunk Driving,8500,Critical,No,44,Male,Permanent,0,Car,Honda,4,Diesel,Clock Tower Area,Siliguri,West Bengal,Local Street,26.734033,88.406855,32,Clear,Multiple Lanes,Notified
V20250829001052,D04737,VEH001503,LOC02803,C101,2025-08-29,12:17:29,Signal Jumping,700,Medium,No,45,Female,Permanent,0,Truck,BharatBenz,5,Diesel,Bypass Road,Jalandhar,Punjab,City Road,31.324663,75.578835,46,Cloudy,Multiple Lanes,Active
V20240822001053,D04579,VEH005741,LOC01987,C039,2024-08-22,09:03:18,Mobile Usage,2000,High,No,25,Male,Permanent,0,Truck,Eicher,7,Diesel,Railway Crossing,Bhopal,Madhya Pradesh,Local Street,23.247413,77.424103,28,Clear,Lane 1,Active
V20250607001054,D01861,VEH003027,LOC01487,C045,2025-06-07,08:49:59,Overspeeding,1900,Medium,No,37,Male,International,2,Bike,Suzuki,7,Petrol,Old City,Bhubaneswar,Odisha,State Highway,20.288371,85.832309,95,Clear,Lane 1,Dispatched
V20251203001055,D00038,VEH001956,LOC01630,C003,2025-12-03,12:08:24,No Helmet,900,Medium,No,20,Male,Permanent,0,Scooter,Bajaj,4,Electric,Zero Mile,Nagpur,Maharashtra,City Road,21.146384,79.094922,40,Clear,Lane 2,Active
V20250618001056,D00776,VEH006915,LOC02379,C036,2025-06-18,08:48:55,Drunk Driving,6500,Critical,Yes,39,Male,Permanent,0,Bike,Royal Enfield,5,Petrol,Bus Stand Area,Prayagraj,Uttar Pradesh,State Highway,25.427893,81.842106,77,Clear,Lane 3,Active
V20241001001057,D03727,VEH002640,LOC00692,C004,2024-10-01,10:06:36,Overspeeding,600,Medium,No,35,Female,Learner,1,Bus,Ashok Leyland,0,CNG,Industrial Area,Nashik,Maharashtra,Expressway,20.003253,73.776914,118,Cloudy,Lane 2,Active
V20250128001058,D02782,VEH001495,LOC01830,C075,2025-01-28,03:40:48,Drunk Driving,3800,High,No,20,Male,Permanent,5,Bike,Royal Enfield,5,Petrol,Flyover Junction,Jamnagar,Gujarat,Expressway,22.462363,70.059383,94,Foggy,Multiple Lanes,Notified
V20240121001059,D04225,VEH001197,LOC02265,C083,2024-01-21,17:24:14,Wrong Parking,200,Low,No,20,Male,Permanent,0,Truck,Ashok Leyland,9,CNG,IT Park Area,Moradabad,Uttar Pradesh,Expressway,28.839475,78.788345,95,Clear,Lane 3,Dispatched
V20240503001060,D00088,VEH005240,LOC00280,C042,2024-05-03,18:49:36,Overspeeding,900,High,No,39,Female,Learner,2,Truck,Ashok Leyland,14,Diesel,Market Area,Gwalior,Madhya Pradesh,Local Street,26.222754,78.188607,25,Rainy,Lane 1,Active
V20250522001061,D01839,VEH003152,LOC02867,C068,2025-05-22,08:29:20,Signal Jumping,800,Medium,No,25,Male,Permanent,0,Bike,Royal Enfield,1,Petrol,Industrial Area,Davangere,Karnataka,State Highway,14.468373,75.907084,68,Cloudy,Multiple Lanes,Active
V20241030001062,D00093,VEH002582,LOC00798,C086,2024-10-30,08:44:19,Dangerous Driving,2600,Critical,No,29,Male,No License,0,Scooter,Honda,3,Electric,Bypass Road,Saharanpur,Uttar Pradesh,City Road,29.966314,77.550309,41,Clear,Lane 3,Dispatched
V20251011001063,D04044,VEH001008,LOC00542,C088,2025-10-11,17:55:28,Drunk Driving,10000,High,No,51,Male,Permanent,0,Bike,Suzuki,1,Electric,New Colony,Howrah,West Bengal,City Road,22.577513,88.248497,27,Rainy,Shoulder,Dispatched
V20241109001064,D03791,VEH007368,LOC00814,C059,2024-11-09,09:07:24,Drunk Driving,2200,Critical,No,40,Male,Permanent,1,Scooter,Bajaj,0,Petrol,IT Park Area,Thane,Maharashtra,Local Street,19.231322,72.988176,38,Clear,Lane 1,Active
V20240326001065,D00652,VEH002580,LOC02469,C007,2024-03-26,17:07:47,No Seatbelt,500,Medium,No,22,Male,Learner,0,Car,Volkswagen,5,Petrol,Highway Junction,Kolhapur,Maharashtra,City Road,16.702221,74.246406,37,Clear,Lane 1,Notified
V20251115001066,D04960,VEH000698,LOC00660,C018,2025-11-15,17:57:14,Overspeeding,2000,Medium,No,27,Male,Permanent,0,Bike,TVS,8,Petrol,Industrial Area,Coimbatore,Tamil Nadu,Expressway,11.015958,76.954863,119,Clear,Multiple Lanes,Under Review
V20240423001067,D03203,VEH004406,LOC02192,C061,2024-04-23,07:18:14,No Helmet,800,Medium,No,27,Male,Permanent,1,Bike,Hero,1,Petrol,Main Road,Amravati,Maharashtra,State Highway,20.928057,77.7642,59,Stormy,Lane 2,Dispatched
V20241111001068,D01133,VEH001796,LOC01721,C070,2024-11-11,09:39:53,Drunk Driving,9300,High,No,22,Male,Learner,3,Car,Tata,4,Diesel,Bypass Road,Tiruchirappalli,Tamil Nadu,Local Street,10.781715,78.70338,25,Rainy,Lane 1,Dispatched
V20250529001069,D00050,VEH006718,LOC01259,C039,2025-05-29,17:14:04,Wrong Parking,400,Low,No,66,Male,Permanent,1,Car,Tata,0,Diesel,Railway Crossing,Bhopal,Madhya Pradesh,State Highway,23.254742,77.401015,60,Clear,Lane 2,Notified
V20251022001070,D01635,VEH001302,LOC02833,C034,2025-10-22,22:05:00,Mobile Usage,1800,High,No,41,Male,Permanent,1,Bike,Honda,7,Petrol,Main Road,Kanpur,Uttar Pradesh,City Road,26.460377,80.330068,28,Clear,Lane 1,Dispatched
V20240614001071,D01170,VEH002590,LOC02443,C022,2024-06-14,19:58:55,No License,4700,High,No,21,Male,Permanent,0,Bike,Bajaj,14,Petrol,Station Area,Tirupati,Tamil Nadu,Expressway,13.615506,79.422646,87,Cloudy,Lane 1,Active
V20250307001072,D02249,VEH003226,LOC01084,C081,2025-03-07,17:39:11,Wrong Side Driving,1000,High,No,30,Male,Permanent,1,Car,Toyota,1,Petrol,City Center,Agra Rural,Uttar Pradesh,City Road,27.236218,78.061835,26,Clear,Lane 2,Dispatched
V20250110001073,D03771,VEH007436,LOC00633,C086,2025-01-10,00:01:37,Drunk Driving,7400,Critical,No,20,Male,Permanent,2,Bike,KTM,0,Petrol,Bypass Road,Saharanpur,Uttar Pradesh,City Road,29.956125,77.530117,51,Clear,Lane 1,Active
V20240304001074,D00306,VEH002935,LOC02093,C092,2024-03-04,17:39:29,No Seatbelt,700,Medium,No,32,Female,Permanent,0,Bike,Hero,0,Petrol,Ring Road,Sagar,Madhya Pradesh,City Road,23.851499,78.730662,41,Cloudy,Lane 2,Notified
V20241120001075,D00485,VEH002348,LOC01857,C058,2024-11-20,20:38:24,Drunk Driving,3900,Critical,Yes,51,Female,Permanent,2,Auto Rickshaw,Piaggio,16,CNG,Clock Tower Area,Vijayawada,Andhra Pradesh,State Highway,16.500637,80.657474,54,Clear,Lane 2,Active
V20240728001076,D00190,VEH006474,LOC00812,C040,2024-07-28,08:26:41,Drunk Driving,2500,Critical,No,41,Male,Permanent,0,Car,Honda,4,Diesel,Ring Road,Indore,Madhya Pradesh,City Road,22.718121,75.85381,44,Stormy,Lane 3,Active
V20240727001077,D04021,VEH000865,LOC01854,C098,2024-07-27,17:01:20,Mobile Usage,4400,Medium,Yes,19,Male,Permanent,1,Bike,TVS,5,Electric,Bypass Road,Rourkela,Odisha,City Road,22.268866,84.891482,28,Clear,Multiple Lanes,Active
V20251116001078,D01355,VEH004485,LOC00752,C028,2025-11-16,19:32:56,No Helmet,900,Medium,No,19,Male,Learner,2,Bike,Yamaha,4,Petrol,Station Area,Jaipur,Rajasthan,City Road,26.920082,75.802094,36,Foggy,Lane 1,Notified
V20241014001079,D03594,VEH002241,LOC01955,C059,2024-10-14,13:49:41,Signal Jumping,800,Medium,No,55,Female,International,1,Scooter,Hero,3,Electric,New Colony,Thane,Maharashtra,State Highway,19.229426,72.986655,61,Rainy,Lane 3,Active
V20250227001080,D01697,VEH005738,LOC02285,C006,2025-02-27,09:37:03,No Seatbelt,800,Low,No,24,Male,Permanent,2,Bike,Hero,4,Petrol,Main Road,Solapur,Maharashtra,Expressway,17.671402,75.892809,95,Cloudy,Lane 1,Dispatched
V20250804001081,D03799,VEH006364,LOC02405,C006,2025-08-04,08:44:47,Wrong Parking,400,Low,No,35,Male,Learner,0,Car,Volkswagen,15,Diesel,Bus Stand Area,Solapur,Maharashtra,State Highway,17.67416,75.918239,51,Cloudy,Lane 1,Under Review
V20250610001082,D04032,VEH003049,LOC00501,C035,2025-06-10,13:36:05,Mobile Usage,4500,High,Yes,20,Male,Permanent,2,Car,Kia,5,Electric,Station Area,Varanasi,Uttar Pradesh,City Road,25.317105,82.998637,29,Stormy,Lane 1,Active
V20240414001083,D01857,VEH007757,LOC00083,C100,2024-04-14,07:46:29,Drunk Driving,2100,Critical,No,20,Female,Learner,2,Scooter,Honda,3,Petrol,City Center,Thrissur,Kerala,Local Street,10.532444,76.201382,28,Clear,Lane 2,Dispatched
V20240430001084,D00538,VEH005918,LOC02175,C055,2024-04-30,16:03:02,No Helmet,700,Medium,No,28,Male,Permanent,1,Bike,TVS,15,Petrol,Flyover Junction,Raipur,Chhattisgarh,City Road,21.255802,81.615571,30,Stormy,Lane 1,Dispatched
V20251027001085,D00662,VEH000434,LOC02668,C107,2025-10-27,15:51:04,Overspeeding,700,High,No,25,Male,Learner,2,Auto Rickshaw,Piaggio,1,Petrol,Industrial Area,Karimnagar,Telangana,City Road,18.437252,79.129858,35,Clear,Lane 2,Notified
V20250609001086,D03784,VEH005489,LOC00770,C008,2025-06-09,17:06:12,Overspeeding,2000,High,No,40,Female,Permanent,0,Car,Mahindra,4,CNG,Pitampura,Delhi,Delhi NCR,City Road,28.711092,77.097875,76,Clear,Multiple Lanes,Active
V20250627001087,D02472,VEH000490,LOC01861,C071,2025-06-27,16:41:10,No License,2400,High,No,36,Female,Learner,1,Bike,Suzuki,5,Petrol,New Colony,Tirunelveli,Tamil Nadu,Local Street,8.727609,77.748778,27,Cloudy,Lane 3,Under Review
V20240628001088,D02387,VEH004297,LOC00372,C016,2024-06-28,08:07:31,Wrong Parking,200,Low,No,66,Male,Permanent,1,Scooter,Vespa,9,Petrol,IT Park Area,Warangal,Telangana,State Highway,17.990684,79.585719,73,Cloudy,Lane 1,Active
V20240115001089,D01285,VEH001150,LOC00022,C037,2024-01-15,10:27:10,Signal Jumping,600,Medium,No,42,Male,No License,2,Truck,BharatBenz,4,Diesel,Ring Road,Agra,Uttar Pradesh,City Road,27.190382,78.021842,32,Clear,Multiple Lanes,Active
V20250212001090,D01107,VEH006580,LOC02813,C022,2025-02-12,17:01:43,Wrong Parking,200,Low,No,30,Male,Learner,0,Truck,Tata,4,Diesel,Market Area,Tirupati,Tamil Nadu,City Road,13.639184,79.409018,41,Rainy,Lane 1,Active
V20240624001091,D00135,VEH004343,LOC01768,C092,2024-06-24,15:34:54,No Seatbelt,800,Low,No,24,Male,Permanent,1,Truck,BharatBenz,5,Diesel,City Center,Sagar,Madhya Pradesh,City Road,23.846717,78.735274,37,Clear,Multiple Lanes,Active
V20240113001092,D03168,VEH006733,LOC00541,C021,2024-01-13,06:33:44,Triple Riding,600,Medium,No,33,Male,Permanent,0,Auto Rickshaw,Bajaj,5,CNG,Bypass Road,Erode,Tamil Nadu,City Road,11.337648,77.704194,39,Clear,Lane 1,Under Review
V20240414001093,D03124,VEH006598,LOC02994,C081,2024-04-14,08:00:31,Overspeeding,1800,High,No,39,Male,Permanent,2,Bike,Yamaha,4,Petrol,Bus Stand Area,Agra Rural,Uttar Pradesh,City Road,27.243759,78.051036,47,Rainy,Multiple Lanes,Active
V20251018001094,D04554,VEH002702,LOC01407,C020,2025-10-18,14:31:46,Overspeeding,700,High,No,21,Male,Learner,0,Bike,Suzuki,8,Petrol,City Center,Salem,Tamil Nadu,City Road,11.669446,78.134762,77,Rainy,Lane 1,Notified
V20240126001095,D01541,VEH005597,LOC01622,C021,2024-01-26,20:26:24,Wrong Side Driving,800,High,No,36,Female,No License,1,Bike,Honda,3,Petrol,Clock Tower Area,Erode,Tamil Nadu,State Highway,11.335045,77.727384,51,Clear,Lane 2,Notified
V20240115001096,D00400,VEH002425,LOC00794,C106,2024-01-15,08:43:51,Overspeeding,700,Medium,No,19,Female,Learner,2,Bike,Yamaha,1,Petrol,Industrial Area,Silchar,Assam,Local Street,24.830051,92.778442,23,Foggy,Lane 2,Under Review
V20250109001097,D03916,VEH002653,LOC00414,C098,2025-01-09,08:13:21,No Helmet,600,Medium,No,68,Male,Learner,2,Bike,Suzuki,3,Petrol,Station Area,Rourkela,Odisha,Expressway,22.249558,84.890606,111,Clear,Lane 3,Dispatched
V20250428001098,D02414,VEH002045,LOC00065,C054,2025-04-28,15:41:02,Drunk Driving,9200,High,No,22,Male,No License,2,Car,Kia,3,CNG,Main Road,Haridwar,Uttarakhand,Local Street,29.935407,78.154496,21,Clear,Lane 1,Active
V20250831001099,D00444,VEH003068,LOC01286,C024,2025-08-31,19:04:42,Overspeeding,600,Medium,No,30,Male,Permanent,1,Auto Rickshaw,Piaggio,15,CNG,Clock Tower Area,Ahmedabad,Gujarat,Local Street,23.033886,72.557904,59,Clear,Multiple Lanes,Under Review
V20240320001100,D01019,VEH004354,LOC00689,C105,2024-03-20,13:37:21,Signal Jumping,600,Medium,No,20,Female,Permanent,0,Bike,Bajaj,1,Petrol,Bus Stand Area,Dibrugarh,Assam,Local Street,27.454833,94.898323,28,Clear,Lane 1,Active
V20250504001101,D02555,VEH002645,LOC02757,C023,2025-05-04,20:48:14,No Helmet,700,Medium,No,50,Male,Permanent,2,Bike,Suzuki,2,Electric,Market Area,Kolkata,West Bengal,National Highway,22.560553,88.352339,66,Clear,Lane 2,Under Review
V20250614001102,D04049,VEH000803,LOC01894,C095,2025-06-14,18:44:20,Signal Jumping,1000,Medium,No,29,Female,Permanent,0,Bike,Royal Enfield,4,Petrol,Station Area,Jamshedpur,Jharkhand,City Road,22.792039,86.203349,48,Foggy,Lane 1,Active
V20251202001103,D04299,VEH005267,LOC01712,C035,2025-12-02,08:43:39,No License,4900,High,No,30,Male,Permanent,0,Bike,Hero,4,Petrol,Railway Crossing,Varanasi,Uttar Pradesh,State Highway,25.325886,83.003333,56,Clear,Lane 2,Notified
V20240411001104,D02916,VEH006278,LOC01598,C007,2024-04-11,14:45:30,Triple Riding,800,Medium,No,54,Male,Permanent,1,Car,Mahindra,18,Petrol,Clock Tower Area,Kolhapur,Maharashtra,City Road,16.699953,74.254751,55,Stormy,Lane 1,Under Review
V20240301001105,D04102,VEH003431,LOC01077,C110,2024-03-01,11:28:35,No Helmet,600,Medium,No,46,Male,Permanent,1,Truck,Eicher,17,Diesel,Flyover Junction,Guntur,Andhra Pradesh,National Highway,16.309256,80.428704,64,Foggy,Lane 1,Notified
V20251114001106,D03198,VEH002389,LOC02201,C108,2025-11-14,12:01:52,Wrong Parking,300,Low,No,22,Male,Permanent,0,Auto Rickshaw,Piaggio,10,CNG,Railway Crossing,Nizamabad,Telangana,City Road,18.658163,78.088833,29,Rainy,Lane 1,Dispatched
V20250710001107,D03480,VEH001208,LOC00174,C037,2025-07-10,08:26:27,Overspeeding,1600,Medium,No,34,Male,Learner,0,Bike,Bajaj,7,Electric,City Center,Agra,Uttar Pradesh,City Road,27.166664,78.007297,72,Cloudy,Lane 1,Notified
V20250816001108,D02842,VEH000839,LOC02975,C039,2025-08-16,08:16:59,Signal Jumping,700,Medium,No,30,Male,Permanent,0,Scooter,Vespa,4,Petrol,Industrial Area,Bhopal,Madhya Pradesh,City Road,23.273414,77.404751,31,Clear,Lane 1,Notified
V20250925001109,D00986,VEH000435,LOC01566,C100,2025-09-25,18:11:23,Overspeeding,800,High,No,38,Male,Learner,0,Car,Volkswagen,18,Petrol,Highway Junction,Thrissur,Kerala,National Highway,10.526966,76.204517,150,Clear,Multiple Lanes,Dispatched
V20240825001110,D02864,VEH004870,LOC01160,C038,2024-08-25,18:31:00,Mobile Usage,3900,Medium,No,34,Male,Permanent,0,Car,Mahindra,9,Diesel,Bypass Road,Meerut,Uttar Pradesh,Expressway,28.982332,77.707096,75,Clear,Lane 1,Notified
V20241127001111,D02209,VEH002593,LOC01986,C090,2024-11-27,18:35:29,Triple Riding,600,Medium,No,36,Male,Permanent,1,Car,Kia,5,Petrol,Old City,Siliguri,West Bengal,National Highway,26.737486,88.38588,66,Clear,Lane 3,Active
V20250102001112,D00347,VEH003868,LOC02226,C032,2025-01-02,14:53:49,Overspeeding,800,High,No,38,Male,Permanent,2,Car,Volkswagen,6,Petrol,Clock Tower Area,Ajmer,Rajasthan,Expressway,26.43647,74.643252,175,Clear,Lane 2,Notified
V20241109001113,D02791,VEH000529,LOC00522,C103,2024-11-09,07:46:03,Overspeeding,2000,Medium,No,29,Male,Permanent,0,Auto Rickshaw,Piaggio,0,Petrol,Station Area,Panipat,Haryana,Local Street,29.393404,76.97359,24,Clear,Lane 2,Active
V20251130001114,D01722,VEH004670,LOC00304,C059,2025-11-30,16:24:46,Red Light Violation,900,Medium,No,45,Male,Permanent,0,Bike,Yamaha,3,Petrol,Ring Road,Thane,Maharashtra,City Road,19.22071,72.973207,33,Clear,Lane 1,Active
V20250213001115,D00284,VEH002430,LOC02050,C048,2025-02-13,11:39:04,Red Light Violation,800,Medium,No,40,Male,No License,0,Van,Mahindra,3,Diesel,Industrial Area,Chandigarh,Punjab,National Highway,30.731211,76.788411,95,Rainy,Shoulder,Dispatched
V20240718001116,D03432,VEH007210,LOC01283,C059,2024-07-18,12:27:45,Mobile Usage,1700,Medium,No,65,Male,Permanent,0,Bike,TVS,19,Petrol,Bypass Road,Thane,Maharashtra,State Highway,19.225173,72.975024,68,Clear,Multiple Lanes,Active
V20240202001117,D04867,VEH007463,LOC02238,C065,2024-02-02,12:12:18,Overspeeding,1300,High,No,67,Male,Permanent,5,Car,Kia,8,Petrol,Bus Stand Area,Nanded,Maharashtra,City Road,19.150691,77.321863,38,Cloudy,Lane 2,Dispatched
V20240930001118,D03751,VEH007726,LOC02861,C076,2024-09-30,09:15:52,Signal Jumping,700,Medium,No,22,Female,Permanent,0,Bike,Yamaha,4,Petrol,Market Area,Gandhinagar,Gujarat,State Highway,23.211716,72.647654,63,Clear,Multiple Lanes,Notified
V20240627001119,D03124,VEH001199,LOC00219,C030,2024-06-27,00:25:08,Wrong Side Driving,1300,High,No,18,Female,Permanent,2,Car,Honda,6,Diesel,Highway Junction,Udaipur,Rajasthan,State Highway,24.594468,73.724854,78,Foggy,Multiple Lanes,Dispatched
