driver_surrogate_key,driver_key,driver_age,driver_gender,license_type,previous_violations,age_group,offender_type
1025,D02395,30,Male,Permanent,6,26-35,Habitual
1026,D04740,27,Male,Permanent,1,26-35,Repeat
1027,D01503,23,Female,Permanent,0,18-25,First Time
1028,D00608,22,Male,No License,0,18-25,First Time
1029,D02115,19,Female,Permanent,0,18-25,First Time
1030,D04718,30,Male,Permanent,0,26-35,First Time
1031,D00699,22,Male,Permanent,1,18-25,Repeat
1032,D04935,54,Male,Permanent,1,46-55,Repeat
1033,D03204,35,Male,No License,2,26-35,Repeat
1034,D01893,20,Female,Permanent,0,18-25,First Time
1035,D03088,29,Male,Learner,4,26-35,Habitual
1036,D02709,27,Male,Permanent,0,26-35,First Time
1037,D02602,66,Male,Permanent,0,65+,First Time
1038,D03370,29,Male,Permanent,4,26-35,Habitual
1039,D00503,20,Male,Permanent,0,18-25,First Time
1040,D00879,33,Male,Permanent,1,26-35,Repeat
1041,D01882,28,Male,Learner,6,26-35,Habitual
1042,D01869,61,Female,International,0,56-65,First Time
1043,D01202,21,Male,Permanent,0,18-25,First Time
1044,D02490,66,Male,Permanent,0,65+,First Time
1045,D02380,62,Male,Permanent,6,56-65,Habitual
1046,D02599,29,Female,Permanent,0,26-35,First Time
1047,D02638,35,Male,Permanent,2,26-35,Repeat
1048,D03606,30,Male,Permanent,1,26-35,Repeat
1049,D03780,43,Male,Permanent,1,36-45,Repeat
1050,D04485,23,Male,Permanent,1,18-25,Repeat
1051,D02310,32,Female,Permanent,0,26-35,First Time
1052,D02681,29,Male,Permanent,1,26-35,Repeat
1053,D02146,23,Male,Permanent,1,18-25,Repeat
1054,D00043,42,Male,Learner,0,36-45,First Time
1055,D02763,30,Male,Permanent,1,26-35,Repeat
1056,D03364,39,Female,International,0,36-45,First Time
1057,D03701,38,Male,Permanent,0,36-45,First Time
1058,D04416,23,Male,International,0,18-25,First Time
1059,D00323,37,Female,Permanent,0,36-45,First Time
1060,D01275,35,Male,International,0,26-35,First Time
1061,D00246,50,Male,No License,0,46-55,First Time
1062,D01152,20,Male,Permanent,1,18-25,Repeat
1063,D01992,27,Female,Permanent,0,26-35,First Time
1064,D03009,29,Male,Learner,0,26-35,First Time
1065,D01323,19,Male,International,3,18-25,Habitual
1066,D00869,50,Male,Permanent,0,46-55,First Time
1067,D00370,36,Female,Permanent,6,36-45,Habitual
1068,D01911,29,Female,Permanent,0,26-35,First Time
1069,D00619,40,Male,Permanent,0,36-45,First Time
1070,D03777,24,Male,International,0,18-25,First Time
1071,D01887,53,Male,Permanent,0,46-55,First Time
1072,D04297,66,Male,Permanent,1,65+,Repeat
1073,D02539,26,Male,Permanent,0,26-35,First Time
1074,D00035,19,Male,Permanent,0,18-25,First Time
1075,D02227,19,Male,Permanent,2,18-25,Repeat
1076,D03700,38,Female,International,1,36-45,Repeat
1077,D01312,38,Male,Learner,1,36-45,Repeat
1078,D03215,21,Male,Permanent,2,18-25,Repeat
1079,D02315,46,Male,No License,1,46-55,Repeat
1080,D03457,20,Female,Permanent,0,18-25,First Time
1081,D02824,38,Male,No License,0,36-45,First Time
1082,D02321,25,Male,International,2,18-25,Repeat
1083,D02826,48,Male,Permanent,0,46-55,First Time
1084,D02398,30,Male,Permanent,0,26-35,First Time
1085,D04254,38,Female,Permanent,2,36-45,Repeat
1086,D03974,53,Female,Permanent,1,46-55,Repeat
1087,D00744,39,Male,Permanent,0,36-45,First Time
1088,D03993,20,Male,Permanent,0,18-25,First Time
1089,D03547,28,Male,Permanent,0,26-35,First Time
1090,D03978,20,Male,Permanent,0,18-25,First Time
1091,D03301,41,Female,International,0,36-45,First Time
1092,D04312,42,Male,International,0,36-45,First Time
1093,D01978,25,Male,Permanent,6,18-25,Habitual
1094,D01397,25,Male,Permanent,2,18-25,Repeat
1095,D00959,51,Male,Learner,1,46-55,Repeat
1096,D02056,21,Female,Learner,0,18-25,First Time
1097,D03338,25,Male,Permanent,2,18-25,Repeat
1098,D01517,31,Male,Permanent,6,26-35,Habitual
1099,D04159,38,Male,Permanent,0,36-45,First Time
1100,D02077,31,Female,Permanent,0,26-35,First Time
1101,D00765,35,Male,Permanent,2,26-35,Repeat
1102,D00901,22,Male,Permanent,0,18-25,First Time
1103,D00848,39,Male,Permanent,0,36-45,First Time
1104,D01545,55,Male,Permanent,0,46-55,First Time
1105,D00769,44,Male,Permanent,1,36-45,Repeat
1106,D04853,29,Male,Learner,1,26-35,Repeat
1107,D03843,39,Male,Permanent,1,36-45,Repeat
1108,D01196,43,Male,No License,0,36-45,First Time
1109,D04878,37,Male,Permanent,0,36-45,First Time
1110,D01221,23,Male,Permanent,0,18-25,First Time
1111,D01721,36,Female,No License,0,36-45,First Time
1112,D03948,40,Female,Permanent,0,36-45,First Time
1113,D04189,35,Male,Permanent,1,26-35,Repeat
1114,D02859,36,Male,No License,0,36-45,First Time
1115,D02728,36,Female,Permanent,0,36-45,First Time
1116,D03852,30,Male,Learner,1,26-35,Repeat
1117,D00242,31,Male,Learner,0,26-35,First Time
1118,D01110,48,Male,Learner,1,46-55,Repeat
1119,D03226,66,Male,Permanent,2,65+,Repeat
1120,D00820,25,Male,Learner,0,18-25,First Time
1121,D01395,31,Male,Permanent,1,26-35,Repeat
1122,D01853,34,Female,Permanent,0,26-35,First Time
1123,D04390,63,Female,Learner,1,56-65,Repeat
1124,D04010,34,Female,International,2,26-35,Repeat
1125,D03315,38,Female,Permanent,1,36-45,Repeat
1126,D02438,24,Male,Permanent,1,18-25,Repeat
1127,D03008,40,Female,Learner,2,36-45,Repeat
1128,D01481,33,Female,Permanent,0,26-35,First Time
1129,D03559,37,Male,No License,1,36-45,Repeat
1130,D04933,24,Male,Permanent,1,18-25,Repeat
1131,D04835,53,Female,Permanent,1,46-55,Repeat
1132,D01594,38,Male,Permanent,0,36-45,First Time
1133,D03365,38,Male,No License,2,36-45,Repeat
1134,D01663,20,Female,Permanent,0,18-25,First Time
1135,D01047,22,Male,No License,1,18-25,Repeat
1136,D00771,26,Male,Permanent,0,26-35,First Time
1137,D02358,33,Female,Permanent,1,26-35,Repeat
1138,D00047,37,Female,Permanent,5,36-45,Habitual
1139,D02465,46,Male,Permanent,0,46-55,First Time
1140,D01388,31,Male,Permanent,1,26-35,Repeat
1141,D03412,20,Male,Learner,1,18-25,Repeat
1142,D03345,21,Male,Permanent,4,18-25,Habitual
1143,D01013,70,Male,International,0,65+,First Time
1144,D01685,34,Male,Permanent,0,26-35,First Time
1145,D01453,22,Male,No License,2,18-25,Repeat
1146,D00158,28,Male,No License,3,26-35,Habitual
1147,D01778,39,Male,Learner,2,36-45,Repeat
1148,D03486,70,Male,No License,0,65+,First Time
1149,D01389,34,Female,No License,0,26-35,First Time
1150,D00115,34,Male,Permanent,0,26-35,First Time
1151,D01946,59,Male,Permanent,0,56-65,First Time
1152,D03020,30,Male,Permanent,5,26-35,Habitual
1153,D04670,67,Female,Permanent,0,65+,First Time
1154,D02846,37,Male,Permanent,0,36-45,First Time
1155,D00517,55,Male,No License,1,46-55,Repeat
1156,D02350,31,Female,Permanent,0,26-35,First Time
1157,D00693,22,Male,Permanent,0,18-25,First Time
1158,D01684,20,Male,Learner,0,18-25,First Time
1159,D03438,40,Male,Learner,5,36-45,Habitual
1160,D01108,18,Male,Permanent,4,18-25,Habitual
1161,D04059,35,Male,Permanent,2,26-35,Repeat
1162,D02538,40,Male,Learner,2,36-45,Repeat
1163,D01986,57,Male,Permanent,1,56-65,Repeat
1164,D02719,62,Male,Permanent,2,56-65,Repeat
1165,D00793,34,Male,Permanent,1,26-35,Repeat
1166,D03644,35,Male,Learner,0,26-35,First Time
1167,D02737,34,Male,Permanent,7,26-35,Habitual
1168,D01833,25,Female,Permanent,1,18-25,Repeat
1169,D03511,37,Male,Permanent,5,36-45,Habitual
1170,D03046,36,Male,Permanent,1,36-45,Repeat
1171,D02814,42,Male,Permanent,0,36-45,First Time
1172,D01588,24,Male,Permanent,2,18-25,Repeat
1173,D01254,31,Male,Permanent,0,26-35,First Time
1174,D01307,37,Male,Learner,2,36-45,Repeat
1175,D04080,62,Male,Permanent,1,56-65,Repeat
1176,D04387,33,Male,Permanent,0,26-35,First Time
1177,D02095,67,Male,No License,0,65+,First Time
1178,D02960,24,Male,Permanent,0,18-25,First Time
1179,D03679,20,Male,Permanent,0,18-25,First Time
1180,D04513,39,Female,No License,0,36-45,First Time
1181,D03997,21,Female,Permanent,1,18-25,Repeat
1182,D02447,53,Male,Permanent,2,46-55,Repeat
1183,D02463,27,Male,Permanent,0,26-35,First Time
1184,D03230,19,Male,Permanent,0,18-25,First Time
1185,D04504,35,Female,Permanent,1,26-35,Repeat
1186,D01018,29,Male,Learner,0,26-35,First Time
1187,D04177,19,Female,Permanent,0,18-25,First Time
1188,D00299,26,Male,Permanent,2,26-35,Repeat
1189,D03101,30,Male,Learner,0,26-35,First Time
1190,D00944,20,Male,Permanent,1,18-25,Repeat
1191,D04163,27,Female,Permanent,0,26-35,First Time
1192,D03094,47,Male,International,2,46-55,Repeat
1193,D04861,19,Male,Permanent,6,18-25,Habitual
1194,D04346,28,Male,Permanent,2,26-35,Repeat
1195,D04922,60,Male,Permanent,0,56-65,First Time
1196,D00985,39,Male,Permanent,0,36-45,First Time
1197,D01625,25,Male,Learner,0,18-25,First Time
1198,D00319,40,Male,International,0,36-45,First Time
1199,D02552,30,Male,Permanent,0,26-35,First Time
1200,D02365,48,Male,Permanent,2,46-55,Repeat
1201,D01342,23,Male,No License,0,18-25,First Time
1202,D04224,64,Male,Learner,1,56-65,Repeat
1203,D03536,26,Male,Permanent,1,26-35,Repeat
1204,D03501,43,Female,Permanent,7,36-45,Habitual
1205,D03711,54,Male,Permanent,1,46-55,Repeat
1206,D03602,25,Male,International,0,18-25,First Time
1207,D02241,54,Male,Permanent,0,46-55,First Time
1208,D03136,39,Male,Permanent,0,36-45,First Time
1209,D01770,22,Male,Learner,1,18-25,Repeat
1210,D00060,30,Female,Permanent,0,26-35,First Time
1211,D02937,23,Male,No License,5,18-25,Habitual
1212,D00907,20,Male,Permanent,0,18-25,First Time
1213,D02523,37,Male,International,2,36-45,Repeat
1214,D03684,28,Female,Permanent,5,26-35,Habitual
1215,D02491,68,Male,No License,0,65+,First Time
1216,D04540,45,Male,Learner,0,36-45,First Time
1217,D02660,19,Male,Permanent,1,18-25,Repeat
1218,D04874,37,Male,Learner,1,36-45,Repeat
1219,D01404,26,Male,Permanent,1,26-35,Repeat
1220,D01085,18,Male,Permanent,1,18-25,Repeat
1221,D01357,39,Male,Permanent,0,36-45,First Time
1222,D03866,28,Female,Learner,1,26-35,Repeat
1223,D00210,31,Male,Permanent,0,26-35,First Time
1224,D02360,19,Male,Permanent,0,18-25,First Time
1225,D02232,55,Male,Permanent,1,46-55,Repeat
1226,D02158,49,Male,Permanent,1,46-55,Repeat
1227,D00416,29,Male,Permanent,1,26-35,Repeat
1228,D00740,24,Male,Learner,6,18-25,Habitual
1229,D03030,35,Male,Permanent,1,26-35,Repeat
1230,D01769,26,Male,Permanent,0,26-35,First Time
1231,D01755,21,Male,Permanent,0,18-25,First Time
1232,D00054,39,Male,No License,0,36-45,First Time
1233,D00170,20,Male,Permanent,2,18-25,Repeat
1234,D01876,32,Female,Learner,0,26-35,First Time
1235,D00341,50,Female,Learner,5,46-55,Habitual
1236,D02024,24,Male,Permanent,2,18-25,Repeat
1237,D03990,35,Male,Learner,0,26-35,First Time
1238,D04800,40,Female,Permanent,0,36-45,First Time
1239,D02012,24,Male,Permanent,1,18-25,Repeat
1240,D02774,37,Male,Learner,0,36-45,First Time
1241,D04648,21,Male,Permanent,0,18-25,First Time
1242,D04242,31,Male,Permanent,1,26-35,Repeat
1243,D03875,30,Male,Permanent,0,26-35,First Time
1244,D04290,23,Female,Permanent,0,18-25,First Time
1245,D00389,49,Male,Learner,1,46-55,Repeat
1246,D01218,38,Male,No License,2,36-45,Repeat
1247,D04880,42,Male,Permanent,6,36-45,Habitual
1248,D02730,20,Female,Permanent,0,18-25,First Time
1249,D01171,27,Male,Permanent,0,26-35,First Time
1250,D04863,19,Male,Permanent,1,18-25,Repeat
1251,D03841,61,Female,Permanent,1,56-65,Repeat
1252,D04719,40,Male,No License,0,36-45,First Time
1253,D02911,64,Male,Permanent,1,56-65,Repeat
1254,D03053,19,Male,Permanent,1,18-25,Repeat
1255,D04228,24,Male,International,0,18-25,First Time
1256,D01462,52,Male,Permanent,5,46-55,Habitual
1257,D00943,19,Male,Permanent,0,18-25,First Time
1258,D02942,35,Female,International,2,26-35,Repeat
1259,D01258,33,Male,Permanent,2,26-35,Repeat
1260,D04120,25,Male,Permanent,0,18-25,First Time
1261,D04112,20,Male,Permanent,1,18-25,Repeat
1262,D04136,37,Female,Learner,0,36-45,First Time
1263,D02081,35,Female,Permanent,6,26-35,Habitual
1264,D00843,24,Male,No License,0,18-25,First Time
1265,D01671,31,Female,Learner,2,26-35,Repeat
1266,D01819,21,Female,Permanent,7,18-25,Habitual
1267,D03357,28,Male,Permanent,1,26-35,Repeat
1268,D04619,25,Female,Permanent,0,18-25,First Time
1269,D00515,55,Female,Permanent,1,46-55,Repeat
1270,D00144,23,Male,Permanent,7,18-25,Habitual
1271,D04591,19,Male,Permanent,3,18-25,Habitual
1272,D01900,28,Male,No License,0,26-35,First Time
1273,D03339,38,Male,International,5,36-45,Habitual
1274,D03158,19,Male,Learner,2,18-25,Repeat
1275,D01451,18,Male,Permanent,0,18-25,First Time
1276,D00678,32,Male,Permanent,1,26-35,Repeat
1277,D03994,39,Male,Permanent,3,36-45,Habitual
1278,D04068,47,Male,No License,0,46-55,First Time
1279,D04296,19,Male,Permanent,2,18-25,Repeat
1280,D04820,30,Male,Permanent,1,26-35,Repeat
1281,D04463,37,Female,Permanent,4,36-45,Habitual
1282,D01314,46,Male,Permanent,1,46-55,Repeat
1283,D02113,22,Male,Permanent,0,18-25,First Time
1284,D01091,34,Male,Permanent,0,26-35,First Time
1285,D01516,27,Female,Permanent,0,26-35,First Time
1286,D02057,23,Male,Permanent,1,18-25,Repeat
1287,D00804,34,Male,Permanent,0,26-35,First Time
1288,D03028,35,Male,Permanent,0,26-35,First Time
1289,D02423,46,Male,Permanent,0,46-55,First Time
1290,D02353,24,Male,Permanent,0,18-25,First Time
1291,D02749,20,Female,Learner,6,18-25,Habitual
1292,D00836,24,Male,Permanent,0,18-25,First Time
1293,D00928,19,Male,Permanent,0,18-25,First Time
1294,D03911,52,Male,Permanent,0,46-55,First Time
1295,D04628,24,Female,Permanent,0,18-25,First Time
1296,D01513,20,Male,Permanent,2,18-25,Repeat
1297,D04809,55,Male,Permanent,0,46-55,First Time
1298,D03597,38,Male,Learner,1,36-45,Repeat
1299,D04623,38,Male,Learner,0,36-45,First Time
1300,D04947,58,Male,Permanent,1,56-65,Repeat
1301,D04889,18,Male,Permanent,0,18-25,First Time
1302,D00541,38,Male,Permanent,0,36-45,First Time
1303,D02280,26,Female,Permanent,3,26-35,Habitual
1304,D02706,18,Male,Permanent,1,18-25,Repeat
1305,D01446,37,Male,Permanent,6,36-45,Habitual
1306,D00743,44,Male,International,1,36-45,Repeat
1307,D04520,20,Male,Permanent,1,18-25,Repeat
1308,D02273,41,Male,Permanent,7,36-45,Habitual
1309,D02042,22,Male,Learner,1,18-25,Repeat
1310,D02384,30,Male,Permanent,2,26-35,Repeat
1311,D02799,19,Male,Permanent,0,18-25,First Time
1312,D04675,40,Male,No License,0,36-45,First Time
1313,D01752,20,Male,Permanent,0,18-25,First Time
1314,D03307,26,Male,International,2,26-35,Repeat
1315,D01193,21,Male,Permanent,3,18-25,Habitual
1316,D02823,36,Male,Permanent,1,36-45,Repeat
1317,D04980,40,Male,Permanent,0,36-45,First Time
1318,D00432,39,Male,Permanent,0,36-45,First Time
1319,D03072,22,Male,Permanent,2,18-25,Repeat
1320,D00183,34,Female,Permanent,1,26-35,Repeat
1321,D02566,36,Male,Permanent,0,36-45,First Time
1322,D01421,47,Male,Permanent,0,46-55,First Time
1323,D02084,36,Male,Learner,2,36-45,Repeat
1324,D00537,61,Male,Permanent,2,56-65,Repeat
1325,D01510,46,Male,Learner,2,46-55,Repeat
1326,D04433,42,Male,Learner,2,36-45,Repeat
1327,D00782,19,Male,No License,2,18-25,Repeat
1328,D00314,22,Male,Learner,2,18-25,Repeat
1329,D00381,28,Male,Permanent,6,26-35,Habitual
1330,D00039,23,Female,Learner,0,18-25,First Time
1331,D03138,20,Female,Permanent,2,18-25,Repeat
1332,D03607,23,Female,Permanent,1,18-25,Repeat
1333,D00695,46,Male,No License,6,46-55,Habitual
1334,D02984,35,Female,Permanent,0,26-35,First Time
1335,D02914,25,Male,Permanent,1,18-25,Repeat
1336,D04794,33,Male,Permanent,0,26-35,First Time
1337,D01209,32,Female,Permanent,1,26-35,Repeat
1338,D02000,22,Male,Permanent,0,18-25,First Time
1339,D02197,40,Male,Permanent,4,36-45,Habitual
1340,D01274,19,Male,Permanent,1,18-25,Repeat
1341,D00247,54,Male,Permanent,0,46-55,First Time
1342,D04674,41,Male,Permanent,0,36-45,First Time
1343,D04443,29,Male,Permanent,2,26-35,Repeat
1344,D02378,21,Male,No License,1,18-25,Repeat
1345,D02104,19,Male,No License,0,18-25,First Time
1346,D02576,39,Male,Permanent,3,36-45,Habitual
1347,D03145,59,Female,No License,0,56-65,First Time
1348,D00592,59,Female,Permanent,1,56-65,Repeat
1349,D03595,24,Male,Learner,7,18-25,Habitual
1350,D04350,27,Male,International,0,26-35,First Time
1351,D01877,46,Female,Permanent,0,46-55,First Time
1352,D00547,61,Male,Permanent,1,56-65,Repeat
1353,D03557,25,Male,Learner,0,18-25,First Time
1354,D04478,35,Male,Permanent,2,26-35,Repeat
1355,D03817,21,Male,Permanent,2,18-25,Repeat
1356,D03152,46,Male,Permanent,0,46-55,First Time
1357,D01201,59,Male,Learner,0,56-65,First Time
1358,D02543,32,Male,Permanent,2,26-35,Repeat
1359,D02988,30,Male,Permanent,0,26-35,First Time
1360,D01304,25,Male,Permanent,0,18-25,First Time
1361,D02692,66,Female,Permanent,0,65+,First Time
1362,D01175,60,Male,Permanent,1,56-65,Repeat
1363,D03106,53,Male,Permanent,0,46-55,First Time
1364,D02443,18,Female,Permanent,6,18-25,Habitual
1365,D04389,32,Male,Permanent,0,26-35,First Time
1366,D02880,29,Male,Permanent,2,26-35,Repeat
1367,D01106,55,Female,No License,0,46-55,First Time
1368,D01410,42,Male,Permanent,1,36-45,Repeat
1369,D00112,22,Male,Permanent,1,18-25,Repeat
1370,D01229,51,Male,International,0,46-55,First Time
1371,D04677,46,Male,Permanent,0,46-55,First Time
1372,D02331,34,Male,Permanent,5,26-35,Habitual
1373,D03828,37,Female,Learner,0,36-45,First Time
1374,D02751,67,Male,Permanent,1,65+,Repeat
1375,D00330,62,Male,Permanent,1,56-65,Repeat
1376,D04214,66,Male,Permanent,0,65+,First Time
1377,D01189,37,Male,Permanent,0,36-45,First Time
1378,D00036,34,Female,Permanent,0,26-35,First Time
1379,D01081,26,Male,Permanent,1,26-35,Repeat
1380,D03666,38,Male,Permanent,2,36-45,Repeat
1381,D03892,59,Male,Permanent,1,56-65,Repeat
1382,D01002,43,Male,Permanent,0,36-45,First Time
1383,D01805,27,Male,No License,2,26-35,Repeat
1384,D01798,39,Male,Permanent,2,36-45,Repeat
1385,D00963,64,Female,Learner,0,56-65,First Time
1386,D00663,20,Male,Permanent,1,18-25,Repeat
1387,D04567,27,Male,Permanent,4,26-35,Habitual
1388,D04266,29,Male,Permanent,2,26-35,Repeat
1389,D00324,36,Male,Permanent,0,36-45,First Time
1390,D03121,30,Male,Learner,1,26-35,Repeat
1391,D04133,52,Female,Permanent,0,46-55,First Time
1392,D00128,39,Male,International,0,36-45,First Time
1393,D00074,20,Male,Permanent,0,18-25,First Time
1394,D02099,42,Male,Permanent,1,36-45,Repeat
1395,D00942,20,Male,Permanent,1,18-25,Repeat
1396,D01653,24,Male,Learner,6,18-25,Habitual
1397,D00202,30,Male,Permanent,0,26-35,First Time
1398,D04930,21,Male,Permanent,7,18-25,Habitual
1399,D02792,55,Male,Permanent,0,46-55,First Time
1400,D03890,40,Male,Permanent,1,36-45,Repeat
1401,D01626,31,Male,Learner,2,26-35,Repeat
1402,D03836,25,Female,Permanent,7,18-25,Habitual
1403,D01210,64,Male,No License,1,56-65,Repeat
1404,D02478,29,Male,Permanent,0,26-35,First Time
1405,D00486,39,Male,Permanent,0,36-45,First Time
1406,D02326,32,Male,Permanent,1,26-35,Repeat
1407,D02742,60,Female,Permanent,3,56-65,Habitual
1408,D02109,30,Male,Permanent,0,26-35,First Time
1409,D02073,21,Female,Permanent,0,18-25,First Time
1410,D01620,30,Male,No License,0,26-35,First Time
1411,D00220,19,Female,Permanent,1,18-25,Repeat
1412,D01112,35,Male,Learner,1,26-35,Repeat
1413,D03979,22,Male,Learner,1,18-25,Repeat
1414,D02316,55,Male,Permanent,2,46-55,Repeat
1415,D04423,21,Male,International,0,18-25,First Time
1416,D03236,36,Male,Permanent,0,36-45,First Time
1417,D00203,37,Female,Permanent,0,36-45,First Time
1418,D01673,25,Male,International,2,18-25,Repeat
1419,D03733,47,Male,Learner,1,46-55,Repeat
1420,D01530,27,Male,International,0,26-35,First Time
1421,D02952,61,Male,Permanent,0,56-65,First Time
1422,D01835,20,Male,Permanent,1,18-25,Repeat
1423,D01441,39,Male,Permanent,0,36-45,First Time
1424,D02446,40,Male,International,1,36-45,Repeat
1425,D01934,30,Male,Permanent,2,26-35,Repeat
1426,D04574,69,Female,Permanent,0,65+,First Time
1427,D02951,55,Male,Permanent,0,46-55,First Time
1428,D01698,18,Female,Permanent,2,18-25,Repeat
1429,D04638,52,Male,Permanent,2,46-55,Repeat
1430,D01723,33,Male,Permanent,1,26-35,Repeat
1431,D01119,28,Male,International,0,26-35,First Time
1432,D01720,30,Female,Permanent,1,26-35,Repeat
1433,D03698,58,Male,Permanent,0,56-65,First Time
1434,D03741,31,Female,Permanent,3,26-35,Habitual
1435,D00997,42,Male,International,2,36-45,Repeat
1436,D02654,19,Male,Permanent,1,18-25,Repeat
1437,D04834,37,Male,Permanent,0,36-45,First Time
1438,D04031,20,Male,Permanent,0,18-25,First Time
1439,D02641,50,Male,Permanent,0,46-55,First Time
1440,D03298,69,Male,No License,0,65+,First Time
1441,D01897,69,Male,Permanent,2,65+,Repeat
1442,D00998,19,Male,Permanent,0,18-25,First Time
1443,D04118,21,Male,Permanent,0,18-25,First Time
1444,D02405,22,Male,Permanent,2,18-25,Repeat
1445,D04249,33,Male,Permanent,2,26-35,Repeat
1446,D00600,24,Male,No License,4,18-25,Habitual
1447,D04708,53,Female,Permanent,1,46-55,Repeat
1448,D01083,25,Male,Permanent,0,18-25,First Time
1449,D01520,30,Female,Permanent,0,26-35,First Time
1450,D01572,28,Female,Permanent,1,26-35,Repeat
1451,D04354,55,Male,Permanent,0,46-55,First Time
1452,D03548,22,Male,Permanent,0,18-25,First Time
1453,D04413,40,Male,Permanent,0,36-45,First Time
1454,D01757,42,Male,Learner,0,36-45,First Time
1455,D00293,31,Male,Permanent,1,26-35,Repeat
1456,D02993,50,Male,No License,0,46-55,First Time
1457,D00454,21,Male,Permanent,1,18-25,Repeat
1458,D00397,23,Male,Permanent,0,18-25,First Time
1459,D03541,70,Male,Permanent,1,65+,Repeat
1460,D00367,30,Female,Permanent,0,26-35,First Time
1461,D02329,31,Male,Permanent,1,26-35,Repeat
1462,D03995,25,Male,Permanent,0,18-25,First Time
1463,D03014,36,Female,No License,5,36-45,Habitual
1464,D01535,32,Female,Permanent,2,26-35,Repeat
1465,D01753,30,Male,Permanent,0,26-35,First Time
1466,D02026,22,Male,Permanent,5,18-25,Habitual
1467,D04657,56,Male,No License,0,56-65,First Time
1468,D03620,25,Male,Permanent,1,18-25,Repeat
1469,D00934,24,Male,No License,0,18-25,First Time
1470,D02929,65,Male,Permanent,0,56-65,First Time
1471,D04971,50,Male,Permanent,1,46-55,Repeat
1472,D03781,49,Male,Permanent,0,46-55,First Time
1473,D02572,19,Male,Learner,0,18-25,First Time
1474,D00714,34,Male,Permanent,0,26-35,First Time
1475,D04501,28,Male,Permanent,0,26-35,First Time
1476,D02790,23,Male,No License,1,18-25,Repeat
1477,D00240,18,Female,Permanent,1,18-25,Repeat
1478,D03249,28,Male,Permanent,0,26-35,First Time
1479,D04680,22,Male,Learner,1,18-25,Repeat
1480,D01192,29,Female,Permanent,1,26-35,Repeat
1481,D03479,38,Male,International,0,36-45,First Time
1482,D03177,65,Male,Learner,1,56-65,Repeat
1483,D02269,38,Female,Permanent,3,36-45,Habitual
1484,D01157,21,Male,No License,2,18-25,Repeat
1485,D00104,69,Male,Permanent,0,65+,First Time
1486,D02521,35,Male,Permanent,0,26-35,First Time
1487,D03029,35,Male,No License,0,26-35,First Time
1488,D03616,35,Male,No License,0,26-35,First Time
1489,D04756,28,Male,Permanent,2,26-35,Repeat
1490,D04054,67,Male,Learner,0,65+,First Time
1491,D02828,21,Male,Permanent,0,18-25,First Time
1492,D00458,35,Male,Permanent,0,26-35,First Time
1493,D01174,36,Male,Permanent,2,36-45,Repeat
1494,D01957,25,Male,Permanent,2,18-25,Repeat
1495,D03410,34,Male,Permanent,1,26-35,Repeat
1496,D01703,21,Female,Permanent,1,18-25,Repeat
1497,D02193,21,Male,Permanent,1,18-25,Repeat
1498,D00435,54,Female,Permanent,1,46-55,Repeat
1499,D04547,37,Male,International,1,36-45,Repeat
1500,D00387,34,Male,Permanent,0,26-35,First Time
1501,D01606,24,Male,Permanent,0,18-25,First Time
1502,D03373,51,Male,Permanent,0,46-55,First Time
1503,D00794,23,Male,Permanent,0,18-25,First Time
1504,D04378,26,Male,Permanent,1,26-35,Repeat
1505,D04774,39,Male,Permanent,1,36-45,Repeat
1506,D04475,56,Male,Permanent,4,56-65,Habitual
1507,D04976,21,Male,Permanent,0,18-25,First Time
1508,D04752,25,Male,Learner,0,18-25,First Time
1509,D01686,31,Male,Permanent,0,26-35,First Time
1510,D03580,25,Male,No License,2,18-25,Repeat
1511,D02629,20,Male,Permanent,0,18-25,First Time
1512,D04656,25,Male,Learner,0,18-25,First Time
1513,D00854,56,Male,Learner,0,56-65,First Time
1514,D03164,31,Female,Permanent,4,26-35,Habitual
1515,D02559,23,Male,Permanent,0,18-25,First Time
1516,D00702,64,Male,Permanent,0,56-65,First Time
1517,D00457,18,Female,Permanent,2,18-25,Repeat
1518,D01964,36,Male,Permanent,0,36-45,First Time
1519,D00593,27,Male,Permanent,2,26-35,Repeat
1520,D03697,30,Male,Permanent,1,26-35,Repeat
1521,D04079,19,Male,Permanent,1,18-25,Repeat
1522,D03879,40,Male,Permanent,2,36-45,Repeat
1523,D04489,56,Male,Permanent,0,56-65,First Time
1524,D01125,29,Male,Permanent,3,26-35,Habitual
1525,D04187,37,Male,Permanent,2,36-45,Repeat
1526,D02849,70,Male,Permanent,0,65+,First Time
1527,D03542,68,Male,Permanent,1,65+,Repeat
1528,D04764,69,Female,International,4,65+,Habitual
1529,D01933,20,Male,Permanent,2,18-25,Repeat
1530,D01531,45,Male,Permanent,0,36-45,First Time
1531,D00927,30,Male,Permanent,0,26-35,First Time
1532,D01191,70,Female,No License,1,65+,Repeat
1533,D01124,33,Male,Learner,2,26-35,Repeat
1534,D01338,50,Male,No License,2,46-55,Repeat
1535,D01640,40,Male,Permanent,0,36-45,First Time
1536,D01480,28,Male,Permanent,0,26-35,First Time
1537,D03220,23,Male,No License,0,18-25,First Time
1538,D01147,66,Male,No License,2,65+,Repeat
1539,D00575,38,Male,Permanent,0,36-45,First Time
1540,D02748,37,Male,Learner,0,36-45,First Time
1541,D00840,26,Male,Permanent,0,26-35,First Time
